indicator_id,file,brief,why
dpi.exchange--interoperability-of-health-systems,baseline/2021-03-15-who-score-eritrea-assessment.md,1,WHO SCORE: interoperability Not there
dpi.registry--address-register,baseline/2026-08-01-upu-general-addressing-issues.md,1,UPU: no national postcode system
gov.discourse--open-discussion-of-government-policy,baseline/2015-06-05-un-coi-eritrea-detailed-findings-chapter-vi.md,1,UN CoI: government systematically silences discourse
gov.policy--ai-strategy,baseline/2026-01-01-oxford-insights-government-ai-readiness-index-2025.md,1,"Oxford Insights: Policy Capacity 0.00, no AI strategy"
dpi.exchange--interoperability-of-social-protection-systems,baseline/2023-04-01-un-eritrea-annual-results-report-2022.md,1,"UN Eritrea 2022 ARR: vulnerability database, no linkage documented"
dpi.id--national-maintenance-of-id-and-credentials-systems,baseline/2023-12-31-netherlands-eritrea-country-origin-information-report.md,1,"Dutch COI: no central population register, decentralised zoba registers"
dpi.id--interoperability-of-birth-registration-and-digital-id,baseline/2021-01-21-swiss-sem-focus-eritrea-digital-population-registers.md,1,Swiss SEM: partially sequential but not interoperable
digital.rural--digitalisation-of-rural-registry-offices,baseline/2021-01-21-swiss-sem-focus-eritrea-digital-population-registers.md,1,Swiss SEM: rural registers predominantly paper-based
capacity.training--dt-related-training-in-secondary-education,baseline/2012-07-01-eritrea-moe-overview-of-education.md,1,MoE overview of education sector
capacity.training--graduates-entering-dt-ecosystem,baseline/2019-07-17-shabait-eit-12th-commencement.md,1,EIT 12th commencement graduates
dpi.mis--justice,baseline/2025-01-10-eritrea-ministry-of-justice-activity-assessment.md,1,Ministry of Justice activity assessment
digital.rural--digitalisation-of-rural-health-clinics,baseline/2026-05-16-redseabeacon-eritrea-quiet-revolution-health-care.md,1,rural health-care digitalisation account
geopol.eu--eu-mous-engagements-and-commitments,baseline/2023-12-28-eu-oacps-samoa-agreement.md,1,EU-OACPS Samoa Agreement
geopol.india--india-mous-engagements-and-commitments,baseline/2019-11-07-india-eritrea-e-vbab-mou.md,1,India e-VBAB MoU
gov.regional--regional-legal-harmonisation,baseline/2024-07-08-au-malabo-convention-status-table.md,1,Malabo Convention ratification status
gov.regional--cross-border-data-transfers,baseline/2021-06-21-world-bank-overview-digital-development-horn-of-africa-eritrea.md,1,WB Horn of Africa digital-development overview
include.access--gender-equity,baseline/2024-01-01-un-hlpf-eritrea-vnr-2024.md,1,VNR 2024 gender content
include.access--inclusion-of-refugees-and-idps,baseline/2026-01-01-unhcr-rimap-eritrea-country-profile.md,1,UNHCR RIMAP country profile
infra.connect--internet-exchange-points,baseline/2026-01-01-isoc-pulse-ixp-tracker-eritrea.md,1,ISOC Pulse IXP tracker
infra.cybersec--national-cybersecurity-readiness,baseline/2015-03-12-eritrea-itu-cyberwellness-profile.md,1,ITU Cyberwellness Profile
tech.industry--national-capacity-in-dt-related-production,baseline/1998-03-02-eritrea-communications-proclamation-102.md,1,founding Communications Proclamation
dpi.exchange--interoperability-of-education-systems,baseline/2023-09-01-eritrea-2023-2027-partnership-compact.md,1,"GPE education-sector compact, EMIS basis"
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2025-01-01-us-state-dept-2025-investment-climate-statement-eritrea.md,1,State Dept: national budget not public
dpi.exchange--national-data-exchange-system,baseline/2022-01-01-eritrea-global-digital-identity-index-govtech.md,1,"GovTech: no interoperability framework I-3, no service bus I-4"
capacity.literacy--digital-literacy-general-population,baseline/2005-07-01-eritrea-national-policy-ict-in-education.md,1,2005 policy: universal basic ICT literacy vision
