indicator_id,url,title,publisher,published,brief,staged_file,slice
dpi.pay--b2b-and-b2g-functionality,https://www.brb.bi/node/2909,Migration réussie de l’ATS vers la norme ISO 20022 : une avancée majeure pour le système de paiement burundais,Banque de la République du Burundi,2026-02-05,progress,progress/2026-02-05-brb-migration-ats-norme-iso-20022.md,dpi-b
dpi.pay--b2b-and-b2g-functionality,https://www.obr.bi/index.php/actualites/2357-la-facture-emise-par-la-machine-a-facturation-electronique-une-exigence-de-tous-les-gestionnaires-des-fonds-publics-aupres-de-leurs-fournisseurs-de-biens-et-services,"La facture émise par la machine à facturation électronique, une exigence de tous les gestionnaires des fonds publics auprès de leurs fournisseurs de biens et services",Office Burundais des Recettes,2025-09-18,progress,progress/2025-09-18-obr-facture-machine-electronique-exigence-gestionnaires-fonds-publics.md,dpi-b
dpi.registry--population-register,https://isoko.gov.bi/?procedures=fichier-national-de-lidentification-carte-nationale-didentite,Fichier National de l’Identification/Carte Nationale d’Identité,IsÂko - Portail administratif du Burundi,2026-01-01,baseline,baseline/2026-01-01-isoko-fichier-national-identification-carte-nationale-identite.md,dpi-b
dpi.registry--population-register,https://lerenouveau.bi/presentation-de-la-plateforme-digitale-detat-civil-et-la-production-de-la-cni-biometrique-un-levier-strategique-pour-le-developpement-du-burundi/,Présentation de la plateforme digitale d’état-civil et la production de la CNI biométrique : un levier stratégique pour le développement du Burundi,Le Renouveau du Burundi,2026-05-06,progress,progress/2026-05-06-le-renouveau-plateforme-digitale-etat-civil-cni-biometrique.md,dpi-b
dpi.registry--population-register,https://www.rtnb.bi/?mypost%3Fid=596,Le Burundi accélère la modernisation de son système d’état civil,Radio Télévision Nationale du Burundi,2026-08-11,progress,progress/2026-08-11-rtnb-le-burundi-accelere-la-modernisation-de-letat-civil.md,dpi-b
dpi.registry--address-register,https://www.upu.int/UPU/media/upu/PostalEntitiesFiles/addressingUnit/bdiEn.pdf,Burundi,Universal Postal Union,2025-11-01,baseline,baseline/2025-11-01-upu-burundi-addressing-country-file.md,dpi-b
dpi.registry--address-register,https://abpinfo.bi/2026/07/16/lancement-officiel-du-recensement-des-proprietaires-des-proprietes-ou-parcelles-dans-les-centres-urbains-du-burundi/,Lancement officiel du recensement des propriétaires des propriétés ou parcelles dans les centres urbains du Burundi,Agence Burundaise de Presse,2026-07-16,progress,progress/2026-07-16-abp-lancement-recensement-proprietaires-centres-urbains-rppcub-2026.md,dpi-b
dpi.registry--address-register,https://acoburundi.bi/cartographie-censitaire-apurement-de-la-base-de-donnees-du-rgphae/,Cartographie Censitaire : Apurement de la base de données du RGPHAE,Association des Communes du Burundi,2026-02-22,progress,progress/2026-02-09-aco-burundi-cartographie-censitaire-apurement-base-rgphae.md,dpi-b
dpi.registry--business-register,https://faolex.fao.org/docs/pdf/bur223755.pdf,Loi n° 1/01 du 16 janvier 2015 portant révision de la loi n°1/07 du 26 avril 2010 portant Code de commerce,République du Burundi,2015-01-16,baseline,baseline/2015-01-16-burundi-loi-1-01-code-de-commerce-registre-commerce-societes.md,dpi-b
dpi.registry--business-register,https://obr.bi/index.php/e-kori,e-KORI,Office Burundais des Recettes,2026-08-04,progress,progress/2026-08-04-obr-e-kori-plateforme-immatriculation-en-ligne.md,dpi-b
dpi.registry--business-register,https://investburundi.bi/avis-de-prolongation-des-delais-de-reenregistrement-des-personnes-physiques-et-morales-enregistrees-avant-la-mise-en-place-de-la-plateforme-digitale-dimmatriculation/,Avis de prolongation des délais de réenregistrement des personnes physiques et morales enregistrées avant la mise en place de la plateforme Digitale d’Immatriculation,Agence de Développement du Burundi,2026-06-01,progress,progress/2026-06-01-adb-prolongation-delais-reenregistrement-plateforme-digitale-immatriculation.md,dpi-b
dpi.registry--social-protection-register,https://www.worldbank.org/en/results/2026/05/01/building-burundi-s-national-social-protection-systems-to-deliver-jobs-and-respond-to-crises,Building Burundi’s National Social Protection Systems to Deliver Jobs and Respond to Crises,World Bank Group,2026-05-01,baseline,baseline/2026-05-01-worldbank-building-burundi-national-social-protection-systems.md,dpi-b
dpi.registry--social-protection-register,https://lerenouveau.bi/projet-merankabandi-ii-bilan-a-mis-parcours/,Projet Merankabandi II: bilan à mi-parcours,Le Renouveau du Burundi,2026-06-30,progress,progress/2026-06-30-le-renouveau-projet-merankabandi-ii-bilan-mi-parcours.md,dpi-b
dpi.registry--social-protection-register,https://abpinfo.bi/2026/06/16/lancement-de-la-9eme-assemblee-generale-de-la-cnps/,Lancement de la 9ème assemblée générale de la CNPS,Agence Burundaise de Presse,2026-06-16,progress,progress/2026-06-16-abp-lancement-9eme-assemblee-generale-cnps.md,dpi-b
dpi.registry--tax-register,https://www.imf.org/-/media/files/publications/cr/2026/english/1bdiea2026002.pdf,Burundi: Selected Issues,International Monetary Fund,2026-06-03,baseline,baseline/2026-06-03-imf-burundi-selected-issues-cr-26-151.md,dpi-b
dpi.registry--tax-register,https://www.obr.bi/index.php/communiques/2528-communique-aux-contribuables-ayant-un-chiffre-d-affaires-de-25-millions-de-fbu,Communiqué aux Contribuables ayant un chiffre d’affaires de 25 millions de Fbu,Office Burundais des Recettes,2026-07-01,progress,progress/2026-07-01-obr-communique-contribuables-chiffre-affaires-25-millions-tva.md,dpi-b
dpi.registry--tax-register,https://obr.bi/index.php/e-kori,e-KORI,Office Burundais des Recettes,2026-08-04,progress,progress/2026-08-04-obr-e-kori-plateforme-immatriculation-en-ligne.md,dpi-b
dpi.mis--justice,https://coginta.org/en/projects/technical-assistance-to-the-justice-sector-support-program-in-burundi-at-pasju/,Technical assistance to the Justice Sector Support Program in Burundi (AT-PASJU),Coginta,2024-03-26,baseline,baseline/2024-03-26-coginta-technical-assistance-justice-sector-support-programme-burundi-at-pasju.md,dpi-b
dpi.mis--justice,https://abpinfo.bi/2026/04/16/lancement-de-plateformes-digitales-pour-renforcer-la-lutte-contre-les-violences-basees-sur-le-genre/,Lancement de plateformes digitales pour renforcer la lutte contre les violences basées sur le genre,Agence Burundaise de Presse,2026-04-16,progress,progress/2026-04-16-abp-lancement-plateformes-digitales-vbg-burundi.md,dpi-b
dpi.mis--justice,https://www.coordinationsud.org/wp-content/uploads/2026_06_02-TDRs-_-End-line-PASJU-_Composante-numerisation_BSF.pdf,APPEL D’OFFRES - Consultance pour la réalisation d’une évaluation de fin de projet - Composante Numérisation du programme d’appui au secteur de la Justice du Burundi (PASJU),Bibliothèques Sans Frontières,2026-06-11,progress,progress/2026-06-11-bsf-appel-offres-evaluation-fin-projet-composante-numerisation-pasju.md,dpi-b
dpi.mis--tax,https://www.imf.org/-/media/files/publications/cr/2026/english/1bdiea2026002.pdf,Burundi: Selected Issues,International Monetary Fund,2026-06-03,baseline,baseline/2026-06-03-imf-burundi-selected-issues-cr-26-151.md,dpi-b
dpi.mis--tax,https://finances.gov.bi/index.php/2026/01/20/lancement-du-projet-e-kori-une-etape-majeure-dans-la-modernisation-de-la-gestion-des-recettes-internes/,Lancement du projet e-KORI : une étape majeure dans la modernisation de la gestion des recettes internes,"Ministère des Finances, du Budget et de l’Économie Numérique",2026-01-20,progress,progress/2026-01-20-burundi-lancement-projet-e-kori-gestion-integree-recettes-internes.md,dpi-b
dpi.mis--tax,https://abpinfo.bi/2026/04/16/machines-a-facturation-sous-controle-pour-lutter-contre-la-fraude-fiscale/,Machines à facturation sous contrôle pour lutter contre la fraude fiscale,Agence Burundaise de Presse,2026-04-16,progress,progress/2026-04-16-abp-machines-facturation-sous-controle-fraude-fiscale.md,dpi-b
dpi.mis--land,https://d1n0nj0ml605fq.cloudfront.net/media/documents/20250511_Manuel_de_gestion_et_de_Fonctionnement_du_SFC-Bon_%C3%A0_Tirer_1_1.pdf,MANUEL TECHNIQUE DE GESTION ET DE FONCTIONNEMENT DES SERVICES FONCIERS COMMUNAUX AU BURUNDI,Secrétariat Permanent de la Commission Foncière Nationale,2024-11-01,baseline,baseline/2024-11-01-manuel-technique-gestion-fonctionnement-services-fonciers-communaux-burundi.md,dpi-b
dpi.mis--land,https://finances.gov.bi/index.php/2026/02/09/ordonnance-ministerielle-conjointe-n550-540-998-du-06-02-2026-portant-determination-des-modalites-dacquisition-du-titre-foncier-electronique-securise-en-application-de-larticl/,Ordonnance Ministérielle conjointe N°550/540/998 du 06/02/2026 portant détermination des modalités d’acquisition du titre foncier électronique sécurisé en application de l’article 142 de la loi de finances 2025/2026 modifiée,"Ministère des Finances, du Budget et de l’Économie Numérique",2026-02-09,progress,progress/2026-02-09-burundi-ordonnance-550-540-998-titre-foncier-electronique-securise.md,dpi-b
dpi.mis--land,https://abpinfo.bi/2026/07/16/lancement-officiel-du-recensement-des-proprietaires-des-proprietes-ou-parcelles-dans-les-centres-urbains-du-burundi/,Lancement officiel du recensement des propriétaires des propriétés ou parcelles dans les centres urbains du Burundi,Agence Burundaise de Presse,2026-07-16,progress,progress/2026-07-16-abp-lancement-recensement-proprietaires-centres-urbains-rppcub-2026.md,dpi-b
gov.policy--digital-transformation-strategy,https://primature.gov.bi/wp-content/uploads/2026/06/PLAN-DIRECTEUR-DE-DIGITALISATION-2023-2033.pdf,PLAN DIRECTEUR DE DIGITALISATION DES SERVICES PUBLICS DU BURUNDI « PDDSP 2023-2033 »,"République du Burundi, Ministère de la Communication, des Technologies de l'Information et des Médias",2023-05-10,1,baseline/2023-05-10-pddsp-plan-directeur-digitalisation-services-publics-2023-2033.md,gov-a
gov.policy--digital-transformation-strategy,https://finances.gov.bi/index.php/2026/03/23/pafen-une-evaluation-a-mi-parcours-pour-accelerer-la-transformation-numerique/,PAFEN : une évaluation à mi-parcours pour accélérer la transformation numérique,"Ministère des Finances, du Budget et de l'Economie Numérique",2026-03-23,2,progress/2026-03-23-pafen-evaluation-mi-parcours-transformation-numerique.md,gov-a
gov.policy--digital-transformation-strategy,https://lerenouveau.bi/ministere-en-charge-de-leconomie-numerique-atelier-dechanges-sur-leconomie-numerique-au-burundi/,Ministère en charge de l'Economie numérique: Atelier d'échanges sur l'économie numérique au Burundi,Le Renouveau du Burundi,2025-11-15,2,progress/2025-11-15-atelier-echanges-economie-numerique-burundi.md,gov-a
gov.policy--ict-strategy,https://primature.gov.bi/wp-content/uploads/2026/06/politique_nationale_developpement_tic.pdf,POLITIQUE NATIONALE DE DÉVELOPPEMENT DES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION DU BURUNDI (2010-2025) PNDTIC (2010-2025),République du Burundi,2011-07-13,1,baseline/2011-07-13-pndtic-politique-nationale-developpement-tic-2010-2025.md,gov-a
gov.policy--ict-strategy,https://primature.gov.bi/la-primature-oriente-les-ministeres-pour-accelerer-la-mise-en-oeuvre-de-la-vision-burundi-emergent-en-2040-et-developpe-en-2060/,La Primature oriente les ministères pour accélérer la mise en œuvre de la Vision « Burundi émergent en 2040 et développé en 2060 »,Primature du Burundi,2026-07-04,2,progress/2026-07-04-primature-oriente-ministeres-vision-2040-2060.md,gov-a
gov.policy--broadband-strategy,https://arct.gov.bi/wp-content/uploads/2022/10/rapportannuel2017.pdf,RAPPORT ANNUEL 2017,Agence de Régulation et de Contrôle des Télécommunications (ARCT),2018-03-01,1,baseline/2018-03-01-arct-rapport-annuel-2017-burundi-large-bande-2025.md,gov-a
gov.policy--broadband-strategy,https://africabbmaps.itu.int/wp-content/uploads/2025/12/Bdi-Rapport_Evenement-National-Africa-BB-Maps_28-30-Octobre-2025.pdf,AFRICA-BB-MAPS — RAPPORT DE L'EVENEMENT NATIONAL SUR LES SYSTEMES NATIONAUX DE CARTOGRAPHIE A LARGE BANDE AU BURUNDI,Union Internationale des Télécommunications (UIT),2025-12-04,2,progress/2025-12-04-africa-bb-maps-rapport-evenement-national-cartographie-large-bande-burundi.md,gov-a
gov.policy--broadband-strategy,https://setic.gov.bi/pafen-onatel-couverture-reseau-et-connectivite-en-milieu-rural/,PAFEN – ONATEL : COUVERTURE RÉSEAU ET CONNECTIVITÉ EN MILIEU RURAL,Secrétariat Exécutif des Technologies de l'Information et de la Communication (SETIC),2026-04-29,2,progress/2026-04-29-pafen-onatel-couverture-reseau-connectivite-milieu-rural.md,gov-a
gov.policy--data-interoperability-framework-roadmap,https://documents1.worldbank.org/curated/en/207441655916156350/pdf/Burundi-Digital-Foundations-Project.pdf,Project Appraisal Document on a Proposed Grant to the Republic of Burundi for a Digital Foundations Project,World Bank Group,2022-05-31,1,baseline/2022-05-31-world-bank-burundi-digital-foundations-project-pad.md,gov-a
gov.policy--data-interoperability-framework-roadmap,https://finances.gov.bi/index.php/2026/06/26/le-burundi-prend-part-a-la-construction-du-marche-unique-numerique-de-lafrique-de-lest/,Le Burundi prend part à la construction du Marché Unique Numérique de l'Afrique de l'Est,"Ministère des Finances, du Budget et de l'Economie Numérique",2026-06-26,2,progress/2026-06-26-burundi-marche-unique-numerique-afrique-est-eac-d4d-forum.md,gov-a
gov.policy--data-localisation-policies,https://www.uneca.org/sites/default/files/ATPC/cp/Digital%20trade%20regulatory%20integration%20-%20Country%20profile%20-%20Burundi-%20ENG_Rev.pdf,DIGITAL TRADE REGULATORY INTEGRATION — Country profile — Burundi,"United Nations Economic Commission for Africa, African Trade Policy Centre",2024-01-04,1,baseline/2024-01-04-uneca-atpc-digital-trade-regulatory-integration-country-profile-burundi.md,gov-a
gov.policy--open-data-policy,https://www.insbu.bi/useragreement,Accord de Licence Ouverte,Institut National de la Statistique du Burundi (INSBU),2025-06-10,1,baseline/2025-06-10-insbu-accord-de-licence-ouverte-plateforme-donnees-ouvertes.md,gov-a
gov.policy--open-data-policy,https://mincom.gov.bi/le-conseil-des-ministres-adopte-le-projet-de-loi-portant-acces-a-linformation-publique/,Le conseil des Ministres adopte le projet de loi portant accès à l'Information publique,Ministère de la Communication et des Médias du Burundi,2026-06-13,2,progress/2026-06-13-conseil-ministres-adopte-projet-loi-acces-information-publique.md,gov-a
gov.protect--national-data-protection-readiness,https://arct.gov.bi/wp-content/uploads/2026/03/Loi-n%C2%B01_03-2026-protection-des-donnees-a-caractere-personnel_compressed.pdf,LOI N°1/03 DU 10 MARS 2026 PORTANT PROTECTION DES DONNEES A CARACTERE PERSONNEL,Agence de Régulation et de Contrôle des Télécommunications (ARCT),2026-03-10,1,baseline/2026-03-10-loi-1-03-2026-protection-donnees-caractere-personnel.md,gov-a
gov.protect--national-data-protection-readiness,https://assemblee.bi/?p=31493,Analyse et adoption du projet de loi portant protection des données à caractère personnel,Assemblée Nationale du Burundi,2026-01-30,2,progress/2026-01-30-assemblee-adoption-loi-protection-donnees.md,gov-a
gov.regional--shared-regional-infrastructure,https://arct.gov.bi/wp-content/uploads/2024/04/RAPPORT-SUR-LES-INDICATEURS-TIC-2020-VERSION-PUBLIE.pdf,"RAPPORT SUR L'ÉVOLUTION DES INDICATETEURS TIC AU BURUNDI, EDITION 2020",Agence de Régulation et de Contrôle des Télécommunications (ARCT),2021-07-01,1,baseline/2021-07-01-arct-rapport-indicateurs-tic-burundi-edition-2020.md,gov-a
gov.regional--shared-regional-infrastructure,https://finances.gov.bi/index.php/2026/06/26/le-burundi-prend-part-a-la-construction-du-marche-unique-numerique-de-lafrique-de-lest/,Le Burundi prend part à la construction du Marché Unique Numérique de l'Afrique de l'Est,"Ministère des Finances, du Budget et de l'Economie Numérique",2026-06-26,2,progress/2026-06-26-burundi-marche-unique-numerique-afrique-est-eac-d4d-forum.md,gov-a
gov.regional--shared-regional-infrastructure,https://www.eac.int/eadrip-news-updates/eardip-press-releases/3537-eac-advances-development-of-a-regional-mobile-roaming-framework-to-enhance-cross-border-connectivity-and-trade,EAC Advances Development of a Regional Mobile Roaming Framework to Enhance Cross-Border Connectivity and Trade,East African Community,2026-05-25,2,progress/2026-05-25-eac-regional-mobile-roaming-framework-development.md,gov-a
gov.standards--national-interoperability-standards,https://setic.gov.bi/atelier-de-presentation-du-document-final-du-concept-type-des-systemes-dinformation-des-institutions-publiques/,Atelier de présentation du document final du Concept type des Systèmes d'Information des institutions publiques,Secrétariat Exécutif des Technologies de l'Information et de la Communication (SETIC),2024-12-17,1,baseline/2024-12-17-setic-concept-type-systemes-information-institutions-publiques.md,gov-a
gov.standards--national-interoperability-standards,https://arct.gov.bi/2026/05/29/lignes-directrices-de-lecosysteme-national-de-commerce-electronique-du-burundi/,LIGNES DIRECTRICES DE L'ÉCOSYSTÈME NATIONAL DE COMMERCE ÉLECTRONIQUE DU BURUNDI,Agence de Régulation et de Contrôle des Télécommunications (ARCT),2026-05-29,2,progress/2026-05-29-arct-lignes-directrices-ecosysteme-commerce-electronique.md,gov-a
gov.standards--national-interoperability-standards,https://www.agenceecofin.com/actualites-numerique/1304-137484-sante-le-burundi-veut-mettre-en-place-un-systeme-d-information-interoperable,Santé : le Burundi veut mettre en place un système d'information interopérable,Agence Ecofin,2026-04-13,2,progress/2026-04-13-burundi-systeme-information-sante-interoperable-hl7-fhir.md,gov-a
gov.standards--national-quality-standards,https://www.presidence.gov.bi/wp-content/uploads/2022/02/Conseil-du-02-Fevrier-2022.pdf,COMMUNIQUE DE PRESSE N°01 DE LA REUNION DU CONSEIL DES MINISTRES DU MERCREDI 02 FEVRIER 2022,"Présidence de la République du Burundi, Secrétariat Général de l'Etat",2022-02-02,1,baseline/2022-02-02-conseil-ministres-02-fevrier-2022-politique-nationale-qualite.md,gov-a
gov.standards--national-quality-standards,https://bankable.africa/fr/climat-des-affaires/0109-1626-commerce-rdc-burundi-vers-une-reduction-des-barrieres-non-tarifaires,Commerce RDC–Burundi : vers une réduction des barrières non tarifaires,BANKABLE,2025-09-01,2,progress/2025-09-01-protocole-occ-bbn-normalisation-controle-qualite-certification.md,gov-a
gov.standards--adoption-of-international-standards,https://www.eac.int/documents?controller=download&file=7fd48f96-1db5-4c00-a864-4b95b4991b58&name=SUMMARY+OF+STANDARDS+ADOPTION+STATUS+JUNE+2023.pdf&task=download.file,SUMMARY OF PARTNER STATES ADOPTION STATUS ON THE HARMONIZED EAC STANDARDS UP TO JUNE 2023,East African Community,2023-06-01,1,baseline/2023-06-01-eac-partner-states-harmonized-standards-adoption-status-june-2023.md,gov-a
gov.standards--adoption-of-international-standards,https://www.brb.bi/node/2909,Migration réussie de l'ATS vers la norme ISO 20022 : une avancée majeure pour le système de paiement burundais,Banque de la République du Burundi (BRB),2026-02-05,2,progress/2026-02-05-brb-migration-ats-norme-iso-20022.md,gov-a
gov.discourse--open-discussion-of-government-policy,https://cipesa.org/wp-content/files/State-of-Internet-Freedom-in-Burundi-2019.pdf,"State of Internet Freedom in Burundi 2019: Mapping Trends in Government Internet Controls, 1999-2019",Collaboration on International ICT Policy for East and Southern Africa (CIPESA),2020-01-01,1,baseline/2020-01-01-cipesa-state-of-internet-freedom-burundi-2019.md,gov-a
gov.discourse--open-discussion-of-government-policy,https://finances.gov.bi/index.php/2026/02/19/le-burundi-accueille-pour-la-premiere-fois-le-forum-sur-la-gouvernance-de-linternet-en-afrique-centrale/,Le Burundi accueille pour la première fois le Forum sur la Gouvernance de l'Internet en Afrique centrale,"Ministère des Finances, du Budget et de l'Economie Numérique",2026-02-19,2,progress/2026-02-19-burundi-accueille-forum-gouvernance-internet-afrique-centrale.md,gov-a
gov.legislate--cybersecurity-legislation,https://amategeko.gov.bi/wp-content/uploads/2022/08/BOB_No3ter-2022.pdf,Loi n°1/10 du 16/03/2022 portant prévention et répression de la cybercriminalité au Burundi,Bulletin Officiel du Burundi,2022-03-16,1,baseline/2022-03-16-loi-1-10-cybercriminalite.md,gov-b
gov.legislate--cybersecurity-legislation,https://assemblee.bi/?p=31493,Analyse et adoption du projet de loi portant protection des données à caractère personnel,Assemblée Nationale du Burundi,2026-01-30,2,progress/2026-01-30-assemblee-adoption-loi-protection-donnees.md,gov-b
gov.legislate--legislation-covering-digital-id,https://isoko.gov.bi/?procedures=fichier-national-de-lidentification-carte-nationale-didentite,Fichier National de l'Identification/Carte Nationale d'Identité,Isôko - Portail administratif du Burundi,2026-01-01,1,baseline/2026-01-01-isoko-fichier-national-identification-carte-nationale-identite.md,gov-b
gov.legislate--legislation-covering-digital-id,https://presidence.gov.bi/wp-content/uploads/2025/11/CMQ-CM-11-DU-22.10.25.pdf,Communiqué de presse n°11/2025 de la réunion du Conseil des Ministres du mercredi 22 oct 2025,Présidence de la République du Burundi,2025-10-22,2,progress/2025-10-22-conseil-ministres-communique-11-2025.md,gov-b
gov.legislate--legislation-covering-digital-id,https://assemblee.bi/?p=31493,Analyse et adoption du projet de loi portant protection des données à caractère personnel,Assemblée Nationale du Burundi,2026-01-30,2,progress/2026-01-30-assemblee-adoption-loi-protection-donnees.md,gov-b
gov.legislate--digital-payments-legislation,https://www.brb.bi/sites/default/files/2024-09/LOI%20N%201-07%20DU%2011%20MAI%202018%20PORTANT%20SYSTEME%20NATIONAL%20DE%20PAIMENT.pdf,Loi N°1/07 du 11 Mai 2018 portant système national de paiement,Banque de la République du Burundi,2018-05-11,1,baseline/2018-05-11-loi-1-07-systeme-national-paiement.md,gov-b
gov.legislate--digital-payments-legislation,https://www.brb.bi/sites/default/files/2025-11/CADRE%20DE%20SURVEILLANCE%20DE%20SYSTEME%20DE%20PAIEMENT%20%2020%20NOV%202025.pdf,Cadre de surveillance des systèmes et moyens de paiement,Banque de la République du Burundi,2025-11-20,2,progress/2025-11-20-brb-cadre-surveillance-paiement.md,gov-b
gov.legislate--digital-payments-legislation,https://www.brb.bi/node/3293,Lancement officiel du Système de paiement instantané: BurundiPay,Banque de la République du Burundi,2026-04-23,2,progress/2026-04-23-brb-lancement-burundipay.md,gov-b
gov.legislate--legislation-enabling-data-interoperability,https://faolex.fao.org/docs/pdf/bur205433.pdf,"Décret N°100/085 du 25 juillet 2018 portant Cadre National de Collecte, de Diffusion, d'Accès, d'Archivage et de Sécurisation des Données et des Micro-Données",République du Burundi,2018-07-25,1,baseline/2018-07-25-decret-100-085-cadre-national-donnees.md,gov-b
gov.legislate--legislation-enabling-data-interoperability,https://assemblee.bi/?p=31493,Analyse et adoption du projet de loi portant protection des données à caractère personnel,Assemblée Nationale du Burundi,2026-01-30,2,progress/2026-01-30-assemblee-adoption-loi-protection-donnees.md,gov-b
gov.legislate--ai-legislation-regulations,https://www.undp.org/fr/burundi/actualites/pnud-le-burundi-trace-sa-feuille-de-route-strategique-pour-lintelligence-artificielle,PNUD - le Burundi trace sa feuille de route stratégique pour l'Intelligence Artificielle,Programme des Nations Unies pour le développement,2025-11-28,1,baseline/2025-11-28-pnud-burundi-feuille-route-ia.md,gov-b
gov.legislate--ai-legislation-regulations,https://abpinfo.bi/2026/04/22/validation-de-la-strategie-nationale-de-lia/,Validation de la stratégie nationale de l'IA,Agence Burundaise de Presse,2026-04-22,2,progress/2026-04-22-abp-validation-strategie-nationale-ia.md,gov-b
gov.legislate--e-commerce-legislation,https://arct.gov.bi/wp-content/uploads/2024/09/LOI_COMMUNICATIONS-ELECTRONIQUES.pdf,Loi N°1/22 du 22 Août 2024 portant code des communications électroniques et postales,Agence de Régulation et de Contrôle des Télécommunications (ARCT),2024-08-22,1,baseline/2024-08-22-loi-1-22-code-communications-electroniques-postales.md,gov-b
gov.legislate--e-commerce-legislation,https://arct.gov.bi/2026/05/29/lignes-directrices-de-lecosysteme-national-de-commerce-electronique-du-burundi/,Lignes directrices de l'écosystème national de commerce électronique du Burundi,Agence de Régulation et de Contrôle des Télécommunications (ARCT),2026-05-29,2,progress/2026-05-29-arct-lignes-directrices-ecosysteme-commerce-electronique.md,gov-b
gov.legislate--e-commerce-legislation,https://arct.gov.bi/2026/06/26/appel-a-la-declaratio-n-de-conformite-des-plateformes-et-sites-marchands-de-commerce-electronique-au-burundi/,Appel à la déclaration de conformité des plateformes et sites marchands de commerce électronique au Burundi,Agence de Régulation et de Contrôle des Télécommunications (ARCT),2026-06-26,2,progress/2026-06-26-arct-declaration-conformite-commerce-electronique.md,gov-b
gov.legislate--statistics-legislation,https://amategeko.gov.bi/wp-content/uploads/2021/07/BOB_No5BIS-2021.pdf,Loi n°1/08 du 20/05/2021 portant modification de la loi n°1/17 du 25 septembre 2007 portant Organisation du Système Statistique au Burundi,Bulletin Officiel du Burundi,2021-05-20,1,baseline/2021-05-20-loi-1-08-organisation-systeme-statistique.md,gov-b
finance.new--mobilisation-of-non-state-finance,https://documents1.worldbank.org/curated/en/207441655916156350/pdf/Burundi-Digital-Foundations-Project.pdf,Burundi Digital Foundations Project,World Bank Group,2022-05-31,1,baseline/2022-05-31-world-bank-burundi-digital-foundations-project-pad.md,gov-b
finance.new--mobilisation-of-non-state-finance,https://setic.gov.bi/connectivite-numerique-haut-debit-4g-en-milieu-rural/,Connectivité numérique haut débit 4G en milieu rural,SETIC - Secrétariat Exécutif des Technologies de l'Information et de la Communication,2026-03-03,2,progress/2026-03-03-setic-pafen-lumitel-connectivite-4g-milieu-rural.md,gov-b
finance.new--mobilisation-of-non-state-finance,https://lerenouveau.bi/le-premier-ministre-burundais-recoit-en-audience-la-delegation-du-groupe-viettel/,Le Premier ministre burundais reçoit en audience la délégation du groupe Viettel,Le Renouveau du Burundi,2025-12-18,2,progress/2025-12-18-le-renouveau-premier-ministre-delegation-viettel.md,gov-b
include.access--citizen-feedback-portals,https://arct.gov.bi/sensibilisation-2/,Sensibilisation – ARCT,Agence de Régulation et de Contrôle des Télécommunications (ARCT),2024-01-01,baseline,baseline/2024-01-01-arct-burundi-sensibilisation-doleances-151.md,include-geopol
include.access--citizen-participation-in-policy,https://faolex.fao.org/docs/pdf/bur222007.pdf,LOI N°1/33 DU 28 NOVEMBRE 2014 PORTANT REVISION DE LA LOI N° 1/02 DU 25 JANVIER 2010 PORTANT ORGANISATION DE L’ADMINISTRATION COMMUNALE,"FAOLEX Database, FAO — texte de la Présidence de la République du Burundi",2014-11-28,baseline,baseline/2014-11-28-burundi-loi-1-33-organisation-administration-communale.md,include-geopol
include.access--gender-equity,https://www.brb.bi/sites/default/files/2025-09/ENIF_RAPPORT_FINAL%202025.pdf,"ENQUÊTE NATIONALE SUR L’INCLUSION FINANCIÈRE AU BURUNDI, édition 2024 (ENIF2024) — Rapport Final",Banque de la République du Burundi et ISTEEBU,2025-06-01,baseline,baseline/2025-06-01-burundi-enquete-nationale-inclusion-financiere-enif-2024.md,include-geopol
include.access--inclusion-of-persons-with-disabilities,https://docstore.ohchr.org/SelfServices/FilesHandler.ashx?enc=XmUu5cqWhvfVa5HNpBJSgf7PjgoA4USQO7Fa%2F6GiQVX6I7Gtbi3BPuqEBeb%2FKSroeOdrOGM%2B4R7EJggsYBIVzw%3D%3D,Rapport initial soumis par le Burundi en application de l’article 35 de la Convention (CRPD/C/BDI/1),Comité des droits des personnes handicapées des Nations Unies — rapport de l’État partie,2025-10-10,baseline,baseline/2025-10-10-burundi-rapport-initial-crpd-c-bdi-1.md,include-geopol
include.access--inclusion-of-refugees-and-idps,https://help.unhcr.org/burundi/asile/,Demander l’asile - UNHCR Burundi,HCR/UNHCR Burundi,2024-02-01,baseline,baseline/2024-02-01-unhcr-burundi-demander-asile-enregistrement-progres-bims.md,include-geopol
include.access--citizen-feedback-portals,https://abpinfo.bi/2026/02/03/presentation-du-rapport-des-activites-de-linstitution-de-lombudsman-pour-lannee-2025/,Présentation du rapport des activités de l’institution de l’ombudsman pour l’année 2025,Agence Burundaise de Presse (ABP),2026-02-03,progress,progress/2026-02-03-abp-rapport-ombudsman-2025-strategie-gestion-plaintes.md,include-geopol
include.access--citizen-feedback-portals,https://abpinfo.bi/2026/04/16/lancement-de-plateformes-digitales-pour-renforcer-la-lutte-contre-les-violences-basees-sur-le-genre/,Lancement de plateformes digitales pour renforcer la lutte contre les violences basées sur le genre,Agence Burundaise de Presse (ABP),2026-04-16,progress,progress/2026-04-16-abp-lancement-plateformes-digitales-vbg-burundi.md,include-geopol
