indicator_id,url,title,publisher,published,brief,staged_file,slice
dpi.exchange--interoperability-of-health-systems,https://www.fondation-merieux.org/en/latest/our-news/new-version-of-the-labbook-laboratory-data-management-system/,New version of the LabBook laboratory data management system!,Fondation Mérieux,2026-03-26,progress,progress/2026-03-26-labbook-3-6-dhis2.md,dpi
dpi.exchange--interoperability-of-health-systems,https://afro.who.int/sites/default/files/2026-08/AFR-RC76-INF-DOC-6%20Progress%20report%20on%20the%20Framework%20for%20integrating%20country%20and%20regional%20health%20data.pdf,Progress report on the Framework for integrating country and regional health data in the African Region: Regional Data Hub 2024-2030,WHO Regional Office for Africa,2026-03-27,progress,progress/2026-03-27-who-afro-regional-health-data-hub-progress.md,dpi
dpi.exchange--interoperability-of-education-systems,https://educmaster.bj/,Portail | EducMaster,République du Bénin - Ministères en charge de l'Éducation,2026-08-28,baseline,baseline/2026-08-28-educmaster-portail-sige.md,dpi
dpi.exchange--interoperability-of-education-systems,https://beninwebtv.bj/en/benin-the-baccalaureate-office-digitizes-requests-for-official-documents-via-an-online-platform/,Benin: the Baccalaureate Office digitizes requests for official documents via an online platform,BeninWebTV,2025-09-26,progress,progress/2025-09-26-bac-digitizes-online-platform.md,dpi
dpi.exchange--interoperability-of-education-systems,https://www.gouv.bj/article/3596/rentree-scolaire-universitaire-2026-2027-adopte-quinze-recommandations-annee-academique-reussie/,Rentrée scolaire et universitaire 2026-2027 : Le CNE adopte quinze recommandations pour une année académique réussie,Gouvernement de la République du Bénin,2026-07-21,progress,progress/2026-07-21-cne-quinze-recommandations-educmaster.md,dpi
dpi.exchange--interoperability-of-social-protection-systems,https://anip.bj/le-registre-social-unique-rsu-bientot-une-realite/,"Le Registre Social Unique (RSU), bientôt une réalité !",Agence Nationale d'Identification des Personnes (ANIP) / WURI-Bénin,2023-11-22,baseline,baseline/2023-11-22-anip-rsu-bientot-realite.md,dpi
dpi.exchange--interoperability-of-social-protection-systems,https://social.gouv.bj/actualite/actualites-du-ministere/lancement-du-programme-de-filets-de-protection-sociale-productifs-gbessoke,"Lancement du Programme de Filets de Protection Sociale Productifs ""GBESSOKÉ""",Ministère de la Famille et de l'Action Sociale,2025-10-18,progress,progress/2025-10-18-lancement-gbessoke-programme.md,dpi
dpi.exchange--interoperability-of-social-protection-systems,https://www.gouv.bj/article/3454/guichet-unique-declaration-naissances-benin-bond-spectaculaire-taux-enregistrement-mois/,Guichet unique de déclaration des naissances au Bénin : Un bond spectaculaire du taux d'enregistrement en six mois,Gouvernement de la République du Bénin,2026-02-25,progress,progress/2026-02-25-gouv-bj-guichet-unique-bilan-six-mois.md,dpi
dpi.id--national-maintenance-of-id-and-credentials-systems,https://sgg.gouv.bj/doc/decret-2018-206/download,"Décret N° 2018-206 du 06 juin 2018 portant attributions, organisation et fonctionnement de l'Agence Nationale d'Identification des personnes (ANIP)",Secrétariat général du Gouvernement du Bénin,2018-06-06,baseline,baseline/2018-06-06-decret-2018-206-anip-attributions.md,dpi
dpi.id--national-maintenance-of-id-and-credentials-systems,https://www.gouv.bj/article/3454/guichet-unique-declaration-naissances-benin-bond-spectaculaire-taux-enregistrement-mois/,Guichet unique de déclaration des naissances au Bénin : Un bond spectaculaire du taux d'enregistrement en six mois,Gouvernement de la République du Bénin,2026-02-25,progress,progress/2026-02-25-gouv-bj-guichet-unique-bilan-six-mois.md,dpi
dpi.id--digital-id-from-birth,https://sgg.gouv.bj/doc/loi-2020-34/download,Loi N° 2020-34 du 06 janvier 2021 portant dispositions spéciales de simplification et de gestion dématérialisée de l'enregistrement des faits d'état civil,Présidence de la République du Bénin,2021-01-06,baseline,baseline/2021-01-06-loi-2020-34-etat-civil-dematerialise.md,dpi
dpi.id--digital-id-from-birth,https://www.gouv.bj/article/3454/guichet-unique-declaration-naissances-benin-bond-spectaculaire-taux-enregistrement-mois/,Guichet unique de déclaration des naissances au Bénin : Un bond spectaculaire du taux d'enregistrement en six mois,Gouvernement de la République du Bénin,2026-02-25,progress,progress/2026-02-25-gouv-bj-guichet-unique-bilan-six-mois.md,dpi
dpi.id--interoperability-of-birth-registration-and-digital-id,https://sgg.gouv.bj/doc/loi-2020-34/download,Loi N° 2020-34 du 06 janvier 2021 portant dispositions spéciales de simplification et de gestion dématérialisée de l'enregistrement des faits d'état civil,Présidence de la République du Bénin,2021-01-06,baseline,baseline/2021-01-06-loi-2020-34-etat-civil-dematerialise.md,dpi
dpi.id--interoperability-of-birth-registration-and-digital-id,https://www.gouv.bj/article/3454/guichet-unique-declaration-naissances-benin-bond-spectaculaire-taux-enregistrement-mois/,Guichet unique de déclaration des naissances au Bénin : Un bond spectaculaire du taux d'enregistrement en six mois,Gouvernement de la République du Bénin,2026-02-25,progress,progress/2026-02-25-gouv-bj-guichet-unique-bilan-six-mois.md,dpi
dpi.id--interoperability-of-birth-registration-and-digital-id,https://lepotentiel.bj/2026/05/06/enrolement-au-rnpp-et-delivrance-des-actes-de-naissance-securises-au-benin-lanip-precise-les-nouvelles-directives/,Enrôlement au Rnpp et délivrance des actes de naissance sécurisés au Bénin : L'Anip précise les nouvelles directives,Le Potentiel,2026-05-06,progress,progress/2026-05-06-anip-rnpp-actes-naissance-securises.md,dpi
dpi.pay--b2b-and-b2g-functionality,https://www.gouv.bj/article/27/lancement-du-systeme-integre-de-gestion-des-taxes-et-assimiles-sigtas-par-le-ministre-de-leconomie-et-des-finances-monsieur-romuald-wadagni/,"Lancement du Système Intégré de Gestion des Taxes et Assimilés (SIGTAS) par le Ministre de l'Économie et des Finances, Monsieur Romuald WADAGNI",Gouvernement de la République du Bénin,2018-03-15,baseline,baseline/2018-03-15-lancement-sigtas-dgi.md,dpi
dpi.pay--b2b-and-b2g-functionality,https://www.bceao.int/sites/default/files/2026-08/Liste_des_participants_PI-SPI_au_31_juillet_2026.pdf,Liste des participants autorisés à ouvrir les services de PI-SPI au public (mise à jour du 31 juillet 2026),BCEAO,2026-07-31,progress,progress/2026-07-31-liste-participants-pi-spi-benin.md,dpi
dpi.pay--b2b-and-b2g-functionality,https://pispi.bceao.int/Actuali%C3%A9s/lancement-officiel-de-la-plateforme-interoperable-du-systeme-de-paiement-instantane-pi-0,Lancement officiel de la Plateforme Interopérable du Système de Paiement Instantané (PI-SPI) de l'UEMOA,BCEAO,2025-09-30,progress,baseline/2025-09-30-lancement-pi-spi-bceao.md,dpi
dpi.pay--cross-border-functionality,https://pispi.bceao.int/Actuali%C3%A9s/lancement-officiel-de-la-plateforme-interoperable-du-systeme-de-paiement-instantane-pi-0,Lancement officiel de la Plateforme Interopérable du Système de Paiement Instantané (PI-SPI) de l'UEMOA,BCEAO,2025-09-30,baseline,baseline/2025-09-30-lancement-pi-spi-bceao.md,dpi
dpi.pay--cross-border-functionality,https://www.moov-africa.bj/pi-spi/,PI SPI - Moov Africa Bénin,Moov Africa Bénin,2026-03-01,progress,progress/2026-03-01-moov-africa-pi-spi-service.md,dpi
dpi.pay--cross-border-functionality,https://bceao.int/fr/communique-presse/connexion-la-plateforme-interoperable-du-systeme-de-paiement-instantane-pi-spi-de,Connexion à la Plateforme Interopérable du Système de Paiement Instantané (PI-SPI) de l'Union Economique et Monétaire Ouest Africaine,BCEAO,2026-04-02,progress,progress/2026-04-02-bceao-connexion-pi-spi.md,dpi
dpi.registry--address-register,https://sgg.gouv.bj/cm/2026-04-22/,Compte rendu du Conseil des Ministres du 22 avril 2026,Secrétariat général du Gouvernement du Bénin,2026-04-22,baseline,baseline/2026-04-22-conseil-ministres-adressage.md,dpi
dpi.registry--address-register,https://fr.linkedin.com/posts/ministere-cadre-vie-transports-ddurable_adressage-des-voies-et-des-portes-au-b%C3%A9nin-activity-7465035010115293184-I-KB,Adressage des voies et des portes au Bénin: vers une stratégie nationale harmonisée,"Ministère du Cadre de Vie et des Transports, en charge du Développement Durable",2026-05-26,progress,progress/2026-05-26-adressage-strategie-nationale-harmonisee.md,dpi
dpi.registry--tax-register,https://sgg.gouv.bj/doc/decret-2017-215/download,Décret N° 2017-215 du 10 avril 2017 fixant les modalités d'application de l'article 21 de la loi n°2016-33 du 26 décembre 2016 portant loi de finances pour la gestion 2017 instituant l'Identifiant Fiscal Unique (IFU),Secrétariat général du Gouvernement du Bénin,2017-04-10,baseline,baseline/2017-04-10-decret-2017-215-ifu.md,dpi
dpi.registry--tax-register,https://leconomistebenin.bj/dgi-dematerialisation-de-differents-documents-fiscaux/,DGI: Dématérialisation de différents documents fiscaux,Léconomiste du Bénin,2025-08-06,progress,progress/2025-08-06-dgi-dematerialisation-documents-fiscaux.md,dpi
dpi.registry--tax-register,https://api.impots.bj/media/68fa7fde68130_LE-MESSAGER-DES-IMPOTS-N%C2%B047.pdf,Le Messager des Impôts N°47,Direction Générale des Impôts du Bénin,2025-09-01,progress,progress/2025-09-01-messager-impots-47-convergence-plateformes.md,dpi
dpi.mis--land,https://www.gouv.bj/article/2124/cadastre-national-benin-gouvernement-mobilise-partenaires-techniques-financiers-generalisation/,Cadastre national du Bénin : Le Gouvernement mobilise les Partenaires techniques et financiers pour sa généralisation,Gouvernement de la République du Bénin,2023-02-10,baseline,baseline/2023-02-10-cadastre-national-mobilisation-ptf.md,dpi
dpi.mis--land,https://agri-impact.bj/2026/03/19/gouvernance-fonciere-bembereke-lance-les-premiers-ateliers-du-programme-terra-benin/,GOUVERNANCE FONCIÈRE : Bembèrèkè lance les premiers ateliers du programme Terra Bénin,Agri Impact,2026-03-19,progress,progress/2026-03-19-bembereke-ateliers-terra-benin.md,dpi
digital.localgov--ict-infrastructure-for-local-government,https://numerique.gouv.bj/publications/actualites/la-plateforme-e-communes-officiellement-lancee,La plateforme e-communes officiellement lancée,Portail du Numérique - Bénin (Ministère du Numérique et de la Digitalisation),2025-10-02,baseline,baseline/2025-10-02-numerique-gouv-bj-e-communes-lancement.md,digital+tech+capacity
digital.localgov--ict-infrastructure-for-local-government,https://lemondelocal.bj/bante-le-maire-daniel-fatchehoun-et-lasin-posent-les-jalons-dune-administration-communale-moderne-et-connectee/,Bantè : Le maire Daniel Fatchehoun et l'ASIN posent les jalons d'une administration communale moderne et connectée,Le Monde Local,2026-07-18,progress,progress/2026-07-18-lemondelocal-bante-mairie-connectee.md,digital+tech+capacity
digital.localgov--digitalisation-of-local-government-records,https://sgg.gouv.bj/doc/decret-2018-471/download,Décret n°2018-471 du 10 octobre 2018 définissant les modalités et le fonctionnement du cadre administratif de réalisation de l'enregistrement à titre dérogatoire à l'état civil et fixant les règles relatives à la dématérialisation des actes,"Secrétariat général du Gouvernement, République du Bénin",2018-10-10,baseline,baseline/2018-10-10-sgg-decret-2018-471-dematerialisation-etat-civil.md,digital+tech+capacity
digital.localgov--digitalisation-of-local-government-records,https://www.gouv.bj/article/3454/guichet-unique-declaration-naissances-benin-bond-spectaculaire-taux-enregistrement-mois/,Guichet unique de déclaration des naissances au Bénin : Un bond spectaculaire du taux d'enregistrement en six mois,Gouvernement de la République du Bénin,2026-02-25,progress,progress/2026-02-25-gouv-bj-guichet-unique-bilan-six-mois.md,digital+tech+capacity
digital.localgov--digitalisation-of-local-government-records,https://www.gouv.bj/article/3207/elections-generales-2026-benin-plateformes-numeriques-anip-coeur-echange-avec-acteurs-politiques-sociaux/,Élections générales de 2026 au Bénin : La LEI et les plateformes numériques de l'ANIP au cœur d'un échange avec les acteurs politiques et sociaux,Gouvernement de la République du Bénin,2025-08-18,progress,progress/2025-08-18-gouv-bj-elections-2026-plateformes-anip.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-health-clinics,https://www.instad.bj/images/docs/insae-publications/annuelles/AS-INSAE/Archive/Annee_2019/Annuaire_Statistique_Sant%C3%A9_2019.pdf,Annuaire des statistiques sanitaires 2019,"Ministère de la Santé du Bénin (SNIGS-MS), hébergé par l'INStaD",2020-03-01,baseline,baseline/2020-03-01-instad-annuaire-statistiques-sanitaires-2019.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-health-clinics,https://lanouvelletribune.info/2025/11/telemedecine-et-donnees-le-numerique-au-coeur-de-la-nouvelle-proximite-sanitaire/,Télémédecine et données : le numérique au cœur de la nouvelle proximité sanitaire,La Nouvelle Tribune,2025-11-21,progress,progress/2025-11-21-lanouvelletribune-telemedecine-alafia.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-health-clinics,https://www.afro.who.int/countries/benin/photo-story/digitalization-mosquito-net-distribution-campaign-strengthens-equity,Digitalization of mosquito net distribution campaign strengthens equity in Benin,"World Health Organization, Regional Office for Africa",2026-04-25,progress,progress/2026-04-25-who-afro-digitalization-mosquito-net-campaign.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-primary-schools,https://www.gouv.bj/article/408/numerique-et-enseignement-la-ministre-aurelie-adam-soule-zoumarou-lance-depuis-nikki-les-classes-numeriques-dans-douze-ecoles-primaires/,Numérique et Enseignement : La ministre Aurelie ADAM SOULE ZOUMAROU lance depuis Nikki les classes numériques dans douze écoles primaires,Gouvernement de la République du Bénin,2019-11-11,baseline,baseline/2019-11-11-gouv-bj-classes-numeriques-ecoles-primaires-nikki.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-primary-schools,https://journaldubenin.com/benin-formation-informatique-instituteurs-nord-memp-maflyt/,Bénin : Lancement d'une vaste formation informatique pour les enseignants du Nord,Journal du Bénin,2026-07-01,progress,progress/2026-07-01-journaldubenin-formation-informatique-nord.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-registry-offices,https://sgg.gouv.bj/doc/decret-2018-471/download,Décret n°2018-471 du 10 octobre 2018 définissant les modalités et le fonctionnement du cadre administratif de réalisation de l'enregistrement à titre dérogatoire à l'état civil et fixant les règles relatives à la dématérialisation des actes,"Secrétariat général du Gouvernement, République du Bénin",2018-10-10,baseline,baseline/2018-10-10-sgg-decret-2018-471-dematerialisation-etat-civil.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-registry-offices,https://www.gouv.bj/article/3454/guichet-unique-declaration-naissances-benin-bond-spectaculaire-taux-enregistrement-mois/,Guichet unique de déclaration des naissances au Bénin : Un bond spectaculaire du taux d'enregistrement en six mois,Gouvernement de la République du Bénin,2026-02-25,progress,progress/2026-02-25-gouv-bj-guichet-unique-bilan-six-mois.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-police-stations,https://www.dgpr.bj/le-systeme-dinformation-des-polices-dafrique-de-louest-sipao-setend-au-secteur-de-la-ville-de-parakou/,Le système d'information des polices d'Afrique de l'Ouest (SIPAO) s'étend au secteur de la ville de Parakou,Direction Générale de la Police Républicaine (Bénin),2019-03-22,baseline,baseline/2019-03-22-dgpr-sipao-extension-parakou.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-police-stations,https://www.dgpr.bj/mise-en-exploitation-du-fichier-automatise-des-empreintes-biometriques-la-credibilite-du-systeme-denquete-policiere-et-judiciaire-au-coeur-des-enjeux/,Mise en exploitation du fichier automatisé des empreintes biométriques : La crédibilité du système d'enquête policière et judiciaire au cœur des enjeux,Direction Générale de la Police Républicaine (Bénin),2025-10-01,progress,progress/2025-10-01-dgpr-afis-mise-en-exploitation.md,digital+tech+capacity
digital.rural--digitalisation-of-rural-police-stations,https://www.dgpr.bj/techniques-de-protection-des-informations-sensibles-de-letat-lagence-des-systemes-dinformation-et-du-numerique-asin-et-direction-des-systemes-dinformation-et-de/,Techniques de protection des informations sensibles de l'État : L'Agence des Systèmes d'Information et du Numérique (ASIN) et Direction des Systèmes d'Information et de Communication de la Police républicaine outillent 300 fonctionnaires de Police,Direction Générale de la Police Républicaine (Bénin),2026-07-08,progress,progress/2026-07-08-dgpr-asin-formation-300-policiers.md,digital+tech+capacity
tech.innovate--tech-startup-ecosystem,https://sgg.gouv.bj/doc/decret-2023-095/,"Décret N° 2023-095 du 22 mars 2023 portant modalités d'octroi du label start-up aux micro, petites et moyennes entreprises et les droits et obligations y relatifs","Secrétariat général du Gouvernement, République du Bénin",2023-03-22,baseline,baseline/2023-03-22-sgg-decret-2023-095-label-startup.md,digital+tech+capacity
tech.innovate--tech-startup-ecosystem,https://www.spironet.com/news/spiro-raises-50-million-as-demand-surges-across-africa,Spiro Raises $50 Million as Demand for Its Battery Swapping Infrastructure and Electric Vehicles Surges Across Africa,Spiro,2026-08-20,progress,progress/2026-08-20-spironet-spiro-raises-50-million.md,digital+tech+capacity
tech.innovate--tech-startup-ecosystem,https://www.biic-bank.com/fr/actualite/lancement-operationnel-du-fonds-dappui-a-lentrepreneuriat-pour-accompagner-et-financer-des-start-ups-labellisees.html,Lancement opérationnel du Fonds d'Appui à l'Entrepreneuriat pour accompagner et financer des start-ups labellisées,Banque Internationale pour l'Industrie et le Commerce (BIIC),2025-10-02,progress,progress/2025-10-02-biic-bank-faen-lancement-operationnel.md,digital+tech+capacity
capacity.literacy--digital-literacy-general-population,https://numerique.gouv.bj/publications/actualites/developpement-des-competences-numeriques-le-gouvernement-du-benin-et-l-alliance-smart-africa-lancent-l-initiative-sada-au-benin,Développement des compétences numériques : le Gouvernement du Bénin et l'alliance Smart Africa lancent l'initiative SADA au Bénin,Portail du Numérique - Bénin (Ministère du Numérique et de la Digitalisation),2022-09-08,baseline,baseline/2022-09-08-numerique-gouv-bj-sada-benin-lancement.md,digital+tech+capacity
capacity.literacy--digital-literacy-general-population,https://emmaus-connect.org/2025/10/projets-benin-inclusion-numerique/,"Au Bénin, Emmaüs Connect met en place trois projets innovants d'inclusion numérique",Emmaüs Connect,2025-10-06,progress,progress/2025-10-06-emmaus-connect-inclusion-numerique-benin.md,digital+tech+capacity
capacity.literacy--digital-literacy-general-population,https://cdn.luxdev.lu/cdn/ff/pIogwx7JS30Ci-4FQUd9x69YvydBFwSlB9oWN4-zXrM/1776926638/public/upload/media/document/2026-04/11_BEN006_Re%CC%81sume%CC%81%20Exe%CC%81cutif_Evaluation%20interme%CC%81diaire_Benin_2026.pdf,Rapport d'évaluation intermédiaire du programme BEN/006 – Développement digital (BeDigital) : Résumé exécutif,"LuxDev (Agence luxembourgeoise pour la Coopération au développement), évaluation indépendante préparée par Artemis",2026-02-01,progress,progress/2026-02-01-luxdev-bedigital-evaluation-intermediaire.md,digital+tech+capacity
capacity.training--graduates-entering-dt-ecosystem,https://sgg.gouv.bj/doc/decret-2020-492/download,Décret n°2020-492 du 07 octobre 2020 portant création et approbation des statuts de l'Ecole des Métiers du Numérique,"Secrétariat général du Gouvernement, République du Bénin",2020-10-07,baseline,baseline/2020-10-07-sgg-decret-2020-492-ecole-metiers-numerique.md,digital+tech+capacity
capacity.training--graduates-entering-dt-ecosystem,https://leconomistebenin.bj/tita-digital-skills-2eme-cohorte-2025-mtn-benin-propulse-60-jeunes-sur-le-marche-du-numerique/,Tita Digital Skills/2ème cohorte 2025: MTN Bénin propulse 60 jeunes sur le marché du numérique,L'Économiste du Bénin,2025-08-08,progress,progress/2025-08-08-leconomistebenin-tita-digital-skills-2eme-cohorte.md,digital+tech+capacity
capacity.training--graduates-entering-dt-ecosystem,https://cadreco.media/entreprises/2026/mtn-benin-celebre-une-generation-et-lance-la-releve-fin-de-parcours-pour-la-3-cohorte-du-yello-graduate-programme,MTN Bénin célèbre une génération et lance la relève : Fin de parcours pour la 3ᵉ cohorte du Y'ello Graduate Program,CADRECO,2026-01-26,progress,progress/2026-01-26-cadreco-mtn-yello-graduate-3e-cohorte.md,digital+tech+capacity
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,https://innovation.gouv.bj/publications/documents/strategie-nationale-d-intelligence-artificielle-et-des-megadonnees-2023-2027,Stratégie Nationale d'Intelligence Artificielle et des Mégadonnées 2023-2027,Portail du Numérique - Bénin (Ministère du Numérique et de la Digitalisation),2023-02-16,baseline,baseline/2023-02-16-innovation-gouv-bj-sniam-strategie-nationale-ia.md,digital+tech+capacity
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,https://lanation.bj/numerique/intelligence-artificielle-luac-adopte-une-strategie-un-cadre-ethique-et-une-charte-dusage,"Intelligence artificielle : l'Uac adopte une stratégie, un cadre éthique et une charte d'usage",La Nation Bénin,2026-07-16,progress,progress/2026-07-16-lanation-uac-strategie-ia-cadre-ethique.md,digital+tech+capacity
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,https://www.iidia.org/benin-launches-i-love-my-language-a-citizen-innovation-for-a-digital-future-that-speaks-our-languages/,"Benin launches ""I love my language"": a citizen innovation for a digital future that speaks our languages",Institute for Inclusive Digital Africa (IIDiA),2025-11-10,progress,progress/2025-11-10-iidia-jaime-ma-langue-lancement.md,digital+tech+capacity
include.access--citizen-feedback-portals,https://service-public.bj/,Portail National des services publics du Bénin,Gouvernement de la République du Bénin,2025-01-01,baseline,baseline/2025-01-01-service-public-bj-portail-national.md,inclusion+data+geopol
include.access--citizen-feedback-portals,https://www.gouv.bj/article/3436/,229 Cadre de vie : Le Gouvernement met en place une plateforme nationale pour renforcer la participation citoyenne et la préservation du cadre de vie,Gouvernement de la République du Bénin,2026-02-03,progress,progress/2026-02-03-gouv-bj-229-cadre-de-vie.md,inclusion+data+geopol
include.access--citizen-feedback-portals,https://www.dgpr.bj/inauguration-du-centre-dappel-de-la-police-republicaine-et-lancement-de-la-ligne-dappel-gratuit-117/,Inauguration du centre d'appel de la Police républicaine et lancement du numéro d'appel gratuit 117,Direction Générale de la Police Républicaine,2025-11-07,progress,progress/2025-11-07-dgpr-bj-numero-117.md,inclusion+data+geopol
include.access--citizen-participation-in-policy,https://sgg.gouv.bj/doc/loi-1997-029/download,Loi N° 97-029 du 15 janvier 1999 portant organisation des communes en République du Bénin,Secrétariat général du Gouvernement du Bénin,1999-01-15,baseline,baseline/1999-01-15-sgg-gouv-bj-loi-97-029-communes.md,inclusion+data+geopol
include.access--citizen-participation-in-policy,https://budgetbenin.bj/la-feuille-de-route-du-processus-de-cocreation-du-premier-plan-daction-national-de-mise-en-oeuvre-du-partenariat-pour-un-gouvernement-ouvert-au-benin/,La Feuille de route du processus de cocréation du premier Plan d'Action National de mise en œuvre du Partenariat pour un Gouvernement Ouvert au Bénin,Direction Générale du Budget - Bénin,2026-08-14,progress,progress/2026-08-14-budgetbenin-bj-feuille-de-route-cocreation-pan.md,inclusion+data+geopol
include.access--citizen-participation-in-policy,https://www.gouv.bj/article/3542/resultats-enquete-budget-ouvert-2025-benin-distingue-devient-modele-reference-afrique-subsaharienne-dans-monde/,"Résultats de l'Enquête sur le Budget Ouvert (OBS), 2025 : Le Bénin se distingue et devient un modèle de référence en Afrique Subsaharienne et dans le monde",Gouvernement de la République du Bénin,2026-06-18,progress,progress/2026-06-18-gouv-bj-open-budget-survey-2025.md,inclusion+data+geopol
include.access--gender-equity,https://sgg.gouv.bj/doc/decret-2013-51/download,"Décret N° 2013-51 du 11 février 2013 portant création, attributions, organisation et fonctionnement du Conseil National de Promotion de l'Equité et de l'Egalité du Genre",Présidence de la République du Bénin,2013-02-11,baseline,baseline/2013-02-11-sgg-gouv-bj-decret-2013-51-cnpeeg.md,inclusion+data+geopol
include.access--gender-equity,https://sgg.gouv.bj/cm/2026-06-03/,Compte rendu du Conseil des Ministres du 03 juin 2026,Secrétariat général du Gouvernement du Bénin,2026-06-03,progress,progress/2026-06-03-sgg-gouv-bj-conseil-ministres-gratuite-scolarite-filles.md,inclusion+data+geopol
include.access--gender-equity,https://pmepe.gouv.bj/article/81/projet-developpement-entrepreneuriat-feminin-acces-financement-wedaf,Projet de développement de l'entrepreneuriat féminin et accès au financement (WEDAF),Ministère des Petites et Moyennes Entreprises et de la Promotion de l'Emploi du Bénin,2025-11-26,progress,progress/2025-11-26-pmepe-gouv-bj-wedaf.md,inclusion+data+geopol
include.access--inclusion-of-persons-with-disabilities,https://sgg.gouv.bj/doc/loi-2017-06/download,Loi N° 2017-06 du 29 septembre 2017 portant protection et promotion des droits des personnes handicapées en République du Bénin,Présidence de la République du Bénin,2017-09-29,baseline,baseline/2017-09-29-sgg-gouv-bj-loi-2017-06-handicap.md,inclusion+data+geopol
include.access--inclusion-of-persons-with-disabilities,https://www.gouv.bj/article/3393/inclusion-sociale-benin-etat-renforce-actions-faveur-personnes-handicapees/,Inclusion sociale au Bénin : L'État renforce ses actions en faveur des personnes handicapées,Gouvernement de la République du Bénin,2025-12-22,progress,progress/2025-12-22-gouv-bj-inclusion-sociale-personnes-handicapees.md,inclusion+data+geopol
include.access--inclusion-of-persons-with-disabilities,https://anpe.bj/prics-lanpe-et-handicap-international-definissent-les-parametres-dune-plateforme-de-ciblage/,PRICS : l'AnpE et Handicap International définissent les paramètres d'une plateforme de ciblage,Agence nationale pour l'Emploi du Bénin (AnpE),2026-01-27,progress,progress/2026-01-27-anpe-bj-prics-plateforme-ciblage.md,inclusion+data+geopol
include.access--inclusion-of-refugees-and-idps,https://sgg.gouv.bj/doc/loi-2022-31/,Loi N° 2022-31 du 20 décembre 2022 portant statut des réfugiés et des apatrides en République du Bénin,Secrétariat général du Gouvernement du Bénin,2022-12-20,baseline,baseline/2022-12-20-sgg-gouv-bj-loi-2022-31-statut-refugies.md,inclusion+data+geopol
include.access--inclusion-of-refugees-and-idps,https://www.worldbank.org/en/news/press-release/2026/06/25/world-bank-scales-up-support-to-boost-jobs-and-resilience-in-northern-gulf-of-guinea,World Bank Scales Up Support to Boost Jobs and Resilience in Northern Gulf of Guinea,World Bank Group,2026-06-25,progress,progress/2026-06-25-worldbank-org-coso-scale-up.md,inclusion+data+geopol
include.access--inclusion-of-refugees-and-idps,https://un-dco.org/stories/refugees-and-communities-stand-together-benin,Refugees and Communities Stand Together in Benin,United Nations DCO,2026-08-05,progress,progress/2026-08-05-un-dco-org-refugees-communities-benin.md,inclusion+data+geopol
data.statistics--national-strategy-for-development-of-statistics,https://instad.bj/images/docs/cns/programme-SNDS/SNDS-3%20VF.pdf,Stratégie Nationale de Développement de la Statistique (SNDS-3) 2020-2023,Ministère d'Etat chargé du Plan et du Développement / INSAE,2020-04-22,baseline,baseline/2020-04-22-instad-bj-snds-3.md,inclusion+data+geopol
data.statistics--national-strategy-for-development-of-statistics,https://www.paris21.org/sites/default/files/media/document/2026-02/nsds_summary_table_2026.pdf,NSDS Status of Countries: Progress report as of January 2026,PARIS21,2026-02-01,progress,progress/2026-02-01-paris21-org-nsds-status-2026.md,inclusion+data+geopol
data.statistics--national-strategy-for-development-of-statistics,https://sgg.gouv.bj/cm/2026-05-13/,Compte rendu du Conseil des Ministres du 13 mai 2026,Secrétariat général du Gouvernement du Bénin,2026-05-13,progress,progress/2026-05-13-sgg-gouv-bj-conseil-ministres-pnd-2026-2035.md,inclusion+data+geopol
data.statistics--censuses-and-surveys,https://instad.bj/images/docs/insae-statistiques/enquetes-recensements/RGPH/1.RGPH_4/Indicateurs-et-Projetcions/R%C3%A9sultats%20d%C3%A9finitifs%20RGPH4.pdf,RGPH4 : Que retenir des effectifs de population en 2013 ? — Résultats définitifs du quatrième Recensement Général de la Population et de l'Habitation,Institut National de la Statistique et de l'Analyse Economique (INSAE),2015-06-01,baseline,baseline/2015-06-01-instad-bj-rgph4-resultats-definitifs.md,inclusion+data+geopol
data.statistics--censuses-and-surveys,https://www.instad.bj/actualites/790-document-des-principaux-indicateurs-ehcvm2,Document des principaux indicateurs EHCVM2,Institut National de la Statistique et de la Démographie (INStaD),2026-01-22,progress,progress/2026-01-22-instad-bj-ehcvm2-indicateurs.md,inclusion+data+geopol
data.statistics--censuses-and-surveys,https://www.instad.bj/actualites/804-tableaux-de-synthese-de-la-premiere-edition-de-l-enquete-nationale-budget-temps-enbt1-2023,Tableaux de synthèse de la première édition de l'Enquête Nationale Budget Temps (ENBT1-2023),Institut National de la Statistique et de la Démographie (INStaD),2026-03-31,progress,progress/2026-03-31-instad-bj-enbt1-2023-tableaux.md,inclusion+data+geopol
