row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
GIN-tech.ai-rwanda,GIN,tech.ai,Artificial intelligence and the technology sector,instrument,Guinea-Rwanda cooperation in AI and e-health,Planned,2026-07-20,Areas identified at a Conakry meeting on 20 July 2026; nothing signed,,,,Advanced,Cooperation limited to public-finance digitisation,"AI, e-health, e-commerce and electronic invoicing identified for exploration",2026-07-21-guinee-rwanda-explorent-nouveaux-projets-e-sante-ia,,
GIN-tech.ai-strategy,GIN,tech.ai,Artificial intelligence and the technology sector,instrument,National AI strategy,Not held,2026-07-09,"No strategy document on file; probed 2026-08-09 and a national AI roadmap is named in open sources, unheld",,,,Baseline not held,Not held,Not held,2026-07-09-wearetech-six-francophone-ai-governance-framework,2026-08-09,
GIN-tech.ai-framework,GIN,tech.ai,Artificial intelligence and the technology sector,instrument,Six-country Francophone West African AI governance framework,Enacted,2026-07-06,Adopted and announced 6 July 2026; submitted to the UN Global AI Dialogue,,,,Advanced,Did not exist,"Adopted by Benin, Burkina Faso, Cote d'Ivoire, Guinea, Mali and Senegal",2026-07-09-wearetech-six-francophone-ai-governance-framework,,
GIN-tech.industry-cauridor,GIN,tech.industry,Artificial intelligence and the technology sector,instrument,Cauridor cross-border payments infrastructure,Implemented,2026-04-14,Appointed a chief operating officer; operating in 36 countries,,,,Baseline not held,Baseline not held,"Guinea-founded, operating in 36 countries (2026-04)",2026-04-14-techcabal-cauridor-appoints-coo,,
GIN-tech.innovate-none,GIN,tech.innovate,Artificial intelligence and the technology sector,instrument,Startup act or innovation-financing instrument,Not held,,No instrument on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-geopol.usa-rcn,GIN,geopol.usa,Artificial intelligence and the technology sector,instrument,Taxation of United States digital-service providers,"Enacted, six-month transition before enforcement",2026-05-21,"Decree of 21 May 2026 brings streaming, cloud, SaaS, advertising and e-commerce into charge",,,,Advanced,Did not exist,"In charge, with a 90-day requirement to appoint a local representative",2026-05-26-ecofin-guinea-3pct-tax-foreign-digital-services,,
GIN-geopol.china-none,GIN,geopol.china,Artificial intelligence and the technology sector,instrument,Chinese digital investment in Guinea,Not held,,No Guinea-specific source on file; the base holds one continental study only,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-geopol.eu-medusa,GIN,geopol.eu,Governance and regulation,instrument,European co-financed cable connection (MEDUSA),In development,2026-05-06,"Construction and maintenance agreement signed, May 2026",,,,Advanced,Did not exist,C&MA signed on a Mediterranean-anchored system,2026-05-06-mediaguinee-medusa-africa-second-submarine-cable-cma,,
GIN-geopol.india-none,GIN,geopol.india,Artificial intelligence and the technology sector,instrument,Indian digital cooperation with Guinea,Not held,,No source on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-geopol.gulf-none,GIN,geopol.gulf,Artificial intelligence and the technology sector,instrument,Gulf-state digital investment in Guinea,Not held,,No source on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-capacity.literacy-none,GIN,capacity.literacy,Inclusion and capacity,instrument,Digital literacy programme or measurement,Not held,,No source on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-capacity.training-holberton,GIN,capacity.training,Inclusion and capacity,instrument,Holberton Guinee software-engineering campus,Implemented,2026-07-16,Conakry campus launched 16 July 2026,,,,Advanced,Did not exist,Operating,2026-07-17-holberton-guinee-launch,,
GIN-capacity.training-trained,GIN,capacity.training,Inclusion and capacity,measure,People trained in digital skills,,2026-01-14,"10,000+ reported in the 2025 sector review",,,,Baseline not held,Baseline not held,"10,000+ trained, ministry-reported (2026-01)","2026-01-14 Guinea Reviews 2025 Digital Sector Gains, Targets Faster Rollout in 2026",,
GIN-capacity.research-none,GIN,capacity.research,Inclusion and capacity,instrument,Public research programme in digital or data science,Not held,,No source on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-digital.rural-none,GIN,digital.rural,Digital public infrastructure,instrument,Rural digital-services programme,Not held,,No dedicated source on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-digital.localgov-oeil,GIN,digital.localgov,Digital public infrastructure,instrument,Prefectural treasury connection to central systems,Piloting,2026-07-25,Training under Oeil du Tresor begun in five prefectures of Guinee forestiere,,,,Advanced,No prefectural connection on record,"Yomou, Lola, Beyla, Macenta and N'Zerekore in training",2026-07-25-mediaguinee-oeil-du-tresor,,
GIN-data.statistics-rgph4,GIN,data.statistics,Digital public infrastructure,instrument,RGPH-4 population census,Implemented,2026-04-25,"Population of 17,521,167 carried into the electoral file",,,,Baseline not held,Baseline not held,"Population 17,521,167",2026-04-25-mediaguinee-fichier-electoral-7m-elections-couplees,,
GIN-data.open-none,GIN,data.open,Governance and regulation,instrument,Open government data portal,Not held,,No portal or open-data policy on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-data.satellite-none,GIN,data.satellite,Digital public infrastructure,instrument,Earth-observation or satellite data programme,Not held,,No source on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
GIN-finance.new-tracked,GIN,finance.new,Finance,measure,Tracked non-state digital-transformation finance,,2026-08-06,Wiki compilation of deal records held in raw/,,,,Baseline not held,Baseline not held,"US$543m across 5 deals, 2023-2025 (as of 2026-08-06)",2024-01-01-miga-gin-orange-guinea-2024-orange-guinea-telecoms-operator-guarantee-sonatel,,"The wiki's own aggregate from its Financing block, not a published figure; it carries no source URL of its own."
GIN-finance.new-wardip,GIN,finance.new,Finance,instrument,WARDIP-Guinea (Digital Transformation for Africa),Implemented,2026-07-27,IDA Credit No. 74440GN; RETSSM rescue consultancy tendered 27 July 2026,,,,Advanced,Under implementation; payments-law and Conseil National de Paiement workstreams at terms-of-reference stage,"Under implementation; US$60m credit, RETSSM rescue tendered",2026-07-27-guinee-ami-it-wardip-3-termes-de-reference,,
GIN-finance.mou-visa,GIN,finance.mou,Finance,instrument,Visa-Guinea central bank memorandum,Planned,2026-04-12,Talks opened with the Finance Ministry toward a central-bank memorandum,,,,Advanced,Did not exist,In discussion; nothing signed on record,2026-04-12-techreviewafrica-visa-engages-guinea-digital-payments,,
GIN-finance.budget-none,GIN,finance.budget,Finance,instrument,Domestic budget appropriation for digital transformation,Not held,,No budget document or appropriation line on file,,,,Baseline not held,Not held,Not held,,2026-08-09,
