row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
SEN-dpi.govtech-regulator-digital-platforms,SEN,dpi.govtech,Digital public infrastructure,instrument,Regulator digital platforms,Implemented,2026-01-28,Eight platforms deployed by the telecommunications regulator,,,,Advanced,Did not exist,"Eight platforms live, including a national digital-infrastructure map and a tariff platform",2026-01-28-techafricanews-artp-digital-tools,,sovereignty-framed modernisation; no usage or publication figures are held
SEN-dpi.pay-share-regional-mobile-money,SEN,dpi.pay,Digital public infrastructure,measure,Share of regional mobile-money transaction volume,,2024-12-31,The central bank's 2024 annual report on digital financial services,,,2023-12-31,Advanced,22.7% of union transaction volume (2023),"24.1% of union volume, the largest share, and 30.2% of transaction value, with the union's highest volume growth",2026-01-01-bceao-services-financiers-numeriques-uemoa-2024,,both ends come from the same source's own series rather than from wiki movement; eleven electronic-money issuers operate in Senegal
SEN-dpi.pay-levy-mobile-money-transfers,SEN,dpi.pay,Digital public infrastructure,instrument,Levy on mobile-money transfers,Planned,2025-12-08,Proposed under a recovery plan to raise about FCFA 220bn over three years,,,,Baseline not held,,"Proposed and contested, with an industry body recommending it be dropped; no adoption, withdrawal or enactment on file at 2026-08-06",2025-12-08 GSMA maps the reforms required for Senegal's digital takeoff,,"both sources post-date the window's start, so the wiki cannot say what the proposal's position was in August 2025"
SEN-dpi.pay-digital-payment-share-dakar,SEN,dpi.pay,Digital public infrastructure,measure,Digital payment share on the Dakar rapid-transit network,,2026-07-15,A super-app integrated into the network for ticketing and top-ups,,,,Advanced,"10% of payments digital, the prior figure undated in the source",39% of payments digital (2026-07),2026-07-15-wearetech-sonatel-maxit-brt,,"the prior figure carries no date; the network runs up to 300,000 passengers a day"
SEN-dpi.mis-digital-health-bill,SEN,dpi.mis,Digital public infrastructure,instrument,Digital-health bill,Planned,2026-07-23,A civil-society call for adoption at a restitution day 2026-07-23,,,,Baseline not held,,"Unadopted; status, sponsor and text not stated",2026-07-24-coeur-rose-diourbel-loi-sante-digitale,,the ministry has begun building a single patient record accessible to certified structures ahead of the law meant to govern confidentiality and transfer
SEN-dpi.mis-mortality-cause-death-analysis,SEN,dpi.mis,Digital public infrastructure,instrument,Mortality and cause-of-death analysis tool,Piloting,2026-07-21,A health-ministry training workshop held on 20 and 21 July 2026,,,,Advanced,Did not exist,"Training delivered; the tool assesses mortality data coded to international classifications and disaggregates by age, sex, territory and cause",2026-07-24-lesoleil-anacod3-donnees-mortalite,,cause-of-death quality worked on inside the health information system rather than through the civil register
SEN-data.statistics-inclusive-data-initiative-second,SEN,data.statistics,Digital public infrastructure,instrument,Inclusive-data initiative second phase,Implemented,2026-07-01,The national statistics agency hosted the first second-phase peer exchange in Dakar,,,,Advanced,Did not exist,"The second phase opened, widening from three countries to five",2026-07-01-gpsdd-midn-dakar-peer-exchange,,a month-precision date; the exchange's exact dates are not published
SEN-digital.rural-rural-digital-data-capture,SEN,digital.rural,Digital public infrastructure,instrument,Rural digital data capture,Not held,,,,,,,,,,,"the subject's only substantive holding is the satellite-kit connectivity programme, which belongs to the connectivity section; nothing on rural enumeration, agricultural census digitisation or field-level capture"
SEN-data.satellite-use-satellite-data-public,SEN,data.satellite,Digital public infrastructure,instrument,Use of satellite data in public administration,Not held,,,,,,,,,,,"the four sources carrying the subject are all about satellite internet access, not about satellite-derived data feeding an official statistic, cadastre or crop estimate"
SEN-digital.localgov-commune-level-systems-other,SEN,digital.localgov,Digital public infrastructure,instrument,Commune-level systems other than civil status,Not held,,,,,,,,,,,"the subject's four sources are all civil-registration items already carried as registry objects; nothing on municipal financial management, local revenue platforms or commune open data"
SEN-tech.ai-ai-ethics-committee,SEN,tech.ai,Artificial intelligence and the technology sector,instrument,National AI ethics committee,Planned,2026-07-26,A readiness assessment records an ethics committee as planned,,,,Baseline not held,,"Planned; no statute, membership, chair or date",2026-07-26-seneweb-ia-afrique-senegal-traine,,"the assessment is dated 2025 with no month, so the date here is the reporting date; the full report is not held"
SEN-tech.ai-place-ai-readiness-index,SEN,tech.ai,Artificial intelligence and the technology sector,measure,Place in an AI readiness index,Not held,,,,,,,,,,,"Senegal is absent from the eight African states ranked in the 2026 edition, so this is an absence from the index rather than a low score"
SEN-tech.ai-wolof-french-ai-tutor,SEN,tech.ai,Artificial intelligence and the technology sector,instrument,Wolof and French AI tutor by phone call,Implemented,2026-07-30,Presented at a national prize ceremony 2026-07-30,,,,Advanced,Did not exist,"A tutor reachable by ordinary phone call with no internet, curriculum written by teachers and validated by school inspectors, hosted on servers in Senegal",2026-07-30-allo-goor-gi-ia-contenus-pedagogiques-certifies,,"no user, pricing, call-cost, contract or evaluation figures are given, and the education ministry's role is asserted by the vendor rather than confirmed by it"
SEN-tech.innovate-max-it-super-app,SEN,tech.innovate,Artificial intelligence and the technology sector,instrument,Max it super-app on the Dakar rapid-transit network,In development,2026-07-14,The transit operator and the telecommunications operator signed a partnership 2026-07-14,,,,Advanced,"Ticketing available through the operator's money service since commercial launch in May 2024, with the super-app not integrated","An agreement signed for progressive integration of ticketing, subscription top-ups and further services, with transport-card top-ups, bank financing, station Wi-Fi and passenger-flow analytics planned",2026-07-15-wearetech-sonatel-maxit-brt,,"progressive and eventual throughout, with no go-live date or phasing published"
SEN-tech.innovate-corporate-mobility-platform,SEN,tech.innovate,Artificial intelligence and the technology sector,instrument,Corporate mobility platform,Implemented,2026-07-16,Launched in Senegal 2026-07-16,,,,Advanced,Did not exist,"A centralised platform for companies to manage employee travel, set spending limits, automate billing and track rides in real time",2026-07-17-senegal-yango-expands-into-corporate-mobility,,the claimed cost reduction is the company's own
SEN-geopol.china-sovereign-cloud-built-with,SEN,geopol.china,Artificial intelligence and the technology sector,instrument,Sovereign cloud built with Alibaba,Piloting,2026-04-29,"The digital minister states the infrastructure is in testing, equipment installed and verified",,,,Baseline not held,,"Data-centre infrastructure deployed and tested for redundancy and reliability, to host sensitive national data on Senegalese territory, accelerated ahead of an international sporting event",2026-04-29-africabusinessinsight-senegal-alibaba-sovereign-cloud|2026-08-03-afrique-data-centers-souverainete-donnees,,"no contract, value, hosting-term, exit or data-access terms are reported"
SEN-geopol.china-strategic-partnership-with-huawei,SEN,geopol.china,Artificial intelligence and the technology sector,instrument,Strategic partnership with Huawei,"Planned, signed",2025-06-27,Signed 2025-06-27 during a prime-ministerial visit to China,2025-06-27,,,No change,"An agreement signed covering data-centre modernisation, an equipment assembly plant on Senegalese territory, and high-level training","Unchanged; no site, cost, timetable, groundbreaking or training cohort reported since",2025-06-27-lesoleil-senegal-huawei-accord|2025-03-27-huawei-partnership-digital-sovereignty,,"signed a month before the window opened, so it is the baseline rather than news; thirteen months on, the base holds no evidence the assembly plant exists"
SEN-geopol.usa-united-states-development-finance,SEN,geopol.usa,Artificial intelligence and the technology sector,instrument,United States development-finance talks,"In development, talks only",2026-07-24,The digital minister pitched the technology strategy in Washington and held working sessions with the State Department and the development finance corporation,,,,Baseline not held,,"Discussions scoped to financing mechanisms for digital infrastructure, data centres, connectivity, digital identity and payment systems, plus sovereignty, cybersecurity and AI; no financier, amount, instrument or signing reported",2026-07-24-new-deal-technologique-senegal-partenariats-washington,,the source gives no date for the meetings beyond its publication date
SEN-geopol.india-senegal-india-technology-cooperation,SEN,geopol.india,Artificial intelligence and the technology sector,instrument,Senegal-India technology cooperation,Not held,,,,,,,,,,,the index returns zero Senegal sources for this relationship
SEN-geopol.gulf-senegal-gulf-technology-investment,SEN,geopol.gulf,Artificial intelligence and the technology sector,instrument,Senegal-Gulf technology investment,Not held,,,,,,,,,,,the index returns zero Senegal sources for this relationship
SEN-include.access-digital-training-blind-partially,SEN,include.access,"Inclusion, capacity and finance",instrument,Digital training for blind and partially sighted people,Implemented,2026-07-06,An advanced-level course launched 2026-07-06,,,,Baseline not held,,"700 blind and partially sighted people and twenty trainers trained since the programme's launch, with an advanced tier now running",2026-07-06-seneweb-programme-employabilite-non-voyants,,"the programme's start date is not stated, so the cumulative figure has no start point, and no funding figure or state role is reported"
SEN-capacity.literacy-digital-financial-education-project,SEN,capacity.literacy,"Inclusion, capacity and finance",instrument,Digital financial-education project,Discontinued,2026-07-15,"The project closed 2026-07-15, with a closing workshop on 2026-07-23",,Implemented,2024-06-01,Closed,Running since June 2024 in Senegal and Cameroon,"Closed, with 265 civil-society trainers trained across twelve organisations in two cities, and a comparison platform left unmaintained because no implementer can compel tariff data from financial institutions",2026-07-24-finance-4-all-senegal-education-financiere-numerique,,"the wiki held nothing on it before 2026-07-24, so the whole life-cycle arrives as one closing item"
SEN-capacity.literacy-digital-schools,SEN,capacity.literacy,"Inclusion, capacity and finance",instrument,Digital Schools programme,In development,2025-03-11,A memorandum signed to equip 120 primary schools and train 500 women at seven digital houses,2025-03-11,,,No change,The memorandum signed: 120 schools and 500 women targeted,Unchanged; no schools-equipped or women-trained count is held at any date,2025-03-12-digital-schools-sonatel-mou,,"the position is identical at both ends of the window, and this is the wiki's only school-level digital-literacy instrument for Senegal"
SEN-capacity.training-young-africa-works-senegal,SEN,capacity.training,"Inclusion, capacity and finance",instrument,Young Africa Works Senegal,Implemented,2019-01-01,A US$200m five-year commitment announced September 2019,2019-01-01,,,No change,"US$200m committed, the programme running to 2030","US$200m committed; no disbursement, beneficiary or mid-term figure is held",2019-01-01-mcf-sen-youngafricaworks-2019-young-africa-works-in-senegal,,"the largest single skills commitment in the base, and seven years in the wiki holds no evidence of delivery"
SEN-capacity.training-sovereign-cloud-engineer-training,SEN,capacity.training,"Inclusion, capacity and finance",instrument,Sovereign-cloud engineer training,Planned,2026-04-29,The digital minister states the infrastructure is deployed and tested and that training has not started,,,,Advanced,Did not exist,"About 100 engineers to be trained in advanced cloud technologies, with infrastructure in testing and training not begun",2026-04-29-africabusinessinsight-senegal-alibaba-sovereign-cloud,,"no contract, value or schedule is held"
SEN-capacity.research-two-ai-research-laboratories,SEN,capacity.research,"Inclusion, capacity and finance",instrument,Two AI research laboratories,Implemented,2025-01-31,Both laboratories launched 2025-01-31 with three ministers present,2025-01-31,,,No change,"Two laboratories launched, targeting agriculture, education and industry","Unchanged; no publication, budget, headcount or research output is held",2025-01-31-alive-dicentre4ai-ai-labs,,"the only standing AI research infrastructure the wiki holds for Senegal, and eighteen months with no follow-up item"
SEN-capacity.research-research-innovation-fund,SEN,capacity.research,"Inclusion, capacity and finance",instrument,National research and innovation fund,Planned,2026-07-29,A council of ministers communiqué proposes the fund alongside applied research laboratories,,,,Advanced,Did not exist,"Proposed; no budget, statute or date, with a companion council still at reflection stage",2026-07-29-senegal-conseil-des-ministres-29-juillet-2026,,none of the proposals is an adopted instrument
SEN-finance.new-technology-strategy-financing-envelope,SEN,finance.new,"Inclusion, capacity and finance",instrument,Technology strategy financing envelope,Planned,2025-02-24,"The strategy launched with a stated FCFA 1,105bn envelope across twelve priority programmes to 2034",2025-02-24,,,No change,"FCFA 1,105bn stated (2025-02-24)","FCFA 1,105bn stated; still no breakdown by programme, source or year",2025-02-24-new-deal-1105-billion-investment|2025-02-27 Senegal unveils New Deal Technologique digital transformation strategy,,the dollar equivalent in circulation rests on the wiki's own undated conversion and must not be treated as a second figure
SEN-finance.new-pre-seed-seed-startup,SEN,finance.new,"Inclusion, capacity and finance",instrument,Pre-seed and seed startup fund,Planned,2026-06-20,Announced on a conference stage in Paris 2026-06-20,,,,Advanced,Did not exist,"US$50m announced for pre-seed and seed startups, with public capital framed as crowding in private investors",2026-07-07-techcabal-catalyst-derfj-50m-fund,,"no first close, limited partners, fund manager or deployment is held"
SEN-finance.new-digital-economy-acceleration-project,SEN,finance.new,"Inclusion, capacity and finance",instrument,Digital economy acceleration project,Implemented,2026-02-12,A portfolio review realigned the project to the technology strategy and validated first-half 2026 milestones,2023-02-09,Implemented,2023-02-09,Advanced,"US$150m committed at board approval, scope as approved","FCFA 95.05bn stated as committed to connectivity, digital public services and regulatory reform, with scope now adding integrated public financial management, cybersecurity capability, a sovereign government cloud and AI use cases",2026-02-17-wearetech-world-bank-paens|2023-02-09-wb-sen-001-senegal-digital-economy-acceleration-project,,the two amounts are not reconciled in the base
SEN-finance.new-foundation-grant-technology-strategy,SEN,finance.new,"Inclusion, capacity and finance",instrument,Foundation grant to the technology strategy,Implemented,2025-09-29,US$10m committed at a meeting on the margins of a UN session,,,,Advanced,Did not exist,"US$10m committed toward a universal digital identity, an AI hub and a delivery unit",2025-09-29 Gates Foundation fuels Senegal's digital transformation with $10M|2025-01-01-gates-foundation-sen-2025-new-deal-technologique-bw05,,"approved and not disbursed in the deal record; the same item carries a stated 2025-2034 requirement figure that is a need, not a commitment"
SEN-finance.new-mobile-money-debt-round,SEN,finance.new,"Inclusion, capacity and finance",instrument,Mobile money debt round,Implemented,2025-06-30,A US$137m debt raise closed 2025-06-30,2025-06-30,,,No change,"US$137m debt, with a development finance institution taking US$32m alongside","Unchanged; no drawdown, expansion or follow-on is held",2025-06-30-techcabal-wave-137m-debt|2025-01-01-bii-sen-001-wave-mobile-money-debt-investment-mobile,,"the largest private-sector financing in the base after the Chinese credit lines, closed one month before the window opened and unmoved since"
SEN-finance.mou-un-development-memorandum,SEN,finance.mou,"Inclusion, capacity and finance",instrument,UN development programme memorandum,Implemented,2026-04-16,A memorandum signed with the communications and digital ministry,,,,Advanced,Did not exist,"Signed on four stated focus areas: digital governance, digital inclusion, AI and innovation",2026-04-16-techafricanews-undp-senegal-mou,,"no value, duration, workplan or deliverables; the text is not held"
SEN-finance.budget-digital-sector-appropriation,SEN,finance.budget,"Inclusion, capacity and finance",measure,Digital-sector appropriation,,2024-12-17,"The finance committee adopted the FY2025 ministry budget, with the digital-economy sector rising to FCFA 31.1bn",2024-12-17,Implemented,2024-01-01,"Advanced, FY2025 only",FCFA 16.1bn appropriated for FY2024 under the finance law,"FCFA 31.1bn for FY2025, up 93.2%, within a FCFA 58.4bn ministry envelope",2024-12-20-digitalbusinessafrica-mctn-budget-2025-vs-2024|2024-01-01-sen-2024-mctn-economie-numerique,,"only FY2024 exists as a machine budget record; the FY2025 figure is source-stated in committee reporting and is not held as a budget record, and nothing at sector level exists for FY2026"
SEN-finance.budget-ministry-vote-investment-allocation,SEN,finance.budget,"Inclusion, capacity and finance",measure,Ministry vote and investment allocation for 2026,,2026-01-01,"The 2026 digital ministry budget set at FCFA 81.06bn, about 60% to investment",,Implemented,2024-12-17,Advanced,"A FCFA 58.4bn ministry envelope for FY2025, adopted in committee","A FCFA 81.06bn ministry vote for FY2026 with FCFA 58.2bn to investment, and stated priorities of universal coverage, free connectivity, a sovereign cloud, biometric digital identity, administrative interoperability and a citizen one-stop shop",2026-01-01-sen-2026-digital-ministry-investment,,"the record's own flags read unclear on both stages and partial on scope, and the source says the budget was set without stating tabled or enacted, so it is an announcement rather than an appropriation"
SEN-finance.budget-digital-sector-budget-outturn,SEN,finance.budget,"Inclusion, capacity and finance",measure,"Digital-sector budget outturn, execution and audit",Not held,,,,,,,,,,,"no execution, outturn or audit figure exists for any digital line in any year; the only outturn held is whole-of-budget and is not disaggregated"
SEN-include.divides-domestic-measurement-digital-divide,SEN,include.divides,"Inclusion, capacity and finance",measure,Domestic measurement of the digital divide or digital literacy,Not held,,,,,,,,,,,every divide figure on file comes from a reference study and none is promoted here
