unit,indicator_id,as_of,stage,value,value_year,reassessed
ERI,data.statistics--censuses-and-surveys,2026-07-31,3,,,0
ERI,data.statistics--censuses-and-surveys,2026-08-31,3,,,0
ERI,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,,,,0
ERI,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,,,,0
ERI,data.statistics--statistics-from-administrative-data,2026-07-31,,,,0
ERI,data.statistics--statistics-from-administrative-data,2026-08-31,,,,0
ERI,digital.localgov--digitalisation-of-local-government-records,2026-07-31,,,,0
ERI,digital.localgov--digitalisation-of-local-government-records,2026-08-31,,,,0
ERI,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,,,,0
ERI,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,,,,0
ERI,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,2,,,0
ERI,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,2,,,0
ERI,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,2,,,0
ERI,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,2,,,0
ERI,digital.rural--digitalisation-of-rural-primary-schools,2026-07-31,2,,,0
ERI,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,2,,,0
ERI,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,3,,,0
ERI,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,3,,,0
ERI,dpi.exchange--interoperability-of-education-systems,2026-07-31,,,,0
ERI,dpi.exchange--interoperability-of-education-systems,2026-08-31,,,,0
ERI,dpi.exchange--interoperability-of-health-systems,2026-07-31,,,,0
ERI,dpi.exchange--interoperability-of-health-systems,2026-08-31,,,,0
ERI,dpi.exchange--interoperability-of-social-protection-systems,2026-07-31,,,,0
ERI,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,,,,0
ERI,dpi.exchange--national-data-exchange-system,2026-07-31,,,,0
ERI,dpi.exchange--national-data-exchange-system,2026-08-31,,,,0
ERI,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,3,,,0
ERI,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,3,,,0
ERI,dpi.govtech--e-government-services,2026-07-31,1,,,0
ERI,dpi.govtech--e-government-services,2026-08-31,1,,,0
ERI,dpi.id--authentication,2026-07-31,,,,0
ERI,dpi.id--authentication,2026-08-31,,,,0
ERI,dpi.id--digital-id-from-birth,2026-07-31,,,,0
ERI,dpi.id--digital-id-from-birth,2026-08-31,,,,0
ERI,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,,,,0
ERI,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,,,,0
ERI,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,,,,0
ERI,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,,,,0
ERI,dpi.id--robustness-of-system,2026-07-31,2,,,0
ERI,dpi.id--robustness-of-system,2026-08-31,2,,,0
ERI,dpi.id--use-by-other-systems,2026-07-31,,,,0
ERI,dpi.id--use-by-other-systems,2026-08-31,,,,0
ERI,dpi.mis--customs,2026-07-31,3,,,0
ERI,dpi.mis--customs,2026-08-31,3,,,0
ERI,dpi.mis--education,2026-07-31,2,,,0
ERI,dpi.mis--education,2026-08-31,2,,,0
ERI,dpi.mis--health,2026-07-31,3,,,0
ERI,dpi.mis--health,2026-08-31,3,,,0
ERI,dpi.mis--justice,2026-07-31,,,,0
ERI,dpi.mis--justice,2026-08-31,,,,0
ERI,dpi.mis--land,2026-07-31,,,,0
ERI,dpi.mis--land,2026-08-31,,,,0
ERI,dpi.mis--social-protection,2026-07-31,,,,0
ERI,dpi.mis--social-protection,2026-08-31,,,,0
ERI,dpi.mis--tax,2026-07-31,2,,,0
ERI,dpi.mis--tax,2026-08-31,2,,,0
ERI,dpi.pay--b2b-and-b2g-functionality,2026-07-31,1,,,0
ERI,dpi.pay--b2b-and-b2g-functionality,2026-08-31,1,,,0
ERI,dpi.pay--consumer-protection,2026-07-31,,,,0
ERI,dpi.pay--consumer-protection,2026-08-31,,,,0
ERI,dpi.pay--cross-border-functionality,2026-07-31,1,,,0
ERI,dpi.pay--cross-border-functionality,2026-08-31,1,,,0
ERI,dpi.pay--g2p-functionality,2026-07-31,,,,0
ERI,dpi.pay--g2p-functionality,2026-08-31,,,,0
ERI,dpi.pay--governance-role-of-central-bank,2026-07-31,,,,0
ERI,dpi.pay--governance-role-of-central-bank,2026-08-31,,,,0
ERI,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,2,,,0
ERI,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,2,,,0
ERI,dpi.pay--revenue-collection,2026-07-31,,,,0
ERI,dpi.pay--revenue-collection,2026-08-31,,,,0
ERI,dpi.registry--address-register,2026-08-31,,,,0
ERI,dpi.registry--business-register,2026-07-31,1,,,0
ERI,dpi.registry--business-register,2026-08-31,1,,,0
ERI,dpi.registry--civil-register,2026-07-31,,,,0
ERI,dpi.registry--civil-register,2026-08-31,,,,0
ERI,dpi.registry--electoral-register,2026-07-31,1,,,0
ERI,dpi.registry--electoral-register,2026-08-31,1,,,0
ERI,dpi.registry--land-register,2026-07-31,,,,0
ERI,dpi.registry--land-register,2026-08-31,,,,0
ERI,dpi.registry--population-register,2026-07-31,3,,,0
ERI,dpi.registry--population-register,2026-08-31,3,,,0
ERI,dpi.registry--social-protection-register,2026-07-31,3,,,0
ERI,dpi.registry--social-protection-register,2026-08-31,3,,,0
ERI,dpi.registry--tax-register,2026-07-31,,,,0
ERI,dpi.registry--tax-register,2026-08-31,,,,0
ERI,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,,,,0
ERI,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,,,,0
ERI,finance.new--mobilisation-of-non-state-finance,2026-07-31,1,0,2026,0
ERI,finance.new--mobilisation-of-non-state-finance,2026-08-31,1,0,2026,0
ERI,gov.discourse--non-governmental-contribution-to-national-policy,2026-07-31,2,,,0
ERI,gov.discourse--non-governmental-contribution-to-national-policy,2026-08-31,2,,,0
ERI,gov.discourse--open-discussion-of-government-policy,2026-07-31,1,,,0
ERI,gov.discourse--open-discussion-of-government-policy,2026-08-31,1,,,0
ERI,gov.legislate--access-to-information-legislation,2026-07-31,1,,,0
ERI,gov.legislate--access-to-information-legislation,2026-08-31,1,,,0
ERI,gov.legislate--ai-legislation-regulations,2026-07-31,1,,,0
ERI,gov.legislate--ai-legislation-regulations,2026-08-31,1,,,0
ERI,gov.legislate--cybersecurity-legislation,2026-07-31,2,,,0
ERI,gov.legislate--cybersecurity-legislation,2026-08-31,2,,,0
ERI,gov.legislate--data-protection-legislation,2026-07-31,1,,,0
ERI,gov.legislate--data-protection-legislation,2026-08-31,1,,,0
ERI,gov.legislate--digital-payments-legislation,2026-07-31,,,,0
ERI,gov.legislate--digital-payments-legislation,2026-08-31,,,,0
ERI,gov.legislate--e-commerce-legislation,2026-07-31,1,,,0
ERI,gov.legislate--e-commerce-legislation,2026-08-31,1,,,0
ERI,gov.legislate--legislation-covering-digital-id,2026-07-31,,,,0
ERI,gov.legislate--legislation-covering-digital-id,2026-08-31,,,,0
ERI,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,,,,0
ERI,gov.legislate--legislation-enabling-data-interoperability,2026-08-31,,,,0
ERI,gov.legislate--statistics-legislation,2026-07-31,2,,,0
ERI,gov.legislate--statistics-legislation,2026-08-31,2,,,0
ERI,gov.policy--ai-strategy,2026-07-31,1,,,0
ERI,gov.policy--ai-strategy,2026-08-31,1,,,0
ERI,gov.policy--broadband-strategy,2026-07-31,1,,,0
ERI,gov.policy--broadband-strategy,2026-08-31,1,,,0
ERI,gov.policy--data-governance-policy,2026-07-31,,,,0
ERI,gov.policy--data-governance-policy,2026-08-31,,,,0
ERI,gov.policy--data-interoperability-framework-roadmap,2026-07-31,,,,0
ERI,gov.policy--data-interoperability-framework-roadmap,2026-08-31,,,,0
ERI,gov.policy--data-localisation-policies,2026-07-31,1,,,0
ERI,gov.policy--data-localisation-policies,2026-08-31,1,,,0
ERI,gov.policy--data-storage-cloud-strategy,2026-07-31,1,,,0
ERI,gov.policy--data-storage-cloud-strategy,2026-08-31,1,,,0
ERI,gov.policy--digital-transformation-strategy,2026-07-31,2,,,0
ERI,gov.policy--digital-transformation-strategy,2026-08-31,2,,,0
ERI,gov.policy--ict-strategy,2026-07-31,,,,0
ERI,gov.policy--ict-strategy,2026-08-31,,,,0
ERI,gov.policy--open-data-policy,2026-07-31,2,,,0
ERI,gov.policy--open-data-policy,2026-08-31,2,,,0
ERI,gov.protect--data-protection-authority,2026-07-31,1,,,0
ERI,gov.protect--data-protection-authority,2026-08-31,1,,,0
ERI,gov.protect--national-data-protection-readiness,2026-07-31,1,,,0
ERI,gov.protect--national-data-protection-readiness,2026-08-31,1,,,0
ERI,gov.regional--cross-border-data-transfers,2026-07-31,1,,,0
ERI,gov.regional--cross-border-data-transfers,2026-08-31,1,,,0
ERI,gov.regional--regional-legal-harmonisation,2026-07-31,1,,,0
ERI,gov.regional--regional-legal-harmonisation,2026-08-31,1,,,0
ERI,gov.regional--regional-policy-collaboration,2026-07-31,1,,,0
ERI,gov.regional--regional-policy-collaboration,2026-08-31,1,,,0
ERI,gov.regional--shared-regional-infrastructure,2026-07-31,1,,,0
ERI,gov.regional--shared-regional-infrastructure,2026-08-31,1,,,0
ERI,gov.standards--adoption-of-international-standards,2026-07-31,,,,0
ERI,gov.standards--adoption-of-international-standards,2026-08-31,,,,0
ERI,gov.standards--national-interoperability-standards,2026-07-31,,,,0
ERI,gov.standards--national-interoperability-standards,2026-08-31,,,,0
ERI,gov.standards--national-quality-standards,2026-07-31,2,,,0
ERI,gov.standards--national-quality-standards,2026-08-31,2,,,0
ERI,include.access--citizen-feedback-portals,2026-08-31,,,,0
ERI,include.access--citizen-participation-in-policy,2026-07-31,1,,,0
ERI,include.access--citizen-participation-in-policy,2026-08-31,1,,,0
ERI,include.access--inclusion-of-persons-with-disabilities,2026-07-31,2,,,0
ERI,include.access--inclusion-of-persons-with-disabilities,2026-08-31,2,,,0
ERI,include.access--inclusion-of-refugees-and-idps,2026-07-31,,,,0
ERI,include.access--inclusion-of-refugees-and-idps,2026-08-31,,,,0
ERI,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-07-31,2,,,0
ERI,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-08-31,2,,,0
ERI,infra.capacity--robustness-of-government-hardware-and-software,2026-07-31,,,,0
ERI,infra.capacity--robustness-of-government-hardware-and-software,2026-08-31,,,,0
ERI,infra.connect--international-internet-bandwidth,2026-07-31,1,0,2024,0
ERI,infra.connect--international-internet-bandwidth,2026-08-31,1,0,2024,0
ERI,infra.connect--internet-exchange-points,2026-07-31,1,,,0
ERI,infra.connect--internet-exchange-points,2026-08-31,1,,,0
ERI,infra.connect--internet-usage,2026-07-31,1,14.3,2020,0
ERI,infra.connect--internet-usage,2026-08-31,1,14.3,2020,0
ERI,infra.connect--national-fibre-backbone,2026-07-31,,,,0
ERI,infra.connect--national-fibre-backbone,2026-08-31,,,,0
ERI,infra.connect--satellite-broadband-licensing-and-availability,2026-07-31,,,,0
ERI,infra.connect--satellite-broadband-licensing-and-availability,2026-08-31,,,,0
ERI,infra.cybersec--national-cybersecurity-readiness,2026-07-31,1,,,0
ERI,infra.cybersec--national-cybersecurity-readiness,2026-08-31,1,,,0
ERI,infra.energy--rural-electrification,2026-07-31,2,43.2,2024,0
ERI,infra.energy--rural-electrification,2026-08-31,2,43.2,2024,0
ERI,infra.store--local-data-centre-capacity-all-providers,2026-07-31,1,0,2026,0
ERI,infra.store--local-data-centre-capacity-all-providers,2026-08-31,1,0,2026,0
ERI,infra.store--off-site-backup-capacity,2026-08-31,,,,0
ERI,tech.ai--control-of-ai-abuse,2026-07-31,,,,0
ERI,tech.ai--control-of-ai-abuse,2026-08-31,,,,0
ERI,tech.ai--development-of-national-regional-ai-systems,2026-07-31,2,,,0
ERI,tech.ai--development-of-national-regional-ai-systems,2026-08-31,2,,,0
ERI,tech.ai--use-of-ai-in-government-administration,2026-07-31,,,,0
ERI,tech.ai--use-of-ai-in-government-administration,2026-08-31,,,,0
ERI,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-07-31,3,,,0
ERI,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-08-31,3,,,0
ERI,tech.innovate--tech-startup-ecosystem,2026-08-31,,,,0
ERI,tech.innovate--technology-hubs,2026-07-31,2,,,0
ERI,tech.innovate--technology-hubs,2026-08-31,2,,,0
ETH,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,2,,,0
ETH,capacity.training--dt-related-training-in-secondary-education,2026-07-31,1,10.7688,2022,0
ETH,capacity.training--dt-related-training-in-secondary-education,2026-08-31,1,10.7688,2022,0
ETH,capacity.training--graduates-entering-dt-ecosystem,2026-07-31,2,0.2494,2021,0
ETH,capacity.training--graduates-entering-dt-ecosystem,2026-08-31,2,0.2494,2021,0
ETH,data.open--use-of-open-data,2026-07-31,2,,,0
ETH,data.open--use-of-open-data,2026-08-31,2,,,0
ETH,data.satellite--agricultural-use-of-satellite-data,2026-07-31,3,,,0
ETH,data.satellite--agricultural-use-of-satellite-data,2026-08-31,3,,,0
ETH,data.satellite--meteorological-use-of-satellite-data,2026-07-31,3,,,0
ETH,data.satellite--meteorological-use-of-satellite-data,2026-08-31,3,,,0
ETH,data.statistics--censuses-and-surveys,2026-07-31,3,,,0
ETH,data.statistics--censuses-and-surveys,2026-08-31,3,,,0
ETH,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,1,,,0
ETH,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,1,,,0
ETH,data.statistics--statistics-from-administrative-data,2026-07-31,2,,,0
ETH,data.statistics--statistics-from-administrative-data,2026-08-31,2,,,0
ETH,digital.localgov--digitalisation-of-local-government-records,2026-07-31,3,,,0
ETH,digital.localgov--digitalisation-of-local-government-records,2026-08-31,3,,,0
ETH,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,3,,,0
ETH,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,3,,,0
ETH,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,3,,,0
ETH,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,3,,,0
ETH,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,2,,,0
ETH,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,2,,,0
ETH,digital.rural--digitalisation-of-rural-primary-schools,2026-07-31,,,,0
ETH,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,,,,0
ETH,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,,,,0
ETH,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,,,,0
ETH,dpi.exchange--interoperability-of-education-systems,2026-07-31,2,,,0
ETH,dpi.exchange--interoperability-of-education-systems,2026-08-31,2,,,0
ETH,dpi.exchange--interoperability-of-health-systems,2026-07-31,2,,,0
ETH,dpi.exchange--interoperability-of-health-systems,2026-08-31,2,,,0
ETH,dpi.exchange--interoperability-of-social-protection-systems,2026-07-31,2,,,0
ETH,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,2,,,0
ETH,dpi.exchange--national-data-exchange-system,2026-07-31,2,,,0
ETH,dpi.exchange--national-data-exchange-system,2026-08-31,2,,,0
ETH,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,3,,,0
ETH,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,3,,,0
ETH,dpi.govtech--e-government-services,2026-07-31,3,,,0
ETH,dpi.govtech--e-government-services,2026-08-31,3,,,0
ETH,dpi.id--authentication,2026-07-31,3,,,0
ETH,dpi.id--authentication,2026-08-31,4,,,0
ETH,dpi.id--digital-id-from-birth,2026-07-31,,,,0
ETH,dpi.id--digital-id-from-birth,2026-08-31,,,,0
ETH,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,3,,,0
ETH,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,3,,,0
ETH,dpi.id--robustness-of-system,2026-07-31,3,,,0
ETH,dpi.id--robustness-of-system,2026-08-31,3,,,0
ETH,dpi.id--use-by-other-systems,2026-07-31,,,,0
ETH,dpi.id--use-by-other-systems,2026-08-31,,,,0
ETH,dpi.mis--customs,2026-07-31,3,,,0
ETH,dpi.mis--customs,2026-08-31,3,,,0
ETH,dpi.mis--education,2026-07-31,3,,,0
ETH,dpi.mis--education,2026-08-31,3,,,0
ETH,dpi.mis--health,2026-07-31,3,,,0
ETH,dpi.mis--health,2026-08-31,3,,,0
ETH,dpi.mis--justice,2026-07-31,3,,,0
ETH,dpi.mis--justice,2026-08-31,3,,,0
ETH,dpi.mis--land,2026-07-31,3,,,0
ETH,dpi.mis--land,2026-08-31,3,,,0
ETH,dpi.mis--social-protection,2026-07-31,3,,,0
ETH,dpi.mis--social-protection,2026-08-31,3,,,0
ETH,dpi.mis--tax,2026-07-31,2,,,0
ETH,dpi.mis--tax,2026-08-31,2,,,0
ETH,dpi.pay--b2b-and-b2g-functionality,2026-07-31,3,,,0
ETH,dpi.pay--b2b-and-b2g-functionality,2026-08-31,3,,,0
ETH,dpi.pay--consumer-protection,2026-07-31,3,,,0
ETH,dpi.pay--consumer-protection,2026-08-31,3,,,0
ETH,dpi.pay--cross-border-functionality,2026-07-31,2,,,0
ETH,dpi.pay--cross-border-functionality,2026-08-31,2,,,0
ETH,dpi.pay--g2p-functionality,2026-07-31,2,,,0
ETH,dpi.pay--g2p-functionality,2026-08-31,2,,,0
ETH,dpi.pay--governance-role-of-central-bank,2026-07-31,3,,,0
ETH,dpi.pay--governance-role-of-central-bank,2026-08-31,3,,,0
ETH,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,3,,,0
ETH,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,3,,,0
ETH,dpi.pay--population-uptake,2026-07-31,2,48.8303,2024,0
ETH,dpi.pay--population-uptake,2026-08-31,2,48.8303,2024,0
ETH,dpi.pay--revenue-collection,2026-07-31,3,,,0
ETH,dpi.pay--revenue-collection,2026-08-31,3,,,0
ETH,dpi.registry--address-register,2026-07-31,2,,,0
ETH,dpi.registry--address-register,2026-08-31,2,,,0
ETH,dpi.registry--business-register,2026-07-31,3,,,0
ETH,dpi.registry--business-register,2026-08-31,3,,,0
ETH,dpi.registry--civil-register,2026-07-31,2,,,0
ETH,dpi.registry--civil-register,2026-08-31,2,,,0
ETH,dpi.registry--electoral-register,2026-07-31,2,,,0
ETH,dpi.registry--electoral-register,2026-08-31,2,,,0
ETH,dpi.registry--land-register,2026-07-31,3,,,0
ETH,dpi.registry--land-register,2026-08-31,3,,,0
ETH,dpi.registry--social-protection-register,2026-07-31,2,,,0
ETH,dpi.registry--social-protection-register,2026-08-31,2,,,0
ETH,dpi.registry--tax-register,2026-07-31,,,,0
ETH,dpi.registry--tax-register,2026-08-31,,,,0
ETH,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,3,,,0
ETH,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,3,,,0
ETH,finance.new--mobilisation-of-non-state-finance,2026-07-31,3,0.06437,2026,0
ETH,finance.new--mobilisation-of-non-state-finance,2026-08-31,3,0.06437,2026,0
ETH,gov.discourse--non-governmental-contribution-to-national-policy,2026-08-31,,,,0
ETH,gov.discourse--open-discussion-of-government-policy,2026-07-31,,,,0
ETH,gov.discourse--open-discussion-of-government-policy,2026-08-31,,,,0
ETH,gov.legislate--access-to-information-legislation,2026-08-31,,,,0
ETH,gov.legislate--ai-legislation-regulations,2026-07-31,2,,,0
ETH,gov.legislate--ai-legislation-regulations,2026-08-31,2,,,0
ETH,gov.legislate--cybersecurity-legislation,2026-07-31,3,,,0
ETH,gov.legislate--cybersecurity-legislation,2026-08-31,3,,,0
ETH,gov.legislate--data-protection-legislation,2026-07-31,3,,,0
ETH,gov.legislate--data-protection-legislation,2026-08-31,3,,,0
ETH,gov.legislate--digital-payments-legislation,2026-07-31,,,,0
ETH,gov.legislate--digital-payments-legislation,2026-08-31,,,,0
ETH,gov.legislate--e-commerce-legislation,2026-08-31,,,,0
ETH,gov.legislate--legislation-covering-digital-id,2026-07-31,3,,,0
ETH,gov.legislate--legislation-covering-digital-id,2026-08-31,3,,,0
ETH,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,,,,0
ETH,gov.legislate--legislation-enabling-data-interoperability,2026-08-31,,,,0
ETH,gov.legislate--statistics-legislation,2026-07-31,3,,,0
ETH,gov.legislate--statistics-legislation,2026-08-31,3,,,0
ETH,gov.policy--ai-strategy,2026-07-31,3,,,0
ETH,gov.policy--ai-strategy,2026-08-31,3,,,0
ETH,gov.policy--broadband-strategy,2026-07-31,1,,,0
ETH,gov.policy--broadband-strategy,2026-08-31,1,,,0
ETH,gov.policy--data-governance-policy,2026-07-31,2,,,0
ETH,gov.policy--data-governance-policy,2026-08-31,2,,,0
ETH,gov.policy--data-interoperability-framework-roadmap,2026-07-31,2,,,0
ETH,gov.policy--data-interoperability-framework-roadmap,2026-08-31,2,,,0
ETH,gov.policy--data-localisation-policies,2026-07-31,2,,,0
ETH,gov.policy--data-localisation-policies,2026-08-31,2,,,0
ETH,gov.policy--data-storage-cloud-strategy,2026-07-31,2,,,0
ETH,gov.policy--data-storage-cloud-strategy,2026-08-31,2,,,0
ETH,gov.policy--digital-transformation-strategy,2026-07-31,3,,,0
ETH,gov.policy--digital-transformation-strategy,2026-08-31,3,,,0
ETH,gov.policy--ict-strategy,2026-07-31,,,,0
ETH,gov.policy--ict-strategy,2026-08-31,,,,0
ETH,gov.policy--open-data-policy,2026-07-31,2,,,0
ETH,gov.policy--open-data-policy,2026-08-31,2,,,0
ETH,gov.protect--data-protection-authority,2026-07-31,2,,,0
ETH,gov.protect--data-protection-authority,2026-08-31,2,,,0
ETH,gov.protect--national-data-protection-readiness,2026-07-31,3,,,0
ETH,gov.protect--national-data-protection-readiness,2026-08-31,3,,,0
ETH,gov.regional--cross-border-data-transfers,2026-07-31,,,,0
ETH,gov.regional--cross-border-data-transfers,2026-08-31,,,,0
ETH,gov.regional--regional-legal-harmonisation,2026-07-31,,,,0
ETH,gov.regional--regional-legal-harmonisation,2026-08-31,,,,0
ETH,gov.regional--regional-policy-collaboration,2026-07-31,,,,0
ETH,gov.regional--regional-policy-collaboration,2026-08-31,,,,0
ETH,gov.regional--shared-regional-infrastructure,2026-07-31,2,,,0
ETH,gov.regional--shared-regional-infrastructure,2026-08-31,2,,,0
ETH,gov.standards--adoption-of-international-standards,2026-07-31,,,,0
ETH,gov.standards--adoption-of-international-standards,2026-08-31,,,,0
ETH,gov.standards--national-interoperability-standards,2026-07-31,2,,,0
ETH,gov.standards--national-interoperability-standards,2026-08-31,2,,,0
ETH,gov.standards--national-quality-standards,2026-07-31,,,,0
ETH,gov.standards--national-quality-standards,2026-08-31,,,,0
ETH,include.access--citizen-feedback-portals,2026-07-31,2,,,0
ETH,include.access--citizen-feedback-portals,2026-08-31,2,,,0
ETH,include.access--citizen-participation-in-policy,2026-07-31,2,,,0
ETH,include.access--citizen-participation-in-policy,2026-08-31,2,,,0
ETH,include.access--gender-equity,2026-07-31,2,30.4569,2021,0
ETH,include.access--gender-equity,2026-08-31,2,30.4569,2021,0
ETH,include.access--inclusion-of-persons-with-disabilities,2026-07-31,2,,,0
ETH,include.access--inclusion-of-persons-with-disabilities,2026-08-31,2,,,0
ETH,include.access--inclusion-of-refugees-and-idps,2026-07-31,3,,,0
ETH,include.access--inclusion-of-refugees-and-idps,2026-08-31,3,,,0
ETH,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-07-31,3,,,0
ETH,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-08-31,3,,,0
ETH,infra.capacity--robustness-of-government-hardware-and-software,2026-07-31,,,,0
ETH,infra.capacity--robustness-of-government-hardware-and-software,2026-08-31,,,,0
ETH,infra.connect--internet-exchange-points,2026-07-31,3,,,0
ETH,infra.connect--internet-exchange-points,2026-08-31,3,,,0
ETH,infra.connect--internet-usage,2026-07-31,1,16.7,2021,0
ETH,infra.connect--internet-usage,2026-08-31,1,16.7,2021,0
ETH,infra.connect--mobile-affordability,2026-07-31,2,4.79,2025,0
ETH,infra.connect--mobile-affordability,2026-08-31,2,4.79,2025,0
ETH,infra.connect--mobile-penetration,2026-07-31,1,52.7,2024,0
ETH,infra.connect--mobile-penetration,2026-08-31,1,52.7,2024,0
ETH,infra.connect--national-fibre-backbone,2026-07-31,2,,,0
ETH,infra.connect--national-fibre-backbone,2026-08-31,2,,,0
ETH,infra.connect--satellite-broadband-licensing-and-availability,2026-07-31,2,,,0
ETH,infra.connect--satellite-broadband-licensing-and-availability,2026-08-31,2,,,0
ETH,infra.cybersec--national-cybersecurity-readiness,2026-07-31,2,,,0
ETH,infra.cybersec--national-cybersecurity-readiness,2026-08-31,2,,,0
ETH,infra.energy--grid-reliability,2026-07-31,2,6.63,2025,0
ETH,infra.energy--grid-reliability,2026-08-31,2,6.63,2025,0
ETH,infra.energy--rural-electrification,2026-07-31,2,44.8,2024,0
ETH,infra.energy--rural-electrification,2026-08-31,2,44.8,2024,0
ETH,infra.store--local-data-centre-capacity-all-providers,2026-07-31,4,4,2026,0
ETH,infra.store--local-data-centre-capacity-all-providers,2026-08-31,4,4,2026,0
ETH,infra.store--local-data-centre-capacity-national-providers,2026-07-31,2,25,2026,0
ETH,infra.store--local-data-centre-capacity-national-providers,2026-08-31,2,25,2026,0
ETH,infra.store--off-site-backup-capacity,2026-07-31,1,,,0
ETH,infra.store--off-site-backup-capacity,2026-08-31,1,,,0
ETH,tech.ai--control-of-ai-abuse,2026-07-31,2,,,0
ETH,tech.ai--control-of-ai-abuse,2026-08-31,2,,,0
ETH,tech.ai--development-of-national-regional-ai-systems,2026-07-31,,,,0
ETH,tech.ai--development-of-national-regional-ai-systems,2026-08-31,,,,0
ETH,tech.ai--use-of-ai-in-government-administration,2026-07-31,,,,0
ETH,tech.ai--use-of-ai-in-government-administration,2026-08-31,,,,0
ETH,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-07-31,3,,,0
ETH,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-08-31,3,,,0
ETH,tech.industry--national-capacity-in-dt-related-production,2026-07-31,1,0.0284,2024,0
ETH,tech.industry--national-capacity-in-dt-related-production,2026-08-31,1,0.0284,2024,0
ETH,tech.innovate--tech-startup-ecosystem,2026-07-31,3,,,0
ETH,tech.innovate--tech-startup-ecosystem,2026-08-31,3,,,0
ETH,tech.innovate--technology-hubs,2026-07-31,2,,,0
ETH,tech.innovate--technology-hubs,2026-08-31,2,,,0
GAB,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-07-31,2,,,0
GAB,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,2,,,0
GAB,capacity.training--graduates-entering-dt-ecosystem,2026-07-31,4,1.1531,2024,0
GAB,capacity.training--graduates-entering-dt-ecosystem,2026-08-31,4,1.1531,2024,0
GAB,data.open--use-of-open-data,2026-08-31,,,,0
GAB,data.satellite--agricultural-use-of-satellite-data,2026-07-31,3,,,0
GAB,data.satellite--agricultural-use-of-satellite-data,2026-08-31,3,,,0
GAB,data.satellite--meteorological-use-of-satellite-data,2026-07-31,,,,0
GAB,data.satellite--meteorological-use-of-satellite-data,2026-08-31,,,,0
GAB,data.statistics--censuses-and-surveys,2026-07-31,2,,,0
GAB,data.statistics--censuses-and-surveys,2026-08-31,3,,,0
GAB,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,,,,0
