iso3,published,publisher,title,url,sub_section,found,status,notes
NGA,2026,Nigeria Revenue Service portal,Corporate tax in 2026: using CAC numbers as NRS identifiers,https://nrsportal.ng/corporate-tax-in-2026-using-cac-numbers-as-nrs-identifiers/,dpi.exchange,2026-08-15,,
NGA,2026,Nigerian Tribune,"77 million Nigerians now on FG's safety net register, NASSCO",https://tribuneonlineng.com/77-million-nigerians-now-on-fgs-safety-net-register-nassco/,dpi.registry,2026-08-15,,
NGA,2026,Nigerian Tribune,Supreme Court launches digital case management system,https://tribuneonlineng.com/supreme-court-launches-digital-case-management-system/,dpi.mis,2026-08-15,,
NGA,2026,Ripples Nigeria,"Marginalised, defrauded: how Nigerian banks shut out visually impaired customers from ATMs",https://www.ripplesnigeria.com/feature-marginalised-defrauded-how-nigerian-banks-shut-out-visually-impaired-customers-from-atms/,include.access,2026-08-15,,
NGA,2026,The Nation,"FG, Nigeria Police sign MoU to connect all police stations with digital infrastructures, internet services",https://thenationonlineng.net/fg-nigeria-police-sign-mou-to-connect-all-police-stations-with-digital-infrastructures-internet-services/,finance.mou,2026-08-15,,
NGA,2026,The Punch,Inside Nigeria's banking system where the blind are denied inclusion,https://punchng.com/inside-nigerias-banking-system-where-the-blind-are-denied-inclusion/,include.access,2026-08-15,,
NGA,2026,TheCable,Tinubu signs NIMC Act 2026 into law as FG moves to strengthen cybersecurity,https://www.thecable.ng/tinubu-signs-nimc-act-2026-into-law-as-fg-moves-to-strengthen-cybersecurity/,dpi.id,2026-08-15,,
NGA,2026-05-18,Federal Radio Corporation of Nigeria (Radio Nigeria Kaduna),Digital birth registration expands identity access for children,https://www.radionigeriakaduna.gov.ng/2026/05/18/digital-birth-registration-expands-identity-access-for-children/,digital.rural,2026-08-15,,
ZAF,2024,CSIR,Statistics of utility-scale power generation in South Africa,https://www.csir.co.za/sites/default/files/2025-09/Utility%20Statistics%20Report_Jan%202025_Final.pdf,infra.energy,2026-08-15,,
ZAF,2024,Department of Mineral Resources and Energy,Integrated National Electrification Programme,https://www.dmre.gov.za/energy-resources/programmes-and-projects/integrated-national-electrification-programme/overview,digital.rural,2026-08-15,,
ZAF,2024,ENSafrica,South Africa's new national cloud and data policy,https://www.ensafrica.com/news/detail/8715/south-africas-new-national-cloud-and-data-pol/,infra.store,2026-08-15,,
ZAF,2024,Engineering News,NERSA confirms registration of 105 more generators as overall number rises to 1 415,https://www.engineeringnews.co.za/article/nersa-confirms-registration-of-105-more-generators-as-overall-number-rises-to-1-415-2024-05-24,infra.energy,2026-08-15,,
ZAF,2024,Gadget,SA software developers pass 25m mark,https://gadget.co.za/sasoftware25m/,infra.capacity,2026-08-15,,
ZAF,2024,ICASA,Bridging the digital gender divide for an inclusive South Africa,https://www.icasa.org.za/news/2025/bridging-the-digital-gender-divide-for-an-inclusive-south-africa,include.divides,2026-08-15,,
ZAF,2024,IDTechWire,South Africa plans major expansion of Smart ID programme for 2025,https://idtechwire.com/south-africa-plans-major-expansion-of-smart-id-program-for-2025/,infra.capacity,2026-08-15,,
ZAF,2024,International Telecommunication Union,Global Cybersecurity Index 2024,https://www.itu.int/pub/D-HDB-GCI.01-2024,infra.cybersec,2026-08-15,,
ZAF,2024,Mo Ibrahim Foundation,2024 IIAG country profile: South Africa,https://assets.iiag.online/2024/profiles/2024-IIAG-profile-za.pdf,infra.connect,2026-08-15,,
ZAF,2024,Open Data Watch,Open Data Inventory (ODIN),https://odin.opendatawatch.com/data,data.open,2026-08-15,,
ZAF,2024,South African Revenue Service,SARS eFiling,https://www.sarsefiling.co.za/,dpi.govtech,2026-08-15,,
ZAF,2024,Statistics South Africa,Recorded live births,https://www.statssa.gov.za/?p=19000,dpi.id,2026-08-15,,
ZAF,2024,UN Department of Economic and Social Affairs,UN E-Government Survey 2024,https://desapublications.un.org/sites/default/files/publications/2024-09/%28Web%20version%29%20E-Government%20Survey%202024%201392024.pdf,dpi.govtech,2026-08-15,,
ZAF,2024,World Intellectual Property Organization,Global Innovation Index 2024: South Africa,https://www.wipo.int/edocs/gii-ranking/2024/za.pdf,tech.innovate,2026-08-15,,
ZAF,2025,AfriLabs,AfriLabs hubs in South Africa,https://www.afrilabs.com/hub_country/south-africa/,tech.innovate,2026-08-15,,
ZAF,2025,Cloudscene,Data centers in South Africa,https://cloudscene.com/market/data-centers-in-south-africa/all,infra.store,2026-08-15,,
ZAF,2025,Companies and Intellectual Property Commission,BizPortal,https://www.bizportal.gov.za,dpi.registry,2026-08-15,,
ZAF,2025,Department of Home Affairs,eHomeAffairs,https://ehome.dha.gov.za/ehomeaffairs,dpi.govtech,2026-08-15,,
ZAF,2025,Department of Home Affairs,Updated Revised Annual Performance Plan 2025/26,https://www.dha.gov.za/images/AnnualReports/Updated-Revised-APP-2025-26_3Nov25.pdf,dpi.id,2026-08-15,,
ZAF,2025,Eskom,"Unplanned outages reach eight-year low, energy availability factor steady at 71%",https://www.eskom.co.za/unplanned-outages-reach-eight-year-low-energy-availability-factor-steady-at-71-and-diesel-usage-continues-to-decline/,infra.energy,2026-08-15,,
ZAF,2025,Global Government Forum,South Africa pilots government data exchange to improve policymaking and service delivery,https://www.globalgovernmentforum.com/south-africa-pilots-government-data-exchange-to-improve-policymaking-and-service-delivery/,data.open,2026-08-15,,
ZAF,2025,Government of South Africa,Land Reform and Rural Development implements electronic deeds registration,https://www.gov.za/news/media-statements/land-reform-and-rural-development-implements-electronic-deeds-registration,dpi.registry,2026-08-15,,
ZAF,2025,Government of South Africa,Director-General Duncan Pieterse: MzansiXchange pilot launch,https://www.gov.za/news/speeches/director-general-duncan-pieterse-mzansixchange-pilot-launch-09-oct-2025,dpi.exchange,2026-08-15,,
ZAF,2025,Government of South Africa,Register a birth,https://www.gov.za/services/services-residents/birth/register-birth,dpi.id,2026-08-15,,
ZAF,2025,Government of South Africa,"MyMzansi roadmap, Initiative 1: Digital Identity",https://www.mymzansi.gov.za/roadmap/initiative-1,dpi.govtech,2026-08-15,,
ZAF,2025,IGI Global (Journal of Cases on Information Technology),"Study of Integrated Case Docket Management System use in police stations, Amatole district, Eastern Cape",https://doi.org/10.4018/jcit.357268,digital.rural,2026-08-15,,
ZAF,2025,Information Regulator of South Africa,Fact sheet: handling of security compromises,https://inforegulator.org.za/2025/08/19/fact-sheet-handling-of-security-compromises/,gov.protect,2026-08-15,,
ZAF,2025,International Journal of Educational Management and Development Studies,Study of school administrative data capture in rural South African districts,https://doi.org/10.53378/ijemds.353274,dpi.mis,2026-08-15,,
ZAF,2025,JMIR Publications (JMIR Medical Informatics),Study of point-of-care data capture in rural Eastern Cape primary healthcare facilities,https://medinform.jmir.org/2026/1/e73831,infra.energy,2026-08-15,,
ZAF,2025,National Treasury,MzansiXchange pilot,https://mzansixchange.treasury.gov.za/pilot/,dpi.exchange,2026-08-15,,
ZAF,2025,Parliamentary Monitoring Group,Committee question 31734 - National Department of Health electronic medical record,https://pmg.org.za/committee-question/31734/,dpi.mis,2026-08-15,,
ZAF,2025,Scientific Research Publishing,"Qualitative study of data capture in rural schools, Eastern Cape and KwaZulu-Natal",https://www.scirp.org/journal/paperinformation?paperid=137516,digital.rural,2026-08-15,,
ZAF,2025,South African Reserve Bank,PayShap,https://www.resbank.co.za/en/home/what-we-do/national-payment-system/overview/payshap,dpi.pay,2026-08-15,,
ZAF,2025,Tech4Law,Response from the Chief Registrar of Deeds to questions about eDRS,https://www.tech4law.co.za/business/conveyancing-in-south-africa/response-from-chief-registrar-of-deeds-to-questions-about-edrs-electronic-deeds-registration-system/,dpi.registry,2026-08-15,,
ZAF,2025,The Presidency,Roadmap for the Digital Transformation of Government,https://www.stateofthenation.gov.za/assets/downloads/South_Africa_Roadmap_for_the_Digital_Transformation.pdf,gov.policy,2026-08-15,,
ZAF,2025,Wetility,South Africa outage tracker,https://wetility.energy/outages,infra.energy,2026-08-15,,
ZAF,2025,World Bank,GovTech Maturity Index 2025 Update,https://www.worldbank.org/en/programs/govtech/gtmi-2025-update,infra.store,2026-08-15,,
ZAF,2025-04,SABC News,SAPS partners with private sector in digitizing case dockets,https://www.sabcnews.com/sabcnews/saps-partners-with-private-sector-in-digitizing-case-dockets/,dpi.mis,2026-08-15,,
ZAF,2025-07,Centre for Child Law,"Submissions to the African Committee of Experts on the Rights and Welfare of the Child, 10 July 2025",https://www.centreforchildlaw.co.za/dev/wp-content/uploads/2025/07/Centre-for-Child-Law-submissions-ACERWC-10.7.2025-final.pdf,digital.rural,2026-08-15,,
ZAF,2026,Companies and Intellectual Property Commission,External company registration guide,https://www.cipc.co.za/wp-content/uploads/2026/04/External-Company-Registration-v_1_2-31-Mar-2026.pdf,dpi.registry,2026-08-15,,
ZAF,2026,Department of Home Affairs,"Draft Identification Regulations, 2026 (Government Gazette No. 54610)",https://www.dha.gov.za/images/gazettes/54610_4-5_HomeAffairs.pdf,dpi.id,2026-08-15,,
ZAF,2026,Draft Electoral Matters Amendment Bill (hosted copy),"Draft Electoral Matters Amendment Bill for public comments, 2026",https://effonline.org/wp-content/uploads/2026/06/Draft-Electoral-Matters-Amendment-Bill-for-public-comments-2026.pdf,dpi.registry,2026-08-15,,
ZAF,2026,Eyewitness News,"SASSA working with SARS, credit administrators to quash abuse of social grants",https://www.ewn.co.za/sassa-working-with-sars-credit-administrators-to-quash-abuse-of-social-grants/,dpi.exchange,2026-08-15,,
ZAF,2026,Government of South Africa,Minister Leon Schreiber: IEC conference and exhibition on electronic voting technologies,https://www.gov.za/news/speeches/minister-leon-schreiber-iec-conference-and-exhibition-electronic-voting-technologies,dpi.registry,2026-08-15,,
ZAF,2026,InfoTrust,South Africa's Protection of Personal Information Act (POPIA),https://infotrust.com/articles/south-africas-protection-of-personal-information-act-popia/,data.open,2026-08-15,,
ZAF,2026,Information Regulator of South Africa,Information Regulator turns to the courts to fine Blouberg Local Municipality for contravention of POPIA,https://inforegulator.org.za/wp-content/uploads/2026/04/INFORMATION-REGULATOR-TURNS-TO-THE-COURTS-TO-FINE-BLOUBERG-LOCAL-MUNICIPALITY-FOR-CONTRAVENTION-OF-POPIA_.pdf,gov.protect,2026-08-15,,
ZAF,2026,MJK Inc,POPIA enforcement tracker,https://mjkinc.co.za/popia/enforcement-tracker,gov.protect,2026-08-15,,
ZAF,2026,South African Social Security Agency,SASSA payment methods,https://www.sassa.gov.za/Pages/Payment.aspx,dpi.pay,2026-08-15,,
ZAF,2026,TechCentral,PayShap cross-border settlements in SADC,https://techcentral.co.za/payshap-cross-border-settlements-sadc/240568/,gov.regional,2026-08-15,,
ZAF,2026,The Conversation,South Africa's addressing system is still not in place: a clear vision is needed,https://theconversation.com/south-africas-addressing-system-is-still-not-in-place-a-clear-vision-is-needed-268135,dpi.registry,2026-08-15,,
