deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
tza-2026-048-1004,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,048,"048 - Ministry of Lands, Housing and Human Settlements Development",048,"Ministry of Lands, Housing and Human Settlements Development",10,Administration,1004,Management Information System Unit,,printed,printed,programme,Management Information System Unit,"The Ministry of Lands, Housing and Human Settlements Development's management information systems unit: its in-house ICT function.",dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1624916000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 048, Programme 10, Subvote 1004, Total of Subvote, column 2026/2027 Estimates, PDF p. 472-473",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,22 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-049-1007,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,049,049 - Ministry of Water,049,Ministry of Water,10,Administration,1007,Management Information System Unit,,printed,printed,programme,Management Information System Unit,The Ministry of Water's management information systems unit: its in-house ICT function.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,523585000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 049, Programme 10, Subvote 1007, Total of Subvote, column 2026/2027 Estimates, PDF p. 497",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,15 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-050-6001,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,050,050 - Ministry of Finance,050,Ministry of Finance,60,Technical Support Services,6001,Financial Mgt. Inform. Systems Division,,printed,printed,programme,Financial Mgt. Inform. Systems Division,The finance ministry division that runs the government's financial management information systems.,dpi.mis,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,10876446200,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 050, Programme 60, Subvote 6001, Total of Subvote, column 2026/2027 Estimates, PDF p. 508",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,21 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-051-1006,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,051,051 - Ministry of Home Affairs,051,Ministry of Home Affairs,10,Administration,1006,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Ministry of Home Affairs's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,951206000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 051, Programme 10, Subvote 1006, Total of Subvote, column 2026/2027 Estimates, PDF p. 513-514",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,23 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-052-1008,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,052,052 - Ministry of Health,052,Ministry of Health,10,Administration,1008,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Ministry of Health's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,629016974,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 052, Programme 10, Subvote 1008, Total of Subvote, column 2026/2027 Estimates, PDF p. 524-525",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,8 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-053-1007,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,053,"053 - Ministry of Community Development, Gender, Women and Special Groups",053,"Ministry of Community Development, Gender, Women and Special Groups",10,Administration,1007,"Information,communication and Technology",,printed,printed,programme,"Information,communication and Technology","The Ministry of Community Development, Gender, Women and Special Groups's in-house ICT unit: staff and running costs of its information systems.",dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,558271800,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 053, Programme 10, Subvote 1007, Total of Subvote, column 2026/2027 Estimates, PDF p. 535-536",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,16 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-055-1006,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,055,055 - Commission for Human Rights and Good Governance,055,Commission for Human Rights and Good Governance,10,Administration,1006,Management Information System Unit,,printed,printed,programme,Management Information System Unit,The Commission for Human Rights and Good Governance's management information systems unit: its in-house ICT function.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,449805574,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 055, Programme 10, Subvote 1006, Total of Subvote, column 2026/2027 Estimates, PDF p. 547",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,20 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-056-1004,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,056,056 - PMO - Regional Administration and Local Government Authorities,056,PMO - Regional Administration and Local Government Authorities,10,Administration,1004,"Information, Communication and Technology Division",,printed,printed,programme,"Information, Communication and Technology Division",The PMO - Regional Administration and Local Government Authorities's in-house ICT unit: staff and running costs of its information systems.,digital.localgov,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,6934330176,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 056, Programme 10, Subvote 1004, Total of Subvote, column 2026/2027 Estimates, PDF p. 556",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,17 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-056-2009,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,056,056 - PMO - Regional Administration and Local Government Authorities,056,PMO - Regional Administration and Local Government Authorities,20,Development,2009,E-Education Unit,,printed,printed,programme,E-Education Unit,The local government ministry's e-education unit.,capacity.literacy,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,198130000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 056, Programme 20, Subvote 2009, Total of Subvote, column 2026/2027 Estimates, PDF p. 561",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,10 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-057-1009,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,057,057 - Ministry of Defence and National Service,057,Ministry of Defence and National Service,10,Administration,1009,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Ministry of Defence and National Service's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,504200000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 057, Programme 10, Subvote 1009, Total of Subvote, column 2026/2027 Estimates, PDF p. 568",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,17 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-058-1009,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,058,058 - Ministry of Energy,058,Ministry of Energy,10,Administration,1009,Management Information System Unit,,printed,printed,programme,Management Information System Unit,The Ministry of Energy's management information systems unit: its in-house ICT function.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,962013000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 058, Programme 10, Subvote 1009, Total of Subvote, column 2026/2027 Estimates, PDF p. 577",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,18 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-059-1010,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,059,059 - Law Reform Commission,059,Law Reform Commission,10,Administration,1010,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Law Reform Commission's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,370233896,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 059, Programme 10, Subvote 1010, Total of Subvote, column 2026/2027 Estimates, PDF p. 584-585",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,17 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-061-2002,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,061,061 - Independent National Electoral Commission,061,Independent National Electoral Commission,20,Election Management Services,2002,National Voters Registration and Information Communication,,printed,printed,programme,National Voters Registration and Information Communication,The electoral commission's voter registration and ICT subvote.,dpi.registry,partial,"The electoral commission subvote that keeps the national voters' register and its ICT; the register is a biometric database, but the subvote also carries registration field operations and publicity and prints no split.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,964552000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 061, Programme 20, Subvote 2002, Total of Subvote, column 2026/2027 Estimates, PDF p. 592",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,14 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-062-1008,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,062,062 - Ministry of Transport,062,Ministry of Transport,10,Administration,1008,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Ministry of Transport's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,673635000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 062, Programme 10, Subvote 1008, Total of Subvote, column 2026/2027 Estimates, PDF p. 599",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,18 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-065-1007,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,065,"065 - PMO-Labour, Employment and Relations",065,"PMO-Labour, Employment and Relations",10,Administration,1007,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,"The PMO-Labour, Employment and Relations's in-house ICT unit: staff and running costs of its information systems.",dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,289580822,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 065, Programme 10, Subvote 1007, Total of Subvote, column 2026/2027 Estimates, PDF p. 609-610",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,18 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-066-1008,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,066,066 - Planning Commission,066,Planning Commission,10,Administration,1008,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Planning Commission's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,967618571,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 066, Programme 10, Subvote 1008, Total of Subvote, column 2026/2027 Estimates, PDF p. 626-627",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,20 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-067-1007,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,067,067 - Public Service Recruitment Secretariat,067,Public Service Recruitment Secretariat,10,Administration,1007,Information and Communication Technology Division,,printed,printed,programme,Information and Communication Technology Division,The Public Service Recruitment Secretariat's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1409809950,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 067, Programme 10, Subvote 1007, Total of Subvote, column 2026/2027 Estimates, PDF p. 635-636",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,17 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-068-2001,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,068,068 - Ministry of Communication and Information Technology,068,Ministry of Communication and Information Technology,20,Communication,2001,Communication Division,,printed,printed,programme,Communication Division,The ministry's division for the communications sector.,infra.connect,partial,"The communications ministry's sector division, whose remit covers telecommunications and postal services; the postal part is not digital and the subvote prints no split.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1289297840,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 068, Programme 20, Subvote 2001, Total of Subvote, column 2026/2027 Estimates, PDF p. 644-645",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,17 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-068-4002,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,068,068 - Ministry of Communication and Information Technology,068,Ministry of Communication and Information Technology,40,Information Services,4002,ICT Systems Development and Services Division,,printed,printed,programme,ICT Systems Development and Services Division,The ministry's division for developing government ICT systems and services.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1153850867,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 068, Programme 40, Subvote 4002, Total of Subvote, column 2026/2027 Estimates, PDF p. 645-646",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,18 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-068-4003,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,068,068 - Ministry of Communication and Information Technology,068,Ministry of Communication and Information Technology,40,Information Services,4003,ICT Safety and Security Unit,,printed,printed,programme,ICT Safety and Security Unit,The ministry's unit for communications safety and IT security.,infra.cybersec,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,402019013,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 068, Programme 40, Subvote 4003, Total of Subvote, column 2026/2027 Estimates, PDF p. 646",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,15 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-068-4004,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,068,068 - Ministry of Communication and Information Technology,068,Ministry of Communication and Information Technology,40,Information Services,4004,ICT Infrastructure Unit,,printed,printed,programme,ICT Infrastructure Unit,The ministry's unit for national ICT infrastructure.,infra.connect,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,720992940,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 068, Programme 40, Subvote 4004, Total of Subvote, column 2026/2027 Estimates, PDF p. 646",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,16 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-069-1008,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,069,069 - Ministry of Natural Resources and Tourism,069,Ministry of Natural Resources and Tourism,10,Administration,1008,Management Information Systems Unit,,printed,printed,programme,Management Information Systems Unit,The Ministry of Natural Resources and Tourism's management information systems unit: its in-house ICT function.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1070888000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 069, Programme 10, Subvote 1008, Total of Subvote, column 2026/2027 Estimates, PDF p. 653",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,19 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-091-1009,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,091,091 - Drug Control and Enforcement Authority,091,Drug Control and Enforcement Authority,10,Administration,1009,Information Communication Technology Unit,,printed,printed,programme,Information Communication Technology Unit,The Drug Control and Enforcement Authority's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,542015000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 091, Programme 10, Subvote 1009, Total of Subvote, column 2026/2027 Estimates, PDF p. 663",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,15 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-092-1008,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,092,092 - Tanzania Commission for AIDS,092,Tanzania Commission for AIDS,10,Administration,1008,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Tanzania Commission for AIDS's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,325564375,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 092, Programme 10, Subvote 1008, Total of Subvote, column 2026/2027 Estimates, PDF p. 671",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,12 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-094-1008,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,094,094 - Public Service Commission,094,Public Service Commission,10,Administration,1008,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Public Service Commission's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,525779879,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 094, Programme 10, Subvote 1008, Total of Subvote, column 2026/2027 Estimates, PDF p. 692",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,10 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-096-1007,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,096,"096 - Ministry of Information, Culture, Arts and Sports",096,"Ministry of Information, Culture, Arts and Sports",10,Administration,1007,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,"The Ministry of Information, Culture, Arts and Sports's in-house ICT unit: staff and running costs of its information systems.",dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,583618000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 096, Programme 10, Subvote 1007, Total of Subvote, column 2026/2027 Estimates, PDF p. 699",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,17 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-098-1008,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,098,098 - Ministry of Works,098,Ministry of Works,10,Administration,1008,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Ministry of Works's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,246615083,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 098, Programme 10, Subvote 1008, Total of Subvote, column 2026/2027 Estimates, PDF p. 707-708",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,14 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-099-1010,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,099,099 - Ministry of Livestock Development and Fisheries,099,Ministry of Livestock Development and Fisheries,10,Administration,1010,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Ministry of Livestock Development and Fisheries's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,718154700,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 099, Programme 10, Subvote 1010, Total of Subvote, column 2026/2027 Estimates, PDF p. 717",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,18 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-100-1009,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,100,100 - Ministry of Minerals,100,Ministry of Minerals,,Management Information Systems Unit,1009,Management Information Systems Unit,,printed,printed,programme,Management Information Systems Unit,The Ministry of Minerals's management information systems unit: its in-house ICT function.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,824120000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 100, Programme , Subvote 1009, Total of Subvote, column 2026/2027 Estimates, PDF p. 730",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,22 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
