facility_id,facility_name,country,country_name,city,operational_status,year_operational,facility_type,services_offered,govt_data_hosted,operator_name,ownership_type,ownership_structure_type,parent_company,parent_hq_country,ultimate_parent_company,ultimate_parent_hq_country,major_shareholders,government_ownership_pct,foreign_ownership_pct,controlling_entities,control_mechanisms,recent_investments,dfi_involvement,investment_usd,expansion_plans,key_tenants,hyperscaler_relationships,hyperscaler_microsoft,hyperscaler_aws,hyperscaler_google,hyperscaler_presence,cloud_act_exposure,chinese_involvement,chinese_entities,foreign_dependency_score,open_source_stack,data_residency_guarantee,local_dp_compliance,total_floor_space_sqm,rack_capacity,it_capacity_mw,submarine_cable_access,ixp_presence,carrier_neutrality,gpu_ai_capability,server_vendors,cloud_platform,security_certifications,gps_coordinates,control_category,control_confidence,control_rationale,comments,source_urls,raw_slugs,last_verified
CIV-010,INP-HB Data Centre (Yamoussoukro),CIV,Cote d'Ivoire,Yamoussoukro,Planned,,Government,,Designated national / government data centre,Unknown,Government / SOE,,,,Government of Côte d'Ivoire,CIV,,,,,,,AfDB: backs the PARAE project and attended the site visit (September 2026); instrument not stated,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,low,Planned under the state's AfDB-backed PARAE e-government project on land at INP-HB reserved for the Ministry of Digital Transition,"Ivoirematin (17 September 2026) reports a data centre installed at the Institut national polytechnique Felix Houphouet-Boigny (INP-HB) in Yamoussoukro to store, process and secure the public administration's data for e-government. It gives no commissioning date, capacity, cost, owner or operator. Correction: AIP (17 September 2026) reports a technical visit to the site of the future PARAE data centre at the INP-HB Technopole, a 5,000 m² plot extended to 1 ha, with the AfDB, BNETD (owner's assistant) and the project unit; the data centre is planned, not installed. No operator is named.",https://www.ivoirematin.com/fr/news/Societe/administration-electronique-un-data-center-installe-a-linp-hb-de-yamoussoukro_n_125289.html; https://www.aip.ci/cote-divoire-aip-administration-electronique-le-data-center-loge-a-linp-hb-de-yamoussoukro/,2026-09-17-civ-ivoirematin-data-center-inp-hb-yamoussoukro-administration-electronique,2026-09-21
DZA-011,Oran AI High-Performance Computing Centre,DZA,Algeria,Oran,Under construction,,Research,,,Algérie Télécom,Government / SOE,,Télécom Algérie Groupe,DZA,Government of the People's Democratic Republic of Algeria,DZA,,,,Government of Algeria (through Télécom Algérie Groupe),,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,Planned,,,,,African control,medium,"Algérie Télécom's project (TSA, La Patrie News, March 2025); Algérie Télécom belongs to the state-owned Télécom Algérie Groupe.","Algeria's first high-performance computing centre dedicated to AI; the Minister of Post and Telecommunications laid its foundation stone on 16 March 2025, for use by researchers, start-ups and academic institutions, to be equipped with latest-generation GPUs (We Are Tech, 17 March 2025). Two July 2026 reports (Le Jeune Indépendant, We Are Tech) say an AI data centre in Oran was put into service in March 2025, the month of the groundbreaking, so whether it is in service is unresolved. GPU models not named. Algérie Télécom's project, foundation stone laid 16 March 2025 in Akid Lotfi, east Oran, near the Méridien hotel (TSA, El Watan); AlgeriaTech (April 2026) says it is still under construction, so the July 2026 'in service' reports are taken as misdated.",https://www.wearetech.africa/en/fils-uk/news/tech/algeria-launches-construction-of-an-ai-supercomputing-center; https://www.wearetech.africa/en/fils-uk/news/tech/algeria-opens-dual-data-center-infrastructure-to-support-digital-government; https://www.tsa-algerie.com/lalgerie-lance-son-premier-data-center-dedie-a-lia/; https://elwatan.dz/le-projet-dun-data-center-dedie-a-lia-lance-a-oran-cap-sur-lintelligence-artificielle/; https://algeriatech.news/fr/algeria-oran-ai-data-center-sovereign-2026-fr/; https://lapatrienews.dz/inaugure-par-sid-ali-zerrouki-oran-se-dote-dun-centre-de-donnees-et-dintelligence-artificielle/; https://www.jeune-independant.net/oran-lancement-du-projet-du-premier-data-center-ia/,2025-03-17-ai-supercomputing-center-oran--wearetech; 2026-07-08-national-digital-services-center-dual-data-centers--wearetech; 2025-03-17-lalgerie-lance-son-premier-data-center-dedie-a-lia,2026-09-23
DZA-012,ICOSNET Oran Data Centre,DZA,Algeria,Oran,Operational,,Colocation/carrier-neutral,Cloud computing; Offsite backup,,ICOSNET,Private domestic,,,,(self),DZA,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,120,,,,,,,,"VMware (vSphere clusters, NSX, vSAN)",,,African control,low,"Algerian private operator, as for DZA-006; no owner above the company disclosed","Le Jeune Indépendant (5 July 2026) says ICOSNET, one of the pioneers of the Algerian market, runs two data centres, in Algiers (DZA-006) and Oran, offering cloud computing and offsite backup; status as of that date. Services are stated for the company, not per site. ICOSNET's Oran fact sheet puts the site at Bir El Djir, Oran, with 120 m² (the whole site: server, telecom, power and operations rooms) and a disaster-recovery service; ICOSNET sells colocation (housing) and hosting from its Algiers and Oran data centres, Oran giving geographic redundancy (icosnet.com.dz, July 2025). The fact sheet gives the address as Coopérative Mohammadia, Lot 14, Bir El Djir, with two 100 kVA generators and 2 x 30 kVA modular UPS.",https://www.jeune-independant.net/centre-national-des-services-numeriques-le-coeur-digital-de-letat-prend-vie/; https://icosnet.com.dz/wp-content/uploads/2022/09/ORAN-copy-2.pdf; https://icosnet.com.dz/hebergement-housing/; https://icosnet.com.dz/hebergement-web-en-algerie-pourquoi-choisir-icosnet/,2026-07-05-jeune-independant-centre-national-services-numeriques; 2021-11-16-icosnet-data-center-oran-fiche-technique,2026-09-23
DZA-013,National People's Assembly (APN) Data Centre,DZA,Algeria,Algiers,Operational,2024,Government,,,Assemblée populaire nationale (APN),Government / SOE,,,,Government of the People's Democratic Republic of Algeria,DZA,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,low,In-house facility of the national legislature; single source,"APN president Khalida Boufedeche toured the Assembly's data centre on 13 August 2026 and was briefed on its role securing, processing and storing the APN's data (Horizons); status rests on that visit. Holds the legislature's own data. The APN also signed an agreement in June 2026 to use the national sovereign cloud at the CNSN (DZA-001). Inaugurated on 31 October 2024 by then APN president Brahim Boughali, who asked for the remaining phases to be finished for full service (El Massar El Arabi); a delegation received at the APN's seat in Algiers toured it in July 2025.",https://www.horizons.dz/2026/08/boufedeche-visite-le-data-center-de-lapn/; https://elmassar-elarabi.dz/115285; https://elmassar-elarabi.dz/133398,2026-08-13-algeria-apn-data-center-visit; 2024-10-31-dza-apn-boughali-inaugure-centre-de-donnees,2026-09-23
DZA-014,Diar Dzair Data Centre (El Affroun),DZA,Algeria,El Affroun (Blida),Planned,,,,,Sarl Diar Dzair pour le commerce électronique et l'innovation,Private domestic,,,,(self),DZA,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,low,Algerian-registered SARL; no owner above the company disclosed,"AAPI handed Sarl Diar Dzair a land concession at El Affroun, Blida wilaya, for a data centre on 2 September 2026, expected to create 340 jobs (Algerie Eco); status as of that date. No investment amount, capacity or date given.",https://algerie-eco.com/2026/09/02/aapi-quatre-projets-dinvestissement-beneficient-de-foncier-economique-plus-de-1300-emplois-a-la-cle/; https://www.maghrebemergent.com/des-projets-ambitieux-creent-plus-de-1300-emplois-grace-a-un-foncier-economique-revitalise/,2026-09-02-algerie-aapi-diar-dzair-datacenter-blida,2026-09-21
EGY-026,Huawei Cloud Cairo Region,EGY,Egypt,Giza,Operational,2024,Hyperscale,Public cloud; AI platforms; data platforms; development platforms; Arabic large language model,,Huawei Cloud,Private foreign,,,,"Huawei Investment & Holding Co., Ltd.",CHN,"Of Huawei Investment & Holding Co., Ltd.: the Union of Huawei Investment & Holding Co., Ltd. (employee shareholding scheme) and Ren Zhengfei ([Huawei](https://www.huawei.com/en/corporate-governance/the-shareholders-meeting-and-the-representatives-commission))",,,,,"Huawei: US$300 million over five years (announced May 2024) to develop the Egypt Region, spread across more than 200 cloud services and the local partner ecosystem",,,,Evolve Holding Investment Company (GNT and MNGM trading platforms),None identified,,,,No,No (no US parent or hyperscaler service),Ownership,Huawei,Moderate,,,,,,,,,,,,Huawei Cloud,,,Other foreign control,medium,A Huawei public cloud region; Huawei is registered in China.,"Huawei launched its Cairo cloud region on 21 May 2024 at the Huawei Cloud Summit Egypt, calling it the first public cloud in the region. In June 2026 Huawei Cloud Egypt (CEO Joe Xu) cited NTRA certification, 'Tier 3 licensing' and compliance with Financial Regulatory Authority data-localisation rules. The building hosting the region, and whether Huawei owns it or rents space in a third-party data centre, is not stated. The US$300m is a five-year programme covering services and ecosystem, not the facility's capital cost. Telecom Egypt's release says the region runs in TE's Tier III data centre at Smart Village, connected to EG-IX: this row is a cloud region in rented space, not a Huawei-owned building, and the Tier III is TE's certification, not Huawei's.",https://www.huaweicloud.com/intl/en-us/news/20240523155312706.html; https://techafricanews.com/2026/06/15/huawei-cloud-strengthens-egypts-fintech-ecosystem-with-secure-cloud-and-ai-innovations/; https://thecuberesearch.com/sovereignty-just-acquired-a-pyramid-shaped-target/; https://ir.te.eg/en/CorporateNews/PressRelease/198/Telecom-Egypt-Partners-with-Huawei-Cloud-to-Host-Huawei-s-First-Public-Cloud-in-Egypt-and-Northern-Africa; https://www.huawei.com/en/corporate-governance/the-shareholders-meeting-and-the-representatives-commission,2024-05-23-huawei-cloud-cairo-region; 2026-06-15-huawei-cloud-egypt-fintech-localisation-techafricanews; 2026-09-04-egypt-sovereignty-huawei-us-ai-tender-thecube; 2024-05-21-huawei-egy-cloud-2024-cairo-cloud-region,2026-09-24
EGY-027,Hassan Allam Digital Infrastructure Data Centre,EGY,Egypt,Not announced,Planned,,Colocation/carrier-neutral,Data hosting; cloud computing; AI infrastructure,,Hassan Allam Digital Infrastructure and Data Center Solutions,Private domestic,Privately owned group,Hassan Allam Holding,EGY,Hassan Allam Holding,EGY,,,,,,Hassan Allam Digital Infrastructure and Data Center Solutions with A15: initial US$400 million for the first phase (2026),,400000000,Planned,,None identified,,,,No,No (no US parent or hyperscaler service),None identified,,Low,,,,,,,,,,Planned,,,,,African control,low,"Hassan Allam Digital Infrastructure is the data-centre arm of Hassan Allam Holding, a privately owned Egyptian group; A15's equity role, if any, is not stated","NTRA granted Hassan Allam Digital Infrastructure and Data Center Solutions a licence to build and operate a data centre (We Are Tech Africa gives Monday 15 May; iAfrica says June 2026), the tenth data-centre licence in two years. The company is developing it with technology firm A15; investment_usd is the initial first-phase US$400m, with later phases unquantified. The site is not stated. It is to serve government agencies, financial institutions and businesses. A15, a Cairo venture-capital firm, is named as strategic partner, with its equity role unstated. Searched September 2026: no site or opening year announced.",https://www.wearetech.africa/en/fils-uk/news/egypt-bets-on-data-centers-and-ai-to-drive-digital-economy-growth; https://hassanallam.com/news/hassan-allam-digital-infrastructure-launch/; https://english.ahram.org.eg/NewsContent/3/1239/570868/Business/Tech/Egypt-signs-deal-for--mln-data-centre-project-to-b.aspx; https://menastartupdigest.com/hassan-allam-and-a15-partner-on-400m-data-centre-to-fuel-egypts-ai-strategy/,2026-01-01-hassan-allam-egy-2026-data-centre-license-bw13; 2026-06-16-hassan-allam-400m-data-centre-license-wearetech,2026-09-21
SEN-009,Sénégal Numérique Datacenter ORANA,SEN,Senegal,Dakar,Operational,2004,Government,,Designated national / government data centre,"Sénégal Numérique S.A. (SENUM SA, ex-ADIE)",Government / SOE,,,,State of Senegal,SEN,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,low,State data centre run by the state's IT company SENUM SA; one source,"SENUM's 2025 presentation lists ORANA among its three data centres: built 2004, 32 TB storage, 81% utilisation; status rests on that 2025 source. SENUM hosts data for 176 state bodies across its data centres. ORANA is a SENUM site in the Dakar area; the exact location is not stated.",https://www.presidence.sn/wo/assets/documents/Communication-SENUM-CAMP-2025.pdf; https://senegalnumeriquesa.sn/en/agence/s%C3%A9n%C3%A9gal-num%C3%A9rique-une-histoire-un-avenir,2025-01-01-senum-transformation-digitale-administration,2026-09-21
SEN-010,Sénégal Numérique Datacenter Technopole,SEN,Senegal,Dakar,Operational,2008,Government,,Designated national / government data centre,"Sénégal Numérique S.A. (SENUM SA, ex-ADIE)",Government / SOE,,,,State of Senegal,SEN,,,,,,,,,,,,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,low,State data centre run by the state's IT company SENUM SA; one source,"SENUM's 2025 presentation lists Technopole among its three data centres: built 2008, 392 TB storage, 93% utilisation; status rests on that 2025 source. SENUM's head office is at the Technopôle Dakar (Pikine); that the data centre is on the same site is likely but not stated.",https://www.presidence.sn/wo/assets/documents/Communication-SENUM-CAMP-2025.pdf; https://senegalnumeriquesa.sn/en/agence/s%C3%A9n%C3%A9gal-num%C3%A9rique-une-histoire-un-avenir,2025-01-01-senum-transformation-digitale-administration,2026-09-21
MOZ-014,Maluana Data Centre (Centro de Dados de Maluana),MOZ,Mozambique,Maluana,Operational,,Government,,Designated national / government data centre,National Science and Technology Park Company (Maluana Science and Technology Park),Government / SOE,,,,Government of Mozambique,MOZ,,,,,,,,,Planned,MoRENet (HPC clusters),,,,,No,No (no US parent or hyperscaler service),,,Low,,,,,,,,,,,,,,,African control,low,"A state data centre on one source (INTIC, 2025); the owning agency is not named","INTIC published (24 July 2025) a commentary calling the Maluana data centre technically capable but under-used, because state institutions have not been mobilised to digitise and move their data to it; status rests on that source. In August 2025 the Ministry of Communications and Digital Transformation signed an MoU with Africa50 to finance a new government data centre in Maputo and the rehabilitation of the Maluana data centre (Club of Mozambique, 14 August 2025). The US Commerce Department (2021) says the government operates Maluana Park's data centre, set to host public administration systems; INTIC (2025) says state institutions have not yet moved their data there. No opening year found. In November 2021 the park's managing company described its newly launched MaluanaBytes cloud computing and storage service, and frequent power cuts at the park (360 Mozambique); the US Trade Administration (December 2021) said Maluana was set to centralise and host the government's public administration systems.",https://intic.gov.mz/podemos-falar-da-inteligencia-artificial-sem-data-center/; https://clubofmozambique.com/news/mozambique-africa50-to-finance-construction-of-three-power-lines-a-data-centre/; https://360mozambique.com/innovation/will-the-promise-of-a-mozambican-silicon-valley-be-fulfilled/; https://www.trade.gov/market-intelligence/mozambiques-digital-transformation; https://morenet.ac.mz/morenet-has-completed-the-installation-of-the-second-high-performance-computing-equipment-in-the-maluana-data-center/,2025-07-24-intic-joanguete-podemos-falar-da-inteligencia-artificial-sem-data-center; 2025-08-14-clubofmozambique-africa50-mous-power-lines-maputo-data-centre; 2021-11-24-moz-360mozambique-maluana-science-technology-park; 2021-12-22-moz-tradegov-mozambique-digital-transformation,2026-09-23
