indicator_id,progress,summary,developments,row_ids,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier
dpi.mis--health,Movement,The national laboratory built genomic sequencing capacity and applied it nationally to malaria and resistance surveillance for the first time ([report](2026-07-17-who-eritrea-genomic-sequencing-national-health-laboratory)).,"Eritrea's national health laboratory has built genomic sequencing capacity since 2024, training 15 professionals — 13 from the health ministry and two from agriculture — and applying the capability to malaria and antimicrobial-resistance surveillance for the first time nationally ([report](2026-07-17-who-eritrea-genomic-sequencing-national-health-laboratory)).

The standing platform is [DHIS2, deployed across the national health system since 2015 and run offline over the health ministry's own networks, with data entered at zone and sub-zone level and analysed centrally](2024-03-13-dhis2-eritrea-connectivity).

No coverage figure for the platform is published at any date.

The capacity behind health data is measured only historically: an assessment updated in March 2021 over 2013-2018 data found [51 per cent of the 54 health-related sustainable development indicators had a data point in the preceding five years](2021-03-15-who-score-eritrea-assessment). Nothing more recent is held.",ERI-dpi.mis-health-information-system|ERI-dpi.mis-health-data-capacity-assessment,3,ERI-dpi.mis-health-information-system,,,,,,,2026-08-31,0,HIS in the ministry's sector plan and on DHIS2; reporting completeness not published
dpi.exchange--interoperability-of-health-systems,No change,The health ministry's platform runs offline within its own networks ([account](2024-03-13-dhis2-eritrea-connectivity)); no exchange standard or shared patient identifier is recorded.,"The health ministry runs DHIS2 offline over its own local area networks, with decentralised data entry at zone and sub-zone level and centralised analysis ([account](2024-03-13-dhis2-eritrea-connectivity)); nothing states that it exchanges data with any system outside the ministry.

A nationally owned health-data programme was launched around the 2025 population and health survey, led by the statistics office and the health ministry, intended to produce timely disaggregated evidence accessible to government and partners ([case study](2025-11-24-unfpa-eritrea-ephs-2025-case-study)).

A survey programme is not interoperability. Nothing on the repository records a standard adopted, an exchange built or a patient identifier shared between systems.",ERI-dpi.mis-health-information-system,,,,,,,,,2026-08-31,0,health information system in service; no exchange between health systems or cited absence on record
dpi.exchange--interoperability-of-education-systems,No change,The ministry rates its teacher management information systems weak and sent a delegation to learn the practice ([workshop](2025-12-16-unesco-iicba-eritrea-tmis-zambia-workshop)).,"An education ministry delegation attended a regional competency enhancement workshop in Lusaka in June 2025, reported in December, to learn teacher management information system practice ([workshop](2025-12-16-unesco-iicba-eritrea-tmis-zambia-workshop)).

The education sector reform compact of September 2023 used analysis of the education management information system database to identify the barriers it addresses ([compact](2023-09-01-eritrea-2023-2027-partnership-compact)).

Both systems are described in planning documents and neither is shown exchanging data with anything else; the ministry itself rates the teacher system weak.",ERI-dpi.mis-education,,,,,,,,,2026-08-31,0,EMIS and teacher system in development; no link or cited absence on record
dpi.exchange--interoperability-of-social-protection-systems,"No change, a first statement of the position with nothing on exchange",A vulnerability database was established in the labour ministry; nothing states it exchanges data with any other system ([results report](2023-04-01-un-eritrea-annual-results-report-2022)).,"United Nations support helped the labour and human welfare ministry establish a vulnerability database to collect, collate and analyse gender-segregated data on persons with disabilities, single-women-headed households and other vulnerable groups ([results report](2023-04-01-un-eritrea-annual-results-report-2022)).

The report does not state that the database exchanges data with the population registers, the health information system or any payment mechanism, and a 2022 structured assessment records no system exchanging data across social insurance ([dataset](2022-01-01-eritrea-global-digital-identity-index-govtech)).

So the repository holds one database and no exchange, which is the whole of what can be said.",ERI-dpi.exchange-vulnerability-database,,,,,,,,,2026-08-31,0,vulnerability database with no exchange stated; no cited absence
gov.legislate--digital-payments-legislation,No change,"A regional peer assessment records a state-owned financial system with no cash machines, cards or internet banking ([evaluation](2025-07-01-esaamlg-eritrea-mutual-evaluation-report)).","A regional anti-money-laundering peer assessment, adopted in July 2025 after an on-site visit in 2024, states that Eritrea's financial system is state-owned and offers simple and less sophisticated services, with no automatic teller machines, debit or credit cards, or internet banking ([evaluation](2025-07-01-esaamlg-eritrea-mutual-evaluation-report)).

There is therefore nothing for payments legislation to regulate, and the repository holds no payment systems act, no e-money regulation and no licensing regime.

The one instrument on the ledger is a central bank legal notice ordering cash deposits, which is currency management rather than payments law.",ERI-dpi.pay-none|ERI-gov.legislate-bank-of-eritrea-cash-ultimatum,,,,,,,,,2026-08-31,0,cash-deposit notice and absent mobile money on record; no payment-systems law or cited absence
dpi.pay--g2p-functionality,No change,"The financial system has no cash machines, cards or internet banking, and no government-to-person payment rail is recorded ([evaluation](2025-07-01-esaamlg-eritrea-mutual-evaluation-report)).","Eritrea is not among the countries with live participants in, or reachable through, the Pan-African Payment and Settlement System in June 2026 ([coverage](2026-06-01-papss-payments-network-coverage-june-2026)).

The financial system it would run on has no cash machines, cards or internet banking ([evaluation](2025-07-01-esaamlg-eritrea-mutual-evaluation-report)).

Nothing on the repository records a government-to-person payment channel or a plan to build one.",ERI-dpi.pay-none,,,,,,,,,2026-08-31,0,cash dominates per 2026 trade account; government payment channels not described
dpi.pay--p2p-p2g-and-p2b-functionality,No change,"A [financial-sector modernisation project remains prospective](2026-05-11-afdb-eritrea-deepen-partnership-mission), on a financial system with [no cash machines, cards or internet banking](2025-07-01-esaamlg-eritrea-mutual-evaluation-report).","A development bank delegation visited in April 2026 and reviewed continued dialogue on a prospective financial sector modernisation project, with discussions covering financial-sector modernisation and data systems ([mission](2026-05-11-afdb-eritrea-deepen-partnership-mission)). The project is prospective, not approved.

The system it would modernise has no cash machines, debit or credit cards, or internet banking ([evaluation](2025-07-01-esaamlg-eritrea-mutual-evaluation-report)).

The position was searched again: a [sector account of the country's fintech position in March 2026 describes wallets linked to the state operator as an emerging entry point still limited in functionality, records online banking, cash machines and mobile financial applications as largely absent, and puts total online commerce at under US$10m a year](2026-03-30-eritreas-fintech-ecosystem-2026-financial-inclusion).",ERI-dpi.pay-none|ERI-finance.mou-afdb-mission|ERI-dpi.pay-banked-population,2,ERI-dpi.pay-none,,,,,,,2026-08-31,0,"operator-linked wallets described as emerging and limited, trade account only; no licensed mobile-money operator"
finance.mou--strategic-relationships,Movement,A development bank mission in April 2026 reopened dialogue on a prospective financial-sector modernisation project ([mission](2026-05-11-afdb-eritrea-deepen-partnership-mission)).,"A development bank delegation led by its East Africa director general met the senior adviser to the president and the finance minister in April 2026, with line-ministry discussions covering financial-sector modernisation and data systems, and both sides reviewing continued dialogue on a prospective project ([mission](2026-05-11-afdb-eritrea-deepen-partnership-mission)).

The standing umbrella instrument is the 2022-2026 cooperation framework with the United Nations development system, which seeks to expand access to health coverage, education, social protection, energy and digital connectivity ([framework](2021-01-01-un-eritrea-sustainable-development-cooperation-framework-2022-2026)).

That framework expires in 2026 and the repository holds no successor.",ERI-finance.mou-afdb-mission,,,,,,,,,,,
dpi.govtech--e-government-services,"No change, a first statement of the position with no citizen-facing service on the repository",The one government digital system inaugurated in the window is an internal customs platform ([account](2026-01-08-undp-eritrea-asycuda-world-digital-customs)).,"Eritrea inaugurated a customs platform in January 2026, replacing legacy software operational since 2007, with full source-code transfer to the government, an intranet architecture connecting all customs stations independent of continuous internet access, solar-powered servers and a ten-month capacity-building programme ([account](2026-01-08-undp-eritrea-asycuda-world-digital-customs)). It serves customs officials, not the public.

The standing external measurement is the 2024 United Nations e-government survey ([technical appendix](2024-10-30-un-egovernment-survey-2024-technical-appendix)); its country-level index values for Eritrea are not in the text held, so the repository names the measurement without carrying its numbers.

No online government service a citizen could use is recorded anywhere on the repository.",ERI-dpi.govtech-online-services|ERI-dpi.exchange-asycuda-world,1,ERI-dpi.govtech-online-services,,,,,,,2026-08-31,0,2022 govtech dataset records no online public service portal; no citizen-facing service since
include.access--citizen-feedback-portals,"No change, a first statement of the position and the channel is one operator's, not government's",The state telecommunications provider runs a web complaint form for internet faults; no whole-of-government channel exists ([complaint hub](2026-08-31-eritel-internet-complaint-hub)).,"The sole state telecommunications provider operates a live web form for internet-connectivity, website-access and web-application problems, with telephone and email alternatives ([complaint hub](2026-08-31-eritel-internet-complaint-hub)). It is the clearest operational digital feedback channel located, and it is narrowly sector-specific.

Nothing on the repository records a government complaint portal, a service-standards charter or a published response record, and there is no freedom of information law under which an unanswered complaint could be pursued ([review contribution](2026-01-01-unesco-upr46-eritrea-freedom-of-information)).

The repository holds no volume of complaints made or resolved.",ERI-include.access-eritel-complaints,,,,,,,,,2026-08-31,0,"Only the state telecom operator's customer complaint form, not a channel for feedback to government (CC)"
gov.regional--shared-regional-infrastructure,No change,Planned regional cable and data-infrastructure projects carried no commitment to serve Asmara in 2021 ([overview](2021-06-21-world-bank-overview-digital-development-horn-of-africa-eritrea)).,"A regional digital development overview records that planned submarine and festoon cable and regional data-infrastructure projects lack a commitment to serve the region as a whole, including Asmara ([overview](2021-06-21-world-bank-overview-digital-development-horn-of-africa-eritrea)).

The repository holds no cable landing and no cross-border interconnection for the country.",ERI-gov.regional-connectivity-gap|ERI-infra.connect-submarine-cable,1,ERI-infra.connect-submarine-cable|ERI-gov.regional-connectivity-gap,,,,,,,2026-08-31,0,no cable landing; planned regional projects carry no commitment to serve Asmara
infra.connect--mobile-affordability,"No change, no affordability figure held",No affordability ratio is held; the operator's published terms put a fixed line at a one-time 882 nakfa ([terms](2025-01-01-eritel-apply-for-services)).,"No entry-level broadband price for the country is held at any date, so no affordability ratio can be stated and no direction is given.

The operator's own published terms are the only prices the repository holds directly: [a fixed telephone line costs a one-time payment of 882 nakfa on top of a written request, an application form and a copy of the identity card](2025-01-01-eritel-apply-for-services), and [prepaid mobile recharge is sold in denominations of 110 and 330 nakfa, recharged by a dialled code](2025-01-01-eritel-faqs). No tariff per minute or per gigabyte is published.",ERI-infra.connect-affordability|ERI-include.access-eritel-service-terms,,,,,,,,,,,
capacity.literacy--digital-literacy-civil-service,"No change, a first statement of the position and it records one regional activity, not a scheme","One regional training reached 108 government employees in computer technology and networking, 63 of them women ([report](2025-11-01-shabait-anseba-vocational-training-government-employees)).","A workers' confederation branch provided vocational training in computer technology and computer networking to 108 government employees and force members, 63 of them women, reported in November 2025 ([report](2025-11-01-shabait-anseba-vocational-training-government-employees)).

It is the clearest documented evidence that digital training reaching government employees exists, and it is a regional activity rather than a permanent nationwide scheme; no standing instrument was located at the probe date. The 2005 education ICT policy requires training only for education-sector staff ([policy](2005-07-01-eritrea-national-policy-ict-in-education)).

The repository holds one course and no measure of civil-service digital skills.",ERI-capacity.literacy-civil-service,,,,,,,,,,,
capacity.training--dt-related-university-facilities-and-qualifications,Movement,"The engineering college showed 26 research papers and 29 demonstrations from 1,694 students, 39% of them women ([report](2026-05-08-shabait-mai-nefhi-engineering-day)).","Mai Nefhi College of Engineering and Technology held its engineering day in May 2026 under the theme of innovation for national development, showing 26 research papers and engineering solutions, 32 illustrations and 29 engineering demonstrations, from a college of 1,694 students of whom 39% are women, across five-year degree and three-year diploma programmes ([report](2026-05-08-shabait-mai-nefhi-engineering-day)).

The qualifications themselves are longstanding: the institute of technology, established in 2004 and restructured into autonomous colleges in 2018, offers computer engineering degrees and computer, communication and electrical technology diplomas ([account](2019-07-17-shabait-eit-12th-commencement)).

The repository holds student numbers and event output, and no graduate count or employment destination.",ERI-capacity.training-mai-nefhi,3,,29.0485,% of tertiary graduates,2016,ref:uis-stem-graduates@2026-02-09,,,2026-08-31,0,on the country's reported figure via uis-stem-graduates
tech.ai--use-of-ai-in-sectoral-management-information-systems,"No change, a first statement of the position and the only such system on the repository","One agricultural expert system, described by the ministry as part of artificial intelligence, gives farmers guidance when extension workers are unavailable ([account](2021-01-16-shabait-agricultural-strategic-information-system-eritrea-ai)).","The agriculture ministry's strategic information system division, established in 2019, includes an agricultural expert system that the ministry itself describes as part of artificial intelligence, used to give farmers guidance when extension workers are unavailable ([account](2021-01-16-shabait-agricultural-strategic-information-system-eritrea-ai)).

It is the only documented instance of a named artificial-intelligence component inside an Eritrean sectoral management information system, and the account is the ministry's own with nothing testing its use or effect.

The repository holds no later statement of whether the system still runs.",ERI-tech.ai-agricultural-expert-system,3,ERI-tech.ai-agricultural-expert-system,,,,,,,2026-08-31,0,"agriculture ministry's own description of an expert system as AI, 2021 state media"
tech.ai--control-of-ai-abuse,"No change, a first statement of the position and the only response on the record is external",AI-generated war imagery circulated widely and was documented by external fact-checking ([fact check](2026-04-02-afp-factcheck-ai-warfare-ethiopia-eritrea)).,"A fact-checking service documented AI-generated images and videos through 2026 — tanks entering Assab, the president pursued by a foreign army chief, troops surrendering — circulating from both pro-Ethiopian and pro-Eritrean accounts, drawing large engagement and inflaming war narratives ([fact check](2026-04-02-afp-factcheck-ai-warfare-ethiopia-eritrea)).

The response on the record is entirely external. Eritrea has no artificial-intelligence law, no national strategy and no regulator ([review](2026-06-08-levellers-ai-regulation-eritrea)), and no data-protection authority to which a person depicted could complain ([redetermination](2026-08-01-lawlab-africa-eritrea-data-protection)).

There is no domestic mechanism of any kind on the repository for identifying, labelling or removing synthetic media.",ERI-tech.ai-synthetic-media,,,,,,,,,2026-08-31,0,only external fact-checking on record; no cited absence of rule or authority
tech.innovate--technology-hubs,"No change, a first statement of the position and one hub on the repository","One technology hub is documented: a youth union training centre teaching electronics, programming and robotics ([account](2025-04-09-shabait-innovation-hub-nueys-youth-entrepreneurship)).","The Youth Innovation and Entrepreneurship Hub, established in 2023 by the national union of Eritrean youth and students, runs three levels of six-month technical training in electronics, Python, Scratch, robotics and soldering, primarily for students in grades 9 to 11 ([account](2025-04-09-shabait-innovation-hub-nueys-youth-entrepreneurship)).

It is the clearest documented operating technology hub in Eritrea, and it is a training centre rather than an incubator: nothing on the repository records a company founded through it, investment placed or a product taken to market.

No commercial or university-attached hub is recorded anywhere.",ERI-tech.innovate-nueys-hub,2,ERI-tech.innovate-nueys-hub,,,,,,,2026-08-31,0,one youth-union hub running training courses; no incubation cohorts on record
digital.localgov--ict-infrastructure-for-local-government,"No change, no assessment held",No assessment of ICT at sub-national government offices is held; a 2002 education sector note lists such a chapter the captured text does not reach ([sector note](2002-07-08-worldbank-eritrea-education-training-sector-note)).,"The only candidate is a 2002 World Bank education and training sector note whose contents list a chapter on information and communication technology infrastructure ([sector note](2002-07-08-worldbank-eritrea-education-training-sector-note)); the captured text does not reach it, so no figure for sub-national offices is held.

Nothing later on the repository measures ICT at sub-national government offices, so neither a level nor a direction can be stated.",ERI-digital.localgov-ict,,,,,,,,,2026-08-31,0,only source does not reach its ICT chapter
gov.discourse--non-governmental-contribution-to-national-policy,Movement,"Technical workshops in Asmara brought government, academic, private-sector and non-governmental participants into planning for the first time on the repository ([workshops](2026-08-25-eurac-nbs4water-geodesign-asmara)).","A water project held two rounds of geodesign workshops in Asmara in July 2026 with more than twenty government, academic, private-sector and non-governmental participants, using a geodesign platform with high-resolution hydrological modelling for two catchments, alongside a modelling training session for Eritrean technical experts ([workshops](2026-08-25-eurac-nbs4water-geodesign-asmara)).

Eritrea completed its first national development plan, described as drafted through participatory, gender-responsive and results-based methods with cross-ministerial and stakeholder consultation ([annual report](2026-06-01-undp-eritrea-annual-report-2025-ndp)).

Both accounts are the conveners' own descriptions of process, not independent evidence of influence, and they sit against a surveillance system a UN commission found was used to instil fear ([findings](2015-06-05-un-coi-eritrea-detailed-findings-chapter-vi)).",ERI-gov.discourse-participation,2,ERI-gov.discourse-participation,,,,,,,2026-08-31,0,Ad hoc workshops with non-governmental participants; no required or standing consultation with published responses
infra.connect--internet-usage,"No change, a first measurement with no earlier figure behind it","About [27% of the population uses the internet, with fixed broadband subscriptions effectively negligible](2025-01-01-eritrea-digital-watch-country-profile).","A country profile carries the 2023 international telecommunication union figures: [85% of the population covered by a mobile-cellular network, 35% by at least third-generation service and 0% by at least fourth-generation, with fixed broadband subscriptions effectively negligible](2025-01-01-eritrea-digital-watch-country-profile), and puts [internet use at about 27% of the population on a separate estimate](2025-01-01-eritrea-digital-watch-country-profile).

Coverage and use are two different numbers here and the gap between them is the finding. [Five-sixths of the population live inside a mobile-cellular signal, about a third inside one carrying third-generation data and none inside fourth-generation](2025-01-01-eritrea-digital-watch-country-profile), while about a quarter use the internet at all. With [no public submarine cable landing station, the operator's internet connectivity relies on geostationary satellite links](2025-01-01-eritrea-digital-watch-country-profile), which is the ceiling under all three.

These are first figures for this repository with nothing earlier behind them, so no direction can be stated.",ERI-infra.connect-network-coverage,1,,14.3,% of population,2020,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,"on the compiler's modelled estimate (itu-sdg-17-8-1-internet-use), no survey since 2015"
infra.cybersec--national-cybersecurity-readiness,"No change, a first stated position with no earlier account behind it",There is [no public national cybersecurity strategy](2025-01-01-eritrea-digital-watch-country-profile); the one recorded incident is a government announcement.,"A country profile records that [Eritrea has no public national cybersecurity strategy](2025-01-01-eritrea-digital-watch-country-profile).

The single incident on record is the state's own account of it: in [May 2024 the government publicly announced that the country's internet system had been hit by what it called a massive cyberattack, repelled without service interruption](2025-01-01-eritrea-digital-watch-country-profile). No incident detail, attribution, response body or computer emergency response team is named, and nothing independent corroborates either the attack or its repulse.

That is the whole of what this repository holds on cybersecurity for the country - one stated absence and one unverifiable claim.",ERI-infra.cybersec-national-strategy,1,ERI-infra.cybersec-national-strategy,,,,,,,2026-08-31,0,2025 profile records no public strategy; no CERT or response body on record
gov.policy--ict-strategy,"No change, a first stated position with no earlier account behind it",The sector rests on a [1998 communications proclamation and its regulations](2025-01-01-eritrea-digital-watch-country-profile); the only sectoral policy named is [for education](2026-09-02-eritrea-technology-education-profile).,"The repository holds no national digital or ICT strategy for this country. What it holds instead is the sector's legal furniture, listed in a country profile and not held as text: [Communications Proclamation 102 of 1998, which set the legal basis for communications, the Regulations on Telecommunications Networks and Services issued as Legal Notice 43 of 1998, and a 2003 proclamation establishing the state telecommunications corporation](2025-01-01-eritrea-digital-watch-country-profile).

The one sector-specific policy named anywhere is [a National Policy for ICT in Education setting goals for connectivity, ministry systems, staff training and school use of technology](2025-01-01-eritrea-digital-watch-country-profile). The [2018-2022 National Education Sector Plan carries it forward, aiming at technology infrastructure and e-learning options, on the back of an ICT in education initiative the ministry launched in January 2005](2026-09-02-eritrea-technology-education-profile).

The sector plan states its own result: [incorporating technology in education remains difficult for want of facilities, equipment and teacher training](2026-09-02-eritrea-technology-education-profile). Neither the policy nor the plan is held as a document, and the profile carrying them is a legacy platform its publisher states is no longer updated.",ERI-gov.legislate-communications-proclamation|ERI-gov.policy-ict-in-education,,,,,,,,,2026-08-31,0,1998 communications law known only through a profile; no ICT or telecoms policy or strategy on record
dpi.mis--tax,Movement,Bids for an [integrated tax administration system were invited in September 2023](2023-09-07-eritrea-eritas-spn-afdb); the financier [rated implementation satisfactory in June 2026](2026-06-15-afdb-estap-eritas-implementation-progress-report).,"2023-09-07 - the finance ministry [invited sealed bids for the supply, installation and configuration of an integrated tax administration system with its hardware and IT equipment, under a development bank governance-sector project](2023-09-07-eritrea-eritas-spn-afdb).

The scope is a full replacement, not an add-on: [implementation services with training, change management and quality assurance; cleaning, validation and migration of legacy data from the current system; deployment from a main production site to other locations in the capital and to every inland revenue office in the zobas; data replication and business continuity for disaster recovery; and support under a service level agreement](2023-09-07-eritrea-eritas-spn-afdb).

The tender proceeded: the financier's June 2026 supervision report records [software licences, hardware and installation complete and implementation rated satisfactory](2026-06-15-afdb-estap-eritas-implementation-progress-report). No go-live date is published.",ERI-dpi.mis-tax-administration,2,ERI-dpi.mis-tax-administration,,,,,,,2026-08-31,0,"integrated tax system procured 2023, not live; no e-filing or e-payment on record"
dpi.registry--civil-register,No change,The [2025 vital statistics return leaves registration completeness blank](2025-01-01-eritrea-2025-vital-statistics-metadata-questionnaire); the only structural account of the system is from 2002.,"The country's [return to the United Nations vital statistics questionnaire for reporting year 2025 leaves the completeness fields for birth and death registration blank](2025-01-01-eritrea-2025-vital-statistics-metadata-questionnaire), so no registration completeness estimate is reported at all - which is itself the most current statement the repository has.

The only description of the system's shape is twenty-four years old and is stated as such: [birth registration then ran under a transitional civil code in eight named urban areas only and not in rural areas, was optional rather than obligatory even there, was kept for administrative purposes with no statistical data retained, and the urban offices did not know their own annual registered births](2002-10-21-eritrea-demographic-profile-birth-registration). The same account records that [no proper registration system or population census had been conducted before or since independence in 1991](2002-10-21-eritrea-demographic-profile-birth-registration).

Nothing between those two dates is held, so whether the 2002 position still describes the system cannot be stated - only that nobody has reported a completeness figure since.

What is known about document practice comes from outside: a foreign ministry's [country of origin report of December 2023 describes how passports and civil documents are applied for, including from abroad](2023-12-31-netherlands-eritrea-country-origin-information-report). No national registration figures are published.",ERI-dpi.registry-civil-registration,,,,,,,,,2026-08-31,0,registration partial with no figures; whether digital or paper not stated
dpi.pay--population-uptake,"No change, a first measurement with no earlier figure behind it","More than [70% of Eritreans are estimated to remain unbanked](2026-03-30-eritreas-fintech-ecosystem-2026-financial-inclusion), with cash dominating economic activity.","A trade account of the country's position in 2026 estimates that [more than 70% of Eritreans remain unbanked, on a highly centralised financial system of a small number of state-owned banks, one of which provides the majority of retail banking](2026-03-30-eritreas-fintech-ecosystem-2026-financial-inclusion). It links that structure to [limited competition, minimal innovation and heavy reliance on manual processes, with online banking, cash machines and mobile financial applications largely absent so cash continues to dominate](2026-03-30-eritreas-fintech-ecosystem-2026-financial-inclusion).

The digital economy it would serve is correspondingly small: [total online commerce is estimated at under US$10m a year, and mobile penetration was just under 60% of population in 2022, ranked 191st of 209 economies](2026-03-30-eritreas-fintech-ecosystem-2026-financial-inclusion).

These are a trade publication's estimates, not a central bank or survey series, and no official financial inclusion measurement for the country is held at any date. The figure is reported for what it is.",ERI-dpi.pay-banked-population,,,,,,,,,,,
dpi.exchange--use-of-digital-id-in-other-systems,"No change, a first stated position with no earlier account behind it",The identity card is [required to open a telephone line](2025-01-01-eritel-apply-for-services) - the one documented use of it by another system.,"With [no foundational digital identity system in service](2025-07-26 Eritrea's population digital identity - challenges ahead), there is no digital credential for another system to consume. What the repository can show is the paper card being used as a precondition: the state operator requires, for a fixed telephone line, [a written request with address and contact number, a completed application form, a copy of the identity card and a one-time payment of 882 nakfa](2025-01-01-eritel-apply-for-services).

That is a documentary check at a counter, not an authentication against a register, and it runs the wrong way round from what this indicator asks: the card gates access to a service rather than a service verifying against an identity system. It is the only such link the repository holds.

The other established dependency is internal to the state: [a national identity document is required before an Eritrean passport can be issued](2026-03-02-uk-gov-eritrea-knowledge-base-profile).",ERI-include.access-eritel-service-terms|ERI-dpi.id-national-identity-card,3,ERI-include.access-eritel-service-terms,,,,,,,2026-08-31,0,"ID card copy required for a telephone line, on the operator's own terms; no verification service"
gov.policy--digital-transformation-strategy,No change,No national digital transformation strategy is held. What exists is sectoral: a policy for [technology in education](2026-09-02-eritrea-technology-education-profile) and a geospatial framework action plan.,"The repository holds two sectoral instruments touching digital questions and no overarching one. The first is the policy for [technology in education](2026-09-02-eritrea-technology-education-profile), which governs one sector. The second is a [domesticated geospatial information framework action plan filed in April 2026](2026-04-06-uneca-eritrea-domesticated-igif-action-plan), which concerns one class of data.

Against that, the telecommunications union's own survey of national plans [records the country as having no adopted broadband strategy](2019-01-01-itu-broadband-strategies-policies-plans-2019). A country with a sector policy for schools, an action plan for maps and nothing for the network they both run on has no strategy in the sense this indicator asks about, and nothing on the repository records one being drafted.",ERI-gov.policy-ict-in-education|ERI-gov.policy-igif|ERI-gov.policy-broadband-strategy,2,ERI-gov.policy-ict-in-education,,,,,,,2026-08-31,0,"only a sectoral ICT-in-education policy on record, via a secondary profile; no national digital strategy"
gov.policy--broadband-strategy,No change,The telecommunications union's own survey of national plans [records the country as having none](2019-01-01-itu-broadband-strategies-policies-plans-2019). Nothing later on the repository records one being adopted.,"The absence is documented rather than merely unfound. The telecommunications union's survey of broadband strategies, policies and plans [carries the country in its table with no plan against it](2019-01-01-itu-broadband-strategies-policies-plans-2019); neighbouring entries in the same table carry theirs, so the reading is unambiguous.

What governs the sector instead is the [communications proclamation of 1998](1998-03-02-eritrea-communications-proclamation-102), which makes the ministry's communications department sole regulator and sets the development of national communications capability as an objective without setting a target for it. Nothing published since names a broadband target, a coverage obligation or a date.",ERI-gov.policy-broadband-strategy|ERI-gov.legislate-communications-proclamation,1,ERI-gov.policy-broadband-strategy,,,,,,,2026-08-31,0,no adopted broadband plan on the telecommunications union's 2019 country table
gov.policy--data-storage-cloud-strategy,No change,"No storage or cloud strategy is held. The nearest thing to a stated position is the state operator's own [private cloud service](2026-08-31-eritel-private-cloud-services), hosted in its own data centres.","Nothing on the repository states where government data should be held, on whose equipment, or under what terms. The one document that describes domestic hosting at all is a commercial one: the state operator's [private cloud service page](2026-08-31-eritel-private-cloud-services), which offers subscription storage hosted entirely in the operator's own facilities.

That makes domestic hosting the practical default without anyone having chosen it as a policy. No public body's hosting arrangement is published, no procurement rule addresses it, and [no local data-storage requirement is recorded](2022-01-01-uneca-dtri-eritrea-digital-trade-regulatory-country-profile).",ERI-infra.store-eritel-private-cloud|ERI-gov.policy-data-localisation,1,ERI-gov.policy-data-localisation,,,,,,,2026-08-31,0,"No hosting or cloud policy on record; the state operator's commercial private cloud is a service, not a policy"
gov.policy--data-localisation-policies,No change,"No localisation or residency rule is held. Domestic hosting happens anyway, because the [only provider-hosted cloud on the repository](2026-08-31-eritel-private-cloud-services) is the state operator's own.","No instrument states where public or personal data may be held. There is no hosting duty on public bodies, no rule on transfers out and no authority that could grant or refuse one, the [data-protection law itself being absent](2026-08-01-lawlab-africa-eritrea-data-protection).

What produces localisation in practice is the shape of the market rather than a rule. The state operator's [private cloud](2026-08-31-eritel-private-cloud-services) is hosted in its own data centres, and no foreign provider is recorded serving the country. Data stays where it is because there is nowhere else for it to go, which is not the same position as a country that has chosen it.",ERI-gov.policy-data-localisation|ERI-infra.store-eritel-private-cloud|ERI-gov.protect-none,1,ERI-gov.policy-data-localisation,,,,,,,2026-08-31,0,"No localisation or residency rule; hosting at home is practice, not a legal duty"
gov.policy--open-data-policy,No change,"No open data policy or licence is held. Government data reaches the public as survey reports, not as datasets.","Nothing on the repository names an open data policy or a licence under which government data is released; a 2022 dataset records only [a basic open data portal](2022-01-01-eritrea-global-digital-identity-index-govtech). The [national population and health survey of 2025](2025-09-01-unfpa-eritrea-ephs-2025-data-for-development) is the largest data-collection exercise in fifteen years, and its output was a report scheduled for the following year rather than a published dataset.

The pattern holds across the repository: the [geospatial capacity programme](2026-03-01-uneca-eritrea-geospatial-capacity-workshop) produces trained analysts and classified imagery for ministry use, and nothing produced under it is published. Data here is produced for the state's own use, and the question of releasing it has not been put.",ERI-gov.policy-open-data-policy|ERI-data.open-survey-data-for-development,2,ERI-gov.policy-open-data-policy,,,,,,,2026-08-31,0,A basic portal recorded in 2022 with no policy or licence behind it
gov.protect--data-protection-authority,No change,No data-protection law and no authority. A [legal survey](2026-08-01-lawlab-africa-eritrea-data-protection) and a [regional policy matrix](2025-09-01-hoai-digital-policy-matrix-update-data-protection-nascent) agree that neither exists.,"There is nothing to supervise and no one to supervise it. A [legal survey](2026-08-01-lawlab-africa-eritrea-data-protection) records no data-protection statute, and a [regional policy matrix](2025-09-01-hoai-digital-policy-matrix-update-data-protection-nascent) places the country at the nascent end of its own scale. A [digital trade regulatory profile](2022-01-01-uneca-dtri-eritrea-digital-trade-regulatory-country-profile) reaches the same finding from a different direction.

The absence has consequences elsewhere on this ledger. Without an authority there is no route for a complaint about personal data, no body that could authorise a transfer out of the country, and nothing that could act on synthetic or manipulated media. Each of those reads as a separate gap; all of them are this one.",ERI-gov.protect-none,1,ERI-gov.protect-none,,,,,,,2026-08-31,0,No law and so no authority provided for; reconfirmed August 2026
