row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
GHA-dpi.registry-business-registration-platform,GHA,dpi.registry,Digital public infrastructure,instrument,Business registration platform,Piloting,2026-07-22,"In pilot, launch given only as the coming months",,,,Baseline not held,,"End-to-end filing from name search to certification with no physical submission, integrating with national identification for verification",2026-07-23-ghana-amcham-registrar-general-business-registration-digital-reforms,,a companion beneficial-ownership verification service pilots with banks on a subscription basis
GHA-dpi.registry-births-and-deaths-registry-digitisation,GHA,dpi.registry,Digital public infrastructure,instrument,Births and deaths registry digitisation,Implemented,2025-07-16,"181,000 security papers received July 2025",2025-07-16,,,No change,"Decentralised printing across 470 offices in 261 districts with electronically signed certificates, and 881,000 copies needed to clear the backlog",Unchanged; nothing dated since,2025-07-16-births-deaths-registry-backlog-graphic,,whether the backlog cleared is not established
GHA-dpi.registry-land-cadastre-digitalisation,GHA,dpi.registry,Digital public infrastructure,instrument,Land cadastre digitalisation,In development,2023,Project expected to commence 2023,Since 2023,,,No change,A fit-for-purpose cadastre programme expected to commence in 2023,Unchanged; no dated progress on file,2023-01-01 Digitalization of Land Administration in Ghana (Lands Commission),,the date is a year-precision proxy off an undated slide deck
GHA-data.statistics-quarterly-employment-statistics,GHA,data.statistics,Digital public infrastructure,instrument,Quarterly employment statistics,Planned,2026-07-15,The finance minister asked the statistical service to develop a methodology,,,,No change,None published,"Still none published, with a methodology requested in July 2026 and no timetable",2026-07-15-finance-minister-gss-quarterly-employment-data-myjoy,,
GHA-digital.localgov-local-government-electronic-services,GHA,digital.localgov,Digital public infrastructure,instrument,Local government electronic services,Not held,2026-08-05,No statement on file,,,,Baseline not held,,Nothing held; the public-sector reform strategy names local government only as an integration target,2026-07-30-graphic-npsrs-ii-public-services-full-digitisation,,"a district service platform, or a local-government digitisation report, would settle it"
GHA-gov.protect-data-protection-act-2012,GHA,gov.protect,Governance and regulation,instrument,Data Protection Act 2012,Implemented,2026-08-05,Since 2012,2012,,,No change,"In force as the sole general data-protection statute, with controllers and processors the regulated class","In force and unamended, with a draft replacement published during 2025 and not enacted","2026-02-27-minister-data-protection-foundation-techreview|2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026",,"reaches controllers and processors, not the data-broker layer an operator names as the leak"
GHA-gov.protect-draft-data-protection-act-2025,GHA,gov.protect,Governance and regulation,instrument,Draft Data Protection Act 2025,In development,2026-01-11,Draft published during 2025,,,,Baseline not held,,"A draft that would require domestic storage of data critical to national security, civil registration and sensitive personal data including children's, biometric, health and genetic data","2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026",,known only from a third-party roundup; no draft text and no month within 2025
GHA-gov.protect-data-protection-commission,GHA,gov.protect,Governance and regulation,instrument,Data Protection Commission,Implemented,2026-08-05,Governing board sworn in 2025-08-01,2012,,,Advanced,"Operating under the 2012 Act, with a new governing board sworn in that day and tasked with a national data-governance framework","Operating, with 2026 declared a year of enforcement and a size-banded fee schedule in force from 2026-02-02",2025-08-01-ghana-new-data-protection-board-techafricanews|2026-01-26-dpc-crackdown-2026-enforcement-myjoy,,the baseline date and the swearing-in are the same day
GHA-gov.protect-upgrade-of-the-data-protection-regulator-to,GHA,gov.protect,Governance and regulation,instrument,Upgrade of the data-protection regulator to an authority,Planned,2026-08-05,Announced 2025-08-01,2025-08,,,No change,"Announced by the minister at the board swearing-in, with no bill","Announced, with no bill, no timetable and no further mention on file in twelve months",2025-08-01-ghana-new-data-protection-board-techafricanews,,
GHA-gov.protect-data-protection-enforcement-actions,GHA,gov.protect,Governance and regulation,measure,Data-protection enforcement actions,,2026-08-05,2026 declared a year of enforcement,,,,No change,No enforcement figures published,"Still no fine, prosecution or registered-controller count published, twelve months on",2026-01-27-deputy-minister-data-protection-collaboration-myjoy|2026-01-26-dpc-crackdown-2026-enforcement-myjoy,,the only quantities published are awareness ones
GHA-gov.legislate-data-harmonisation-bill,GHA,gov.legislate,Governance and regulation,instrument,Data Harmonisation Bill,In development,2026-07-30,Public consultation 19 to 27 November 2025,,Planned,2025-08-01,Advanced,"Named as a forthcoming Act the new board must support, with no draft","Consulted on and still a bill, renamed an Act in the July 2026 AI plan, not laid before Parliament",2025-10-23-data-harmonisation-bill-2025-consultation-graphic|2026-07-30-ghana-10-year-ai-implementation-roadmap,,the information technology agency would be both regulator and technical enforcer of the standards
GHA-gov.legislate-data-exchange-act,GHA,gov.legislate,Governance and regulation,instrument,Data Exchange Act,Planned,2026-07-30,First named 2026-07-29,,,,Advanced,None published,"Named by the ministry as a statute distinct from harmonisation, carrying interoperability and inter-agency sharing, with no draft or timetable",2026-07-30-ghana-10-year-ai-implementation-roadmap,,
GHA-gov.legislate-information-technology-agency-bill,GHA,gov.legislate,Governance and regulation,instrument,Information technology agency bill,In development,2026-07-16,Reforms announced 2026-07-15,,,,Baseline not held,,"A draft that would overhaul the 2008 law, license every technology business, certify professionals, regulate artificial intelligence and blockchain and levy 1% on services, and split the agency's regulatory and commercial arms",2026-07-16-nita-split-regulatory-commercial-myjoy|2026-05-26-tech-consultant-questions-15-digital-bills-myjoy|2026-05-30-nita-bill-sam-george-responds-critics-myjoy,,the minister's answer to critics is that detail comes in a later legislative instrument
GHA-gov.legislate-emerging-technologies-bill,GHA,gov.legislate,Governance and regulation,instrument,Emerging Technologies Bill,In development,2026-01-11,To be laid before Parliament in 2026,,,,Baseline not held,,"A draft that would create an emerging-technologies agency for cross-functional compliance across artificial intelligence, blockchain, connected devices, cloud and quantum, with voluntary startup registration","2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026",,the chosen vehicle instead of a standalone AI act; no text held
GHA-gov.legislate-electronic-transactions-bill-2025,GHA,gov.legislate,Governance and regulation,instrument,Electronic Transactions Bill 2025,In development,2026-01-11,"Draft published on the ministry's site, dated 2025-10-20",,Implemented,2025-08-01,Advanced,"The 2008 electronic transactions Act as the standing baseline, with no replacement on record","A draft that would mandate age verification for child-accessible services, ban targeted advertising to children and impose risk assessments and semi-annual transparency reports on very large platforms","2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026",,"the prior status describes the 2008 Act it would replace, not the bill"
GHA-gov.legislate-identity-agency-act-amendment,GHA,gov.legislate,Governance and regulation,instrument,Identity agency Act amendment,In development,2026-08-05,"Sent to Parliament, reported 2025-08-27",,,,Baseline not held,,Would place the identity agency permanently under the interior ministry and grant security agencies defined access to the biometric citizen database,2025-08-27-ghana-restructure-nia-law-enforcement-biometricupdate,,the base carries nothing after August 2025 despite the civil-liberties objections it drew
GHA-gov.legislate-sim-re-registration-legislative-instrument,GHA,gov.legislate,Governance and regulation,instrument,SIM re-registration legislative instrument,Planned,2026-08-05,Stated ready to be laid 2025-12-05,,,,Stalled,,"Still not laid on file, with the first-quarter 2026 start date passed and a later-in-2026 rollout restated in February",2025-12-05-ghana-new-sim-registration-2026-telecomreview|2026-02-27-minister-data-protection-foundation-techreview,,"no baseline at the window's opening, but a stated target has passed undelivered"
GHA-gov.legislate-virtual-asset-service-providers-act-2025,GHA,gov.legislate,Governance and regulation,instrument,Virtual Asset Service Providers Act 2025,"Implemented, licensing guidelines in development",2026-08-05,Passed during 2025,,,,Baseline not held,,"In force on the regulator's account, risk-based and technology-neutral with capital adequacy, client-asset custody and anti-money-laundering duties, with the licensing requirements still being built",2026-08-02-ghana-upsa-roundtable-regulating-digital-assets|2026-07-16-bog-new-digital-banking-framework-myjoy,,"the Act's text is not held, so every characterisation is the regulator's own"
GHA-gov.standards-cyber-and-information-security-directive-202,GHA,gov.standards,Governance and regulation,instrument,Cyber and Information Security Directive 2026,Implemented,2026-08-05,Launched 2026-03-26,,Implemented,2025-08-01,Advanced,"An earlier directive in force, text and date not held","In force as the country's first comprehensive AI-governance framework for financial institutions, with cloud-security rules, proportionality by size and risk and mandatory board-level accountability",2026-03-26-bog-cyber-information-security-directive-myjoy|2026-07-16-bog-new-digital-banking-framework-myjoy,,the governor states the industry was consulted before issue
GHA-gov.legislate-digital-banking-framework,GHA,gov.legislate,Governance and regulation,instrument,Digital banking framework,In development,2026-07-16,Completed and readied for consultation 2026-07-16,,,,Baseline not held,,"Framework and comprehensive draft guidelines complete, awaiting stakeholder consultation before implementation, with no date",2026-07-16-bog-new-digital-banking-framework-myjoy,,
GHA-gov.legislate-digital-economy-and-innovation-development-f,GHA,gov.legislate,Governance and regulation,instrument,Digital Economy and Innovation Development Fund Bill,In development,2026-07-30,Stakeholder session 2026-07-27,,,,Baseline not held,,"Under legislative review, converting the universal-access fund into a wider digital-infrastructure, innovation and skills fund; levy rate, governance structure and the fate of the rural-access earmark all unestablished",2026-07-30-ghana-amcham-digital-economy-fund-bill-stakeholder-talks,,the draft text is not published by the ministry under any heading
GHA-gov.policy-national-ai-strategy-2023-2033,GHA,gov.policy,Governance and regulation,instrument,National AI Strategy 2023-2033,Implemented,2026-08-05,"Cabinet approval April 2026, public launch 2026-04-24",,In development,2025-08-01,Advanced,"In preparation with regional and donor partners, not approved or funded","Approved and launched, with the text held from 2026-08-05; a ten-year implementation plan with annual milestones announced 2026-07-29, a National AI Fund of GHS 5bn (2025-2030) scaling to GHS 15bn (2030-2035) in the strategy, and US$250m plus US$20m announced separately at the launch",2026-04-24-moc-ghana-launches-national-ai-strategy|2026-04-25-president-unveils-270m-national-ai-strategy-graphic|2026-04-03 Ghana approves $250M AI Hub & National AI Strategy|2026-07-30-ghana-10-year-ai-implementation-roadmap,,"the text is held from 2026-08-05 and gives the range as 2025-2035, not the 2023-2033 this row is named for; the US$270m is not the strategy's own envelope but two dollar commitments announced at the 2026-04-24 launch - US$250m for a national AI computing centre and US$20m for short-to-medium-term implementation - while the strategy's own instrument is a National AI Fund of GHS 5bn scaling to GHS 15bn"
GHA-gov.policy-national-ai-implementation-plan,GHA,gov.policy,Governance and regulation,instrument,National AI implementation plan,In development,2026-07-29,Announced at the AI summit 2026-07-29,,,,Advanced,Did not exist,"Being built with UN partners on measurable annual milestones over a decade, framed against the risk of a shelf document",2026-07-30-ghana-10-year-ai-implementation-roadmap,,"no plan text, publication date or milestone list on file"
GHA-gov.policy-responsible-ai-oversight-body,GHA,gov.policy,Governance and regulation,instrument,Responsible AI oversight body,Planned,2026-04-25,"Provided for at the strategy launch, within the first year",2025-04-23,,,No change,"Proposed at a national consultation, with no legal basis or timetable","Provided for in the launched strategy, with no establishing instrument, budget or staff sixteen months after first proposal",2026-04-25-president-unveils-270m-national-ai-strategy-graphic|2026-02-28-ai-strategy-knust-leadership-myjoy|2026-04-03 Ghana approves $250M AI Hub & National AI Strategy,,sources differ on whether this is one body or an authority plus a ministry office
GHA-gov.policy-national-data-strategy,GHA,gov.policy,Governance and regulation,instrument,National Data Strategy,In development,2026-08-05,National validation workshop 2024-07-02,,In development,2025-08-01,No change,"Draft validated July 2024, awaiting adoption","No adoption, publication or implementation step on file in the two years since validation",2024-07-02 Ghana develops its National Data Strategy with Smart Africa and Team Europe,,"European partners enabled it, which makes the silence since 2024 the finding"
GHA-gov.standards-government-data-exchange-hub,GHA,gov.standards,Governance and regulation,instrument,Government data exchange hub,"Discontinued, superseded in practice",2024-01-01,"Rebids in 2019 and 2022, status unclear",,,,No change,Launched 2009 and stalled on funding and unclear mandates,"Unchanged, with no statement on file since the 2022 rebid and the services portal acting as the de-facto exchange",2024-01-01 Ghana national data exchange case study (Digital Impact Alliance),,the interoperability legal base is now being rebuilt through the harmonisation bill instead
GHA-gov.regional-ghana-rwanda-fintech-licence-passporting-mem,GHA,gov.regional,Governance and regulation,instrument,Ghana-Rwanda fintech licence passporting memorandum,"Implemented, text unpublished",2026-08-05,Signed 2025-02-25,2025-02,,,No change,"Signed and announced, text unpublished","Still unpublished by either central bank as at 2026-07-30, so which licence categories are recognised and on what conditions is unestablished",2025-02-26-bank-of-ghana-press-release-ghana-rwanda-mou-licence-passporting|2026-07-30-the-compliance-cost-can-africa-build-a-regulatory-home-for-its-fintechs,,"bilateral and signed by the central bank, so a Ghanaian instrument rather than a bloc one"
GHA-gov.legislate-innovation-and-startup-bill,GHA,gov.legislate,Governance and regulation,instrument,Innovation and Startup Bill,In development,2026-07-07,Named as forthcoming 2026-07-07,,In development,2025-08-01,No change,"A draft startup law under development, with no text","Still forthcoming, now tied to a national financial-technology fund it would give a legal base and eligibility criteria, with no draft published and none laid",2026-07-07 Ghana and UNDP Strengthen Partnership on Digital Transformation Projects,,recorded as under development since at least September 2024 with no published step in between
GHA-data.open-national-open-data-instrument,GHA,data.open,Governance and regulation,instrument,National open-data instrument,Not held,2026-08-05,"No policy, portal, licence or inventory on file",,,,Baseline not held,,"The base carries no Ghanaian open-data policy, portal, licence or dataset inventory",2026-06-05-ndpc-data-literacy-week-myjoy,,a published policy or a live inventory would settle it
GHA-geopol.eu-ghana-eu-digital-instrument,GHA,geopol.eu,Governance and regulation,instrument,Ghana-EU digital instrument,"Implemented, no digital priority area",2021-12-16,Joint programming document adopted 2021-12-16,,,,No change,A 2021 to 2027 programme with digital folded through three priority areas rather than given its own,"Unchanged; an indicative EUR 203m covering 2021 to 2024 only, with allocations for 2025 to 2027 reserved to a later decision, and a Team Europe initiative on smart, green and digital recovery carrying an estimated EUR 101.5m",2021-12-16-eu-ghana-multiannual-indicative-programme-2021-2027|2024-07-02 Ghana develops its National Data Strategy with Smart Africa and Team Europe,,the document's own diagnosis is that the information technology agency lacks both the technical capacity for integrated digital-government planning and the funding to implement the platforms government envisages
GHA-tech.ai-google-africa-applied-ai-lab,GHA,tech.ai,Artificial intelligence and the technology sector,instrument,Google Africa applied AI lab,In development,2026-07-29,"Applications opened 2026-07-01, close 2026-08-31",,,,Advanced,Did not exist,"Described by its sponsor as Africa's first applied AI lab, sited at an Accra community centre with research and venture partners; the first cohort is not yet selected",2026-07-01 Google Cloud Summit in Africa Highlights the Continent's Digital Transformation and Unveils New Agentic AI and Infrastructure Investments|2026-07-29-google-ouvre-les-candidatures-pour-l-africa-applied-ai-lab,,"no cohort size, funding figure or Ghana-specific spend disclosed"
GHA-geopol.usa-google-ai-research-and-community-centre,GHA,geopol.usa,Artificial intelligence and the technology sector,instrument,Google AI research and community centre,Implemented,2025-07-27,Opened 2018; US$37m cumulative disclosed July 2025,2018,,,No change,"Operating, with a US$37m cumulative investment figure disclosed by the company",Unchanged; it hosts the new applied AI lab and no further Ghana investment figure has been published since,2025-01-01-google-gha-ai-research-centre-2025-google-ai-research-and-community-centre,,"the figure is the company's own cumulative aggregate, not a new commitment"
GHA-tech.ai-customs-ai-attributed-revenue,GHA,tech.ai,Artificial intelligence and the technology sector,measure,Customs AI attributed revenue,,2026-07-17,Over GH¢300m claimed March to 17 July 2026,,,,Advanced,Did not exist,"Monthly figures of GH¢73.44m, GH¢51.63m, GH¢72.5m, GH¢55.82m and GH¢35.17m to 17 July, the finance ministry's own and unaudited",2026-07-23-myjoyonline-publican-ai-customs-valuation-revenue|2026-07-23-ghana-2026-mid-year-fiscal-policy-review-speech,,"the monthly series declines after March, unremarked in the source, and causal attribution is asserted rather than demonstrated"
GHA-tech.industry-micro-enterprise-tax-platform,GHA,tech.industry,Artificial intelligence and the technology sector,instrument,Micro-enterprise tax platform,Implemented,2026-06-05,Commercial launch 2026-06-05,,,,Advanced,Did not exist,"Nationwide commercial deployment with the revenue authority, targeting about 530,000 small enterprises onboarded in the first twelve months",2026-05-25-trident-gra-digital-msme-platform-techafricanews,,"targets and economics are the vendor's own projections, with no independent onboarding figure since launch"
GHA-tech.innovate-assistive-vision-technology,GHA,tech.innovate,Artificial intelligence and the technology sector,instrument,Assistive vision technology,Piloting,2026-08-04,In pilot with a disability association,,In development,2024-11,Advanced,A post-hackathon prototype from a 2024 competition,"Two devices in pilot, smart glasses and an ultrasonic obstacle detector, at a target price of about GH¢2,000 and a 1,500-user target within a year",2026-08-04-steward-vision-assistant-assistive-ai-ghana,,
GHA-tech.industry-mobile-money-intellectual-property-claim,GHA,tech.industry,Artificial intelligence and the technology sector,instrument,Mobile money intellectual-property claim,In development,2026-07-31,Writ filed 2026-07-27; the defendant answered 2026-07-31,,,,Advanced,Did not exist,"Live before the commercial division of the High Court, with the operator saying the claims are without merit and that it will contest fully; no monetary figure pleaded",2026-07-31-clydestone-sues-mtn-ghana-mobile-money-ip|2026-07-29-clydestone-ghana-sues-mtn-over-mobile-money,,the claimant dates its authorship claim to a 2007 commission and explains the delay by 2026 publication of verifiable scale figures
GHA-tech.innovate-startup-equity-funding,GHA,tech.innovate,Artificial intelligence and the technology sector,measure,Startup equity funding,,2025-12-31,Full-year 2025 totals published 2026-02-03,,,,Advanced,"US$9,715,000 across seven startups in 2024","US$41,225,000 across eight startups in 2025, seventh in Africa and 2.5% of the continental total",2026-02-03-disrupt-africa-african-tech-startups-funding-report-2025|2026-01-22-partech-africa-tech-vc-report-2025,,the same report calls the market in steady decline as a funding destination since 2022 despite the rise
GHA-tech.ai-national-ai-strategy-document,GHA,tech.ai,Artificial intelligence and the technology sector,instrument,National AI Strategy document,Implemented,2025-12-01,Published December 2025 by the communications ministry,,,,Baseline not held,,"The Republic of Ghana National Artificial Intelligence Strategy 2025-2035, published by the Ministry of Communication, Digital Technology and Innovations and dated December 2025, held in full",2025-12-01-ghana-national-ai-strategy-2025-2035|2026-04-25-president-unveils-270m-national-ai-strategy-graphic,,"the text corrected two things the base carried from launch reporting - the range is 2025-2035 not 2023-2033, and the body proposed is a Responsible AI Authority not an Office - and it settles the National AI Fund at GHS 5bn scaling to GHS 15bn"
GHA-geopol.india-ghana-india-technology-cooperation-instrumen,GHA,geopol.india,Artificial intelligence and the technology sector,instrument,Ghana-India technology cooperation instrument,Not held,2026-08-05,No sources on file for this place and subject,,,,Baseline not held,,Zero sources held,2026-04-25-president-unveils-270m-national-ai-strategy-graphic,,"a bilateral memorandum, a line-of-credit record or an Indian vendor contract would settle it"
GHA-geopol.gulf-ghana-gulf-technology-investment-instrument,GHA,geopol.gulf,Artificial intelligence and the technology sector,instrument,Ghana-Gulf technology investment instrument,Not held,2026-08-05,No sources on file for this place and subject,,,,Baseline not held,,Zero sources held,2026-04-25-president-unveils-270m-national-ai-strategy-graphic,,"a sovereign-fund agreement, or a data-centre or AI memorandum, would settle it"
GHA-tech.industry-technology-sector-contribution-to-output-and,GHA,tech.industry,Artificial intelligence and the technology sector,instrument,Technology sector contribution to output and employment,"Implemented, no measurement later than 2014",2017-11-01,Satellite account issued for public comment November 2017,,,,No change,"A single regulator-commissioned satellite account, with data ending in 2014","Unchanged; ICT gross value added of GHS 2,489.3m in 2014 and a share of gross domestic product falling in every year of the series, from 3.1% in 2010 to 2.2% in 2014",2017-11-01-nca-ghana-ict-contribution-to-gdp-study,,"the study reports ICT gross value added exceeding the published Information and Communication sector total, which it calls a plausible underestimation; it carries no employment figure and was never repeated"
GHA-include.divides-universal-access-fund,GHA,include.divides,"Inclusion, capacity and finance",instrument,Universal access fund,"Implemented, named for dissolution",2026-07-30,The draft development fund bill would convert it,2026-03-11,,,Baseline not held,,"Still operating as the universal-access fund with the rural telephony project its stated top priority, and slated for conversion",2026-03-11-rural-telephony-gifec-priority-graphic|2026-07-30-ghana-amcham-digital-economy-fund-bill-stakeholder-talks,,"the base holds no levy receipts, accounts or disbursement figure at any date"
GHA-include.divides-rural-telephony-and-digital-inclusion-projec,GHA,include.divides,"Inclusion, capacity and finance",instrument,Rural telephony and digital inclusion project,Implemented,2026-03-11,EUR 140.8m buyer's credit signed 2020-05-13,2020-05-13,,,Baseline not held,,"Continuing, with the fund restating it as top priority and taking an upgraded mast design",2026-03-11-rural-telephony-gifec-priority-graphic|2020-01-01-eximbank-cn-gha-004-china-eximbank-provides-eur-1408-million,,"the last disbursement figure held is 60.2% as at May 2022; no site count, coverage figure or completion date"
GHA-include.divides-community-network-licensing-framework,GHA,include.divides,"Inclusion, capacity and finance",instrument,Community network licensing framework,Not held,2026-07-29,The regulator floats an existing hotspot authorisation as a possible base,,,,Baseline not held,,"No dedicated regime exists; the regulator says an existing hotspot authorisation could found one, and its own register shows four such authorisations, each capped by rule at three administrative districts and all operational, against a single authorised rural provider that is not operational",2026-07-29-myjoyonline-isoc-ghana-community-networks-rural-digital-divide|2025-08-01-nca-ghana-authorised-isps-q2-2025|2026-08-03-accra-internet-access-gaps,,a civil-society policy lead places four other African states ahead of Ghana on enabling frameworks
GHA-capacity.training-one-million-coders-programme,GHA,capacity.training,"Inclusion, capacity and finance",instrument,One Million Coders Programme,Implemented,2026-07-30,A university embedded it in curriculum 2026-07-29,2025-04,Implemented,2025-08-01,Advanced,Launched April 2025 against a target of one million trained by 2030,"The first tertiary institution embeds it permanently, with 2,500 laptops delivered and an AI feeder cohort routed into it",2026-07-29-university-of-ghana-embeds-coding-programme|2026-07-30-ghana-expands-one-million-coders-programme-with-2000-additional-laptops|2026-03-05 Ghana strikes AI training deal with Chinese multinational amid $250m tech investment push,,no cumulative trained figure has ever been published
GHA-capacity.training-girls-in-ict-programme,GHA,capacity.training,"Inclusion, capacity and finance",instrument,Girls in ICT programme,Implemented,2026-03-05,"A vendor agreed free AI training for 3,000 girls at a trade fair",Since 2012,Implemented,2025-08-01,Advanced,"A two-week residential model in coding, animation, web development, cybersecurity and basic computing, with about 18,000 girls and 1,800 teachers since 2012","An AI module added as the largest curriculum expansion to date, with completers transitioning into the coders programme",2026-03-05 Ghana strikes AI training deal with Chinese multinational amid $250m tech investment push,,"the 18,000 is cumulative since 2012, not an annual rate; no start date, cohort or delivery report five months on"
GHA-capacity.training-youth-agency-microdegree-programme,GHA,capacity.training,"Inclusion, capacity and finance",instrument,Youth agency microdegree programme,Implemented,2026-07-14,"Memorandum signed for 2,000 places",,,,Baseline not held,,"Government-funded vendor-certified microdegrees in cloud, artificial intelligence, cybersecurity and data analytics, taking 2,000 of the 3,000 places allocated to Africa, with 600 paid internships and a five-region pilot",2026-07-14-yea-ghana-digital-centres-2000-youth-myjoy,,programme cost not disclosed despite being fully government-funded
GHA-capacity.literacy-revised-basic-education-curriculum,GHA,capacity.literacy,"Inclusion, capacity and finance",instrument,Revised basic-education curriculum,Planned,2026-07-20,The curriculum council completed the revision; awaiting cabinet and Parliament,,,,Baseline not held,,"Announced not adopted, to go to the President, then cabinet, then Parliament",2026-07-20-myjoyonline-revised-basic-curriculum-ai-coding-tvet,,"no adoption date, cost, device provision or teacher-training plan published"
GHA-capacity.literacy-national-privacy-awareness-campaign,GHA,capacity.literacy,"Inclusion, capacity and finance",instrument,National privacy awareness campaign,Implemented,2026-08-05,Launched 2025-09-16 for a one-year run,2025-09-16,,,Baseline not held,,"All sixteen regions, delivered in English plus five Ghanaian languages, scheduled to end September 2026",2025-09-16-ghana-privacy-awareness-campaign-techafricanews,,"no reach figure, evaluation or extension statement held, and the campaign ends within two months of this report"
GHA-capacity.training-distance-learning-loan-for-tertiary-institut,GHA,capacity.training,"Inclusion, capacity and finance",instrument,Distance-learning loan for tertiary institutions,Not held,2026-08-05,US$218.49m concessional loan signed 2020-10-30,,In development,2020-10-30,Stalled,Signed 2020-10-30 with expected completion 2025-10-31,"The expected completion date passed with no completion, disbursement or outturn statement on file",2020-10-30-eximbank-cn-gha-005-record,,connects satellite campuses to fibre; borrowing terms unknown
GHA-capacity.training-distance-learning-loan-for-a-local-governmen,GHA,capacity.training,"Inclusion, capacity and finance",instrument,Distance-learning loan for a local government institute,Not held,2026-08-05,US$39m concessional loan signed 2020-10-30,,In development,2020-10-30,Stalled,Signed 2020-10-30 with expected completion 2024-10-31,"The completion date passed with nothing recorded, and the record itself flags indications of financial underperformance",2020-10-30-eximbank-cn-gha-006-record,,the country announced sovereign default in December 2022
GHA-capacity.research-innovation-centre-at-a-public-university,GHA,capacity.research,"Inclusion, capacity and finance",instrument,Innovation centre at a public university,Implemented,2026-08-05,"US$9m grant, 2022, running to 2027",2022,,,Baseline not held,,"An advanced technology innovation centre with a foreign development agency, recorded as active",2022-01-01-koica-gha-gkimpact-ict-innovation-2022-gk-impact-ict-based-start-ups-and-asian-studies,,no progress or outturn report held at any date
GHA-finance.new-digital-acceleration-project,GHA,finance.new,"Inclusion, capacity and finance",instrument,Digital acceleration project,Implemented,2026-08-03,"US$200m, effective June 2023, running to June 2027",2023-06,Implemented,2025-07-10,No change,"US$200m committed, with the services portal to add about 16,000 services in the fourth quarter of 2025","Still named as a pillar of the digital agenda; the portal target has no delivery statement on file, and US$18.3m had been disbursed",2022-04-28-wb-gha-001-ghana-digital-acceleration-project|2025-07-10-ghana-16k-services-200m-world-bank-biometricupdate,,the disbursement figure carries no date of its own in the record
GHA-finance.new-ai-implementation-fund,GHA,finance.new,"Inclusion, capacity and finance",instrument,AI implementation fund,Planned,2026-08-05,Earmarked at the strategy launch 2026-04-24,,,,Baseline not held,,"US$20m earmarked for short-to-medium-term implementation, with no appropriation, disbursement or managing body named",2026-04-25-president-unveils-270m-national-ai-strategy-graphic,,"US$20m earmarked for short-to-medium-term implementation of the strategy, announced by the President at the 2026-04-24 launch and distinct from the National AI Fund. The separate National AI Fund now has a size, resolved 2026-08-05 against the strategy text: GHS 5bn seed over 2025-2030, scaling to GHS 15bn over 2030-2035, with a funding prioritisation committee. Carried in cedis because that is the announcing party's currency; it is not a conversion of, and does not sum with, the US$20m or the US$250m. No appropriation, disbursement or managing body is named for any of the three."
GHA-finance.new-national-financial-technology-fund,GHA,finance.new,"Inclusion, capacity and finance",instrument,National financial-technology fund,Planned,2026-07-07,Ministerial update to a development partner 2026-07-07,,,,Baseline not held,,To be aligned with a forthcoming innovation and startup framework that would set eligibility and give the fund a legal basis,2026-07-07 Ghana and UNDP Strengthen Partnership on Digital Transformation Projects,,"no size, source of funds or date"
GHA-finance.budget-multi-year-commitment-for-three-revenue-plat,GHA,finance.budget,"Inclusion, capacity and finance",instrument,Multi-year commitment for three revenue platforms,Implemented,2026-07-28,Parliament adopted the finance committee reports 2026-07-28,,,,Baseline not held,,"Approved with published benefit projections and no disclosed cost, contract duration or termination terms",2026-07-30-ghana-parliament-approves-electronic-revenue-platform-expenditure|2026-07-31-ghana-minority-rejects-three-digital-tax-deals,,"the opposition alleges the cross-border operator takes up to 3% of collections, which it estimates at about GH¢690m a year"
GHA-finance.budget-domestic-digital-transformation-appropriatio,GHA,finance.budget,"Inclusion, capacity and finance",instrument,Domestic digital-transformation appropriation,Implemented,2026-01-01,"Appropriation (No. 2) Act, 2025 (Act 1163), 2026 votes",,,,Baseline not held,,"GHS 729,947,850 for ICT Infrastructure, Regulation and Capacity Building, of which GHS 591,947,850 is domestically funded, and GHS 100,000,000 for ICT Capacity Development, under the communications ministry's 2026 vote",2026-01-01-gha-2026-026-02603|2026-01-01-gha-2026-026-02602|2026-07-23-ghana-2026-mid-year-fiscal-policy-review-speech,,"the same Act appropriates GHS 148,820,843 for passport administration and GHS 20,413,271 for the Right to Information Commission; the mid-year fiscal review names none of these lines"
GHA-include.access-cash-grant-programme-on-mobile-money-rails,GHA,include.access,"Inclusion, capacity and finance",instrument,Cash-grant programme on mobile-money rails,Implemented,2026-07-23,GH¢485m paid in the first half of 2026,,,,Baseline not held,,"A full-year allocation of GH¢1.1bn, the highest since inception, with a recent cycle releasing about GH¢139m to roughly 350,580 households",2026-07-23-ghana-2026-mid-year-fiscal-policy-review-speech|2025-12-22 Government begins 99th cycle of LEAP cash-grant payments,,"the stated expansion to 400,000 households in 2026 has no delivery figure on file"
