iso3,fiscal_year,doc_type,stages,status,due,held,as_of
MLI,2025,executive-instrument,revised|appropriated,absent,2025-01,0,2026-09-26
MLI,2026,executive-instrument,revised|appropriated,absent,2026-01,0,2026-09-26
MLI,2024,implementation-report,released|actual,held,2024-10,3,2026-09-26
MLI,2025,implementation-report,released|actual,held,2025-10,3,2026-09-26
MLI,2026,implementation-report,released|actual,held,2026-10,2,2026-09-26
MLI,2024,mtef,proposed,absent,2023-03,0,2026-09-26
MLI,2025,mtef,proposed,held,2024-03,1,2026-09-26
MLI,2026,mtef,proposed,held,2025-03,1,2026-09-26
MLI,2024,treasury-release,released,held,2024-05,2,2026-09-26
MLI,2025,treasury-release,released,held,2025-05,1,2026-09-26
MLI,2026,treasury-release,released,absent,2026-05,0,2026-09-26
MOZ,2024,appropriation-act,appropriated,held,2024-06,3,2026-09-26
MOZ,2025,appropriation-act,appropriated,held,2025-06,3,2026-09-26
MOZ,2026,appropriation-act,appropriated,absent,2026-06,0,2026-09-26
MOZ,2024,audited-accounts,audited,held,2025-06,1,2026-09-26
MOZ,2025,audited-accounts,audited,held,2026-06,1,2026-09-26
MOZ,2026,audited-accounts,audited,not due,2027-06,0,2026-09-26
MOZ,2024,budget-estimates,proposed|appropriated,held,2024-02,1,2026-09-26
MOZ,2025,budget-estimates,proposed|appropriated,held,2025-02,1,2026-09-26
MOZ,2026,budget-estimates,proposed|appropriated,held,2026-02,8,2026-09-26
MOZ,2024,executive-instrument,revised|appropriated,absent,2024-09,0,2026-09-26
MOZ,2025,executive-instrument,revised|appropriated,held,2025-09,1,2026-09-26
MOZ,2026,executive-instrument,revised|appropriated,held,2026-09,1,2026-09-26
MOZ,2024,implementation-report,released|actual,held,2024-09,4,2026-09-26
MOZ,2025,implementation-report,released|actual,held,2025-09,4,2026-09-26
MOZ,2026,implementation-report,released|actual,held,2026-09,4,2026-09-26
MOZ,2024,mtef,proposed,held,2023-06,3,2026-09-26
MOZ,2025,mtef,proposed,held,2024-06,2,2026-09-26
MOZ,2026,mtef,proposed,absent,2025-06,0,2026-09-26
MRT,2024,appropriation-act,appropriated,held,2024-08,2,2026-09-26
MRT,2025,appropriation-act,appropriated,held,2025-08,2,2026-09-26
MRT,2026,appropriation-act,appropriated,held,2026-08,1,2026-09-26
MRT,2024,audited-accounts,audited,held,2026-03,1,2026-09-26
MRT,2025,audited-accounts,audited,not due,2027-03,0,2026-09-26
MRT,2026,audited-accounts,audited,not due,2028-03,0,2026-09-26
MRT,2024,budget-estimates,proposed|appropriated,held,2023-11,3,2026-09-26
MRT,2025,budget-estimates,proposed|appropriated,held,2024-11,4,2026-09-26
MRT,2026,budget-estimates,proposed|appropriated,held,2025-11,4,2026-09-26
MRT,2024,implementation-report,released|actual,held,2025-03,3,2026-09-26
MRT,2025,implementation-report,released|actual,held,2026-03,3,2026-09-26
MRT,2026,implementation-report,released|actual,held,2027-03,2,2026-09-26
MRT,2024,mtef,proposed,held,2023-10,1,2026-09-26
MRT,2025,mtef,proposed,held,2024-10,2,2026-09-26
MRT,2026,mtef,proposed,held,2025-10,1,2026-09-26
MUS,2024,appropriation-act,appropriated,held,2024-07,3,2026-09-26
MUS,2025,appropriation-act,appropriated,held,2025-07,1,2026-09-26
MUS,2026,appropriation-act,appropriated,held,2026-07,1,2026-09-26
MUS,2024,audited-accounts,audited,held,2026-03,2,2026-09-26
MUS,2025,audited-accounts,audited,not due,2027-03,0,2026-09-26
MUS,2026,audited-accounts,audited,not due,2028-03,0,2026-09-26
MUS,2024,budget-estimates,proposed|appropriated,held,2025-07,5,2026-09-26
MUS,2025,budget-estimates,proposed|appropriated,held,2026-07,5,2026-09-26
MUS,2026,budget-estimates,proposed|appropriated,not due,2027-07,0,2026-09-26
MUS,2024,implementation-report,released|actual,held,2026-05,1,2026-09-26
MUS,2025,implementation-report,released|actual,not due,2027-05,0,2026-09-26
MUS,2026,implementation-report,released|actual,not due,2028-05,0,2026-09-26
MUS,2024,mtef,proposed,held,2025-07,2,2026-09-26
MUS,2025,mtef,proposed,held,2026-07,2,2026-09-26
MUS,2026,mtef,proposed,not due,2027-07,0,2026-09-26
MWI,2024,appropriation-act,appropriated,held,2025-01,2,2026-09-26
MWI,2025,appropriation-act,appropriated,absent,2026-01,0,2026-09-26
MWI,2026,appropriation-act,appropriated,not due,2027-01,0,2026-09-26
MWI,2024,audited-accounts,audited,held,2026-08,1,2026-09-26
MWI,2025,audited-accounts,audited,not due,2027-08,0,2026-09-26
MWI,2026,audited-accounts,audited,not due,2028-08,0,2026-09-26
MWI,2024,budget-estimates,proposed|appropriated,held,2025-07,6,2026-09-26
MWI,2025,budget-estimates,proposed|appropriated,held,2026-07,5,2026-09-26
MWI,2026,budget-estimates,proposed|appropriated,held,2027-07,4,2026-09-26
MWI,2024,implementation-report,released|actual,held,2024-10,4,2026-09-26
MWI,2025,implementation-report,released|actual,held,2025-10,3,2026-09-26
MWI,2026,implementation-report,released|actual,not due,2026-10,0,2026-09-26
MWI,2024,mtef,proposed,absent,2023-12,0,2026-09-26
MWI,2025,mtef,proposed,held,2024-12,1,2026-09-26
MWI,2026,mtef,proposed,absent,2025-12,0,2026-09-26
NAM,2024,appropriation-act,appropriated,held,2024-12,2,2026-09-26
NAM,2025,appropriation-act,appropriated,held,2025-12,2,2026-09-26
NAM,2026,appropriation-act,appropriated,not due,2026-12,0,2026-09-26
NAM,2024,audited-accounts,audited,held,2026-10,2,2026-09-26
NAM,2025,audited-accounts,audited,not due,2027-10,0,2026-09-26
NAM,2026,audited-accounts,audited,not due,2028-10,0,2026-09-26
NAM,2024,budget-estimates,proposed|appropriated,held,2024-03,2,2026-09-26
NAM,2025,budget-estimates,proposed|appropriated,held,2025-03,1,2026-09-26
NAM,2026,budget-estimates,proposed|appropriated,held,2026-03,1,2026-09-26
NAM,2024,implementation-report,released|actual,held,2024-11,1,2026-09-26
NAM,2025,implementation-report,released|actual,held,2025-11,1,2026-09-26
NAM,2026,implementation-report,released|actual,not due,2026-11,0,2026-09-26
NAM,2024,mtef,proposed,held,2024-03,2,2026-09-26
NAM,2025,mtef,proposed,absent,2025-03,0,2026-09-26
NAM,2026,mtef,proposed,absent,2026-03,0,2026-09-26
NER,2024,appropriation-act,appropriated,held,2024-01,1,2026-09-26
NER,2025,appropriation-act,appropriated,held,2025-01,2,2026-09-26
NER,2026,appropriation-act,appropriated,held,2026-01,4,2026-09-26
NER,2024,implementation-report,released|actual,held,2024-07,1,2026-09-26
NER,2025,implementation-report,released|actual,held,2025-07,1,2026-09-26
NER,2026,implementation-report,released|actual,held,2026-07,1,2026-09-26
RWA,2024,appropriation-act,appropriated,held,2024-07,12,2026-09-26
RWA,2025,appropriation-act,appropriated,held,2025-07,11,2026-09-26
RWA,2026,appropriation-act,appropriated,held,2026-07,10,2026-09-26
RWA,2024,implementation-report,released|actual,held,2025-09,1,2026-09-26
RWA,2025,implementation-report,released|actual,absent,2026-09,0,2026-09-26
RWA,2026,implementation-report,released|actual,not due,2027-09,0,2026-09-26
SEN,2024,appropriation-act,appropriated,held,2024-02,2,2026-09-26
SEN,2025,appropriation-act,appropriated,held,2025-02,2,2026-09-26
SEN,2026,appropriation-act,appropriated,held,2026-02,1,2026-09-26
SEN,2024,audited-accounts,audited,not due,2030-03,0,2026-09-26
SEN,2025,audited-accounts,audited,not due,2031-03,0,2026-09-26
SEN,2026,audited-accounts,audited,not due,2032-03,0,2026-09-26
SEN,2024,budget-estimates,proposed|appropriated,held,2023-11,1,2026-09-26
SEN,2025,budget-estimates,proposed|appropriated,held,2024-11,2,2026-09-26
SEN,2026,budget-estimates,proposed|appropriated,held,2025-11,6,2026-09-26
SEN,2024,implementation-report,released|actual,held,2024-10,6,2026-09-26
SEN,2025,implementation-report,released|actual,held,2025-10,5,2026-09-26
SEN,2026,implementation-report,released|actual,held,2026-10,2,2026-09-26
SEN,2024,mtef,proposed,held,2024-01,1,2026-09-26
SEN,2025,mtef,proposed,held,2025-01,1,2026-09-26
SEN,2026,mtef,proposed,held,2026-01,2,2026-09-26
SLE,2024,appropriation-act,appropriated,held,2024-02,2,2026-09-26
SLE,2025,appropriation-act,appropriated,held,2025-02,2,2026-09-26
SLE,2026,appropriation-act,appropriated,absent,2026-02,0,2026-09-26
SLE,2024,audited-accounts,audited,held,2026-01,1,2026-09-26
SLE,2025,audited-accounts,audited,not due,2027-01,0,2026-09-26
SLE,2026,audited-accounts,audited,not due,2028-01,0,2026-09-26
SLE,2024,board-budget,appropriated,held,2026-04,1,2026-09-26
SLE,2025,board-budget,appropriated,not due,2027-04,0,2026-09-26
SLE,2026,board-budget,appropriated,not due,2028-04,0,2026-09-26
SLE,2024,budget-estimates,proposed|appropriated,held,2024-01,2,2026-09-26
SLE,2025,budget-estimates,proposed|appropriated,held,2025-01,3,2026-09-26
SLE,2026,budget-estimates,proposed|appropriated,held,2026-01,4,2026-09-26
SLE,2024,implementation-report,released|actual,held,2025-04,3,2026-09-26
SLE,2025,implementation-report,released|actual,held,2026-04,1,2026-09-26
SLE,2026,implementation-report,released|actual,held,2027-04,1,2026-09-26
SLE,2024,mtef,proposed,absent,2023-12,0,2026-09-26
SLE,2025,mtef,proposed,absent,2024-12,0,2026-09-26
SLE,2026,mtef,proposed,held,2025-12,1,2026-09-26
SLE,2024,treasury-release,released,absent,2025-03,0,2026-09-26
SLE,2025,treasury-release,released,held,2026-03,1,2026-09-26
SLE,2026,treasury-release,released,not due,2027-03,0,2026-09-26
SOM,2024,appropriation-act,appropriated,held,2024-02,1,2026-09-26
SOM,2025,appropriation-act,appropriated,held,2025-02,1,2026-09-26
SOM,2026,appropriation-act,appropriated,held,2026-02,1,2026-09-26
SOM,2024,audited-accounts,audited,held,2025-12,2,2026-09-26
SOM,2025,audited-accounts,audited,held,2026-12,2,2026-09-26
SOM,2026,audited-accounts,audited,not due,2027-12,0,2026-09-26
SOM,2024,budget-estimates,proposed|appropriated,absent,2023-12,0,2026-09-26
SOM,2025,budget-estimates,proposed|appropriated,absent,2024-12,0,2026-09-26
SOM,2026,budget-estimates,proposed|appropriated,held,2025-12,1,2026-09-26
SOM,2024,implementation-report,released|actual,held,2024-10,1,2026-09-26
SOM,2025,implementation-report,released|actual,held,2025-10,2,2026-09-26
SOM,2026,implementation-report,released|actual,held,2026-10,1,2026-09-26
SSD,2024,appropriation-act,appropriated,held,2025-02,2,2026-09-26
SSD,2025,appropriation-act,appropriated,held,2026-02,2,2026-09-26
SSD,2026,appropriation-act,appropriated,not due,2027-02,0,2026-09-26
SSD,2024,budget-estimates,proposed|appropriated,absent,2025-01,0,2026-09-26
SSD,2025,budget-estimates,proposed|appropriated,held,2026-01,1,2026-09-26
SSD,2026,budget-estimates,proposed|appropriated,not due,2027-01,0,2026-09-26
SSD,2024,implementation-report,released|actual,held,2026-02,1,2026-09-26
SSD,2025,implementation-report,released|actual,not due,2027-02,0,2026-09-26
SSD,2026,implementation-report,released|actual,not due,2028-02,0,2026-09-26
STP,2024,appropriation-act,appropriated,held,2024-02,1,2026-09-26
STP,2025,appropriation-act,appropriated,absent,2025-02,0,2026-09-26
STP,2026,appropriation-act,appropriated,absent,2026-02,0,2026-09-26
STP,2024,budget-estimates,proposed|appropriated,held,2024-03,7,2026-09-26
STP,2025,budget-estimates,proposed|appropriated,absent,2025-03,0,2026-09-26
STP,2026,budget-estimates,proposed|appropriated,absent,2026-03,0,2026-09-26
STP,2024,mtef,proposed,held,2024-01,1,2026-09-26
STP,2025,mtef,proposed,absent,2025-01,0,2026-09-26
STP,2026,mtef,proposed,absent,2026-01,0,2026-09-26
SWZ,2024,appropriation-act,appropriated,held,2024-03,1,2026-09-26
SWZ,2025,appropriation-act,appropriated,absent,2025-03,0,2026-09-26
SWZ,2026,appropriation-act,appropriated,absent,2026-03,0,2026-09-26
SWZ,2024,audited-accounts,audited,held,2025-10,1,2026-09-26
SWZ,2025,audited-accounts,audited,not due,2026-10,0,2026-09-26
SWZ,2026,audited-accounts,audited,not due,2027-10,0,2026-09-26
SWZ,2024,budget-estimates,proposed|appropriated,held,2024-03,1,2026-09-26
SWZ,2025,budget-estimates,proposed|appropriated,held,2025-03,1,2026-09-26
SWZ,2026,budget-estimates,proposed|appropriated,absent,2026-03,0,2026-09-26
SWZ,2024,implementation-report,released|actual,held,2025-05,2,2026-09-26
SWZ,2025,implementation-report,released|actual,absent,2026-05,0,2026-09-26
SWZ,2026,implementation-report,released|actual,not due,2027-05,0,2026-09-26
SYC,2024,appropriation-act,appropriated,held,2025-01,2,2026-09-26
SYC,2025,appropriation-act,appropriated,held,2026-01,2,2026-09-26
SYC,2026,appropriation-act,appropriated,not due,2027-01,0,2026-09-26
SYC,2024,budget-estimates,proposed|appropriated,held,2024-03,1,2026-09-26
SYC,2025,budget-estimates,proposed|appropriated,held,2025-03,2,2026-09-26
SYC,2026,budget-estimates,proposed|appropriated,held,2026-03,1,2026-09-26
SYC,2024,implementation-report,released|actual,held,2025-09,4,2026-09-26
SYC,2025,implementation-report,released|actual,held,2026-09,1,2026-09-26
SYC,2026,implementation-report,released|actual,not due,2027-09,0,2026-09-26
SYC,2024,mtef,proposed,held,2023-12,1,2026-09-26
SYC,2025,mtef,proposed,held,2024-12,1,2026-09-26
SYC,2026,mtef,proposed,held,2025-12,1,2026-09-26
TCD,2024,appropriation-act,appropriated,held,2024-01,1,2026-09-26
TCD,2025,appropriation-act,appropriated,held,2025-01,1,2026-09-26
TCD,2026,appropriation-act,appropriated,absent,2026-01,0,2026-09-26
TCD,2024,budget-estimates,proposed|appropriated,held,2024-01,1,2026-09-26
TCD,2025,budget-estimates,proposed|appropriated,held,2025-01,1,2026-09-26
TCD,2026,budget-estimates,proposed|appropriated,held,2026-01,1,2026-09-26
TCD,2024,implementation-report,released|actual,held,2025-01,4,2026-09-26
TCD,2025,implementation-report,released|actual,held,2026-01,3,2026-09-26
TCD,2026,implementation-report,released|actual,not due,2027-01,0,2026-09-26
TGO,2024,appropriation-act,appropriated,held,2025-01,2,2026-09-26
TGO,2025,appropriation-act,appropriated,held,2026-01,1,2026-09-26
TGO,2026,appropriation-act,appropriated,not due,2027-01,0,2026-09-26
TGO,2024,audited-accounts,audited,held,2026-10,2,2026-09-26
TGO,2025,audited-accounts,audited,not due,2027-10,0,2026-09-26
TGO,2026,audited-accounts,audited,not due,2028-10,0,2026-09-26
TGO,2024,budget-estimates,proposed|appropriated,held,2024-02,9,2026-09-26
TGO,2025,budget-estimates,proposed|appropriated,held,2025-02,6,2026-09-26
TGO,2026,budget-estimates,proposed|appropriated,held,2026-02,6,2026-09-26
TGO,2024,implementation-report,released|actual,held,2025-04,1,2026-09-26
TGO,2025,implementation-report,released|actual,held,2026-04,1,2026-09-26
TGO,2026,implementation-report,released|actual,held,2027-04,1,2026-09-26
TGO,2024,mtef,proposed,absent,2024-01,0,2026-09-26
TGO,2025,mtef,proposed,held,2025-01,1,2026-09-26
TGO,2026,mtef,proposed,held,2026-01,1,2026-09-26
TUN,2024,appropriation-act,appropriated,held,2024-01,1,2026-09-26
TUN,2025,appropriation-act,appropriated,held,2025-01,1,2026-09-26
TUN,2026,appropriation-act,appropriated,held,2026-01,1,2026-09-26
TUN,2024,audited-accounts,audited,held,2026-07,1,2026-09-26
TUN,2025,audited-accounts,audited,not due,2027-07,0,2026-09-26
TUN,2026,audited-accounts,audited,not due,2028-07,0,2026-09-26
TUN,2024,budget-estimates,proposed|appropriated,held,2023-11,9,2026-09-26
TUN,2025,budget-estimates,proposed|appropriated,held,2024-11,3,2026-09-26
TUN,2026,budget-estimates,proposed|appropriated,absent,2025-11,0,2026-09-26
TUN,2024,implementation-report,released|actual,held,2025-03,2,2026-09-26
TUN,2025,implementation-report,released|actual,held,2026-03,7,2026-09-26
TUN,2026,implementation-report,released|actual,not due,2027-03,0,2026-09-26
TUN,2024,mtef,proposed,held,2023-11,1,2026-09-26
TUN,2025,mtef,proposed,absent,2024-11,0,2026-09-26
TUN,2026,mtef,proposed,absent,2025-11,0,2026-09-26
TZA,2024,appropriation-act,appropriated,held,2024-07,1,2026-09-26
TZA,2025,appropriation-act,appropriated,held,2025-07,1,2026-09-26
TZA,2026,appropriation-act,appropriated,held,2026-07,1,2026-09-26
TZA,2024,audited-accounts,audited,held,2026-04,3,2026-09-26
TZA,2025,audited-accounts,audited,not due,2027-04,0,2026-09-26
TZA,2026,audited-accounts,audited,not due,2028-04,0,2026-09-26
TZA,2024,budget-estimates,proposed|appropriated,held,2024-08,8,2026-09-26
TZA,2025,budget-estimates,proposed|appropriated,held,2025-08,4,2026-09-26
TZA,2026,budget-estimates,proposed|appropriated,held,2026-08,4,2026-09-26
TZA,2024,implementation-report,released|actual,held,2025-05,4,2026-09-26
TZA,2025,implementation-report,released|actual,held,2026-05,4,2026-09-26
TZA,2026,implementation-report,released|actual,not due,2027-05,0,2026-09-26
TZA,2024,mtef,proposed,absent,2024-07,0,2026-09-26
TZA,2025,mtef,proposed,held,2025-07,1,2026-09-26
TZA,2026,mtef,proposed,held,2026-07,1,2026-09-26
UGA,2024,appropriation-act,appropriated,held,2024-08,1,2026-09-26
UGA,2025,appropriation-act,appropriated,absent,2025-08,0,2026-09-26
UGA,2026,appropriation-act,appropriated,absent,2026-08,0,2026-09-26
UGA,2024,audited-accounts,audited,held,2026-02,2,2026-09-26
UGA,2025,audited-accounts,audited,not due,2027-02,0,2026-09-26
UGA,2026,audited-accounts,audited,not due,2028-02,0,2026-09-26
UGA,2024,budget-estimates,proposed|appropriated,held,2024-08,2,2026-09-26
UGA,2025,budget-estimates,proposed|appropriated,held,2025-08,1,2026-09-26
UGA,2026,budget-estimates,proposed|appropriated,held,2026-08,2,2026-09-26
UGA,2024,implementation-report,released|actual,held,2025-03,2,2026-09-26
UGA,2025,implementation-report,released|actual,held,2026-03,1,2026-09-26
UGA,2026,implementation-report,released|actual,not due,2027-03,0,2026-09-26
ZAF,2024,appropriation-act,appropriated,held,2024-09,4,2026-09-26
ZAF,2025,appropriation-act,appropriated,held,2025-09,4,2026-09-26
ZAF,2026,appropriation-act,appropriated,held,2026-09,2,2026-09-26
ZAF,2024,audited-accounts,audited,held,2026-02,4,2026-09-26
ZAF,2025,audited-accounts,audited,not due,2027-02,0,2026-09-26
ZAF,2026,audited-accounts,audited,not due,2028-02,0,2026-09-26
ZAF,2024,budget-estimates,proposed|appropriated,held,2024-03,23,2026-09-26
ZAF,2025,budget-estimates,proposed|appropriated,held,2025-03,20,2026-09-26
ZAF,2026,budget-estimates,proposed|appropriated,held,2026-03,23,2026-09-26
ZAF,2024,implementation-report,released|actual,held,2025-11,1,2026-09-26
ZAF,2025,implementation-report,released|actual,held,2026-11,1,2026-09-26
ZAF,2026,implementation-report,released|actual,not due,2027-11,0,2026-09-26
ZAF,2024,treasury-release,released,held,2025-06,1,2026-09-26
ZAF,2025,treasury-release,released,absent,2026-06,0,2026-09-26
ZAF,2026,treasury-release,released,not due,2027-06,0,2026-09-26
ZMB,2024,appropriation-act,appropriated,held,2024-07,3,2026-09-26
ZMB,2025,appropriation-act,appropriated,held,2025-07,2,2026-09-26
ZMB,2026,appropriation-act,appropriated,held,2026-07,2,2026-09-26
ZMB,2024,audited-accounts,audited,held,2026-01,2,2026-09-26
ZMB,2025,audited-accounts,audited,not due,2027-01,0,2026-09-26
ZMB,2026,audited-accounts,audited,not due,2028-01,0,2026-09-26
ZMB,2024,budget-estimates,proposed|appropriated,held,2024-02,1,2026-09-26
ZMB,2025,budget-estimates,proposed|appropriated,held,2025-02,1,2026-09-26
ZMB,2026,budget-estimates,proposed|appropriated,held,2026-02,1,2026-09-26
ZMB,2024,implementation-report,released|actual,held,2025-06,3,2026-09-26
ZMB,2025,implementation-report,released|actual,held,2026-06,3,2026-09-26
ZMB,2026,implementation-report,released|actual,held,2027-06,1,2026-09-26
ZMB,2024,mtef,proposed,held,2024-02,1,2026-09-26
ZMB,2025,mtef,proposed,held,2025-02,1,2026-09-26
ZMB,2026,mtef,proposed,held,2026-02,1,2026-09-26
ZMB,2024,treasury-release,released,absent,2024-03,0,2026-09-26
ZMB,2025,treasury-release,released,absent,2025-03,0,2026-09-26
ZMB,2026,treasury-release,released,held,2026-03,1,2026-09-26
ZWE,2024,appropriation-act,appropriated,held,2024-01,1,2026-09-26
ZWE,2025,appropriation-act,appropriated,held,2025-01,1,2026-09-26
ZWE,2026,appropriation-act,appropriated,held,2026-01,5,2026-09-26
ZWE,2024,audited-accounts,audited,held,2026-07,1,2026-09-26
ZWE,2025,audited-accounts,audited,held,2027-07,1,2026-09-26
ZWE,2026,audited-accounts,audited,not due,2028-07,0,2026-09-26
ZWE,2024,budget-estimates,proposed|appropriated,held,2023-12,2,2026-09-26
ZWE,2025,budget-estimates,proposed|appropriated,held,2024-12,2,2026-09-26
ZWE,2026,budget-estimates,proposed|appropriated,held,2025-12,2,2026-09-26
ZWE,2024,implementation-report,released|actual,held,2025-04,3,2026-09-26
ZWE,2025,implementation-report,released|actual,held,2026-04,3,2026-09-26
ZWE,2026,implementation-report,released|actual,held,2027-04,2,2026-09-26
