place,fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_locator,programme_line
BWA,2025/26,,,,Ministry of Communications and Innovation (organisation 2400),,,,,,,13737390,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"Ministry 2400, organisation summary, column `Estimate 2025-26`, department 2404","Department of Digital Communications, Infrastructure and Business"
BWA,2025/26,,,,Ministry of Communications and Innovation (organisation 2400),,,,,,,594362280,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"Ministry 2400, organisation summary, column `Estimate 2025-26`, department 2406",Department of Shared Digital Services
BWA,2025/26,,,,Ministry of Justice and Correctional Services (organisation 2900),,,,,,,3654291,3654291,,,,,,appropriated,revised,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 2900, project 12523 (TNDP code)",MJCS Computerisation
BWA,2025/26,,,,Office of the Receiver (organisation 3100),,,,,,,4564988,500000,,0,,0.0,0.0,appropriated,actual,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 3100, project 12562 (TNDP code)",OTR Computerisation
BWA,2025/26,,,,Ministry of Higher Education (organisation 3300),,,,,,,3950000,3950000,,3950000,,100.0,100.0,appropriated,actual,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 3300, project 12601 (TNDP code)",MHE Computerisation
BWA,2025/26,,,,Ministry of Sport and Arts (organisation 3400),,,,,,,8751006,8751006,,2164874,,24.7,24.7,appropriated,actual,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2025-26, organisation 3400, project 12621 (TNDP code)",MoSA Computerisation
BWA,2025/26,,,,Botswana Prisons Service (organisation 3500),,,,,,,,9158347,,,,,,revised,revised,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, column `Estimated Expenditure 2025-26`, organisation 3500, project 12643",Prisons - ICT Development
BWA,2026/27,,,,Parliament (organisation 0100),,,,,,,2000000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"Committee of Supply Speech 2026/2027, Parliament, para 53 — `i. Computerisation (P2,000,000)`",Parliament
BWA,2026/27,,,,"Ministry for State President, Defence and Security (organisation 0200)",,,,,,,148200000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0200, project 12024",MSP Computerisation
BWA,2026/27,,,,Ministry of Finance (organisation 0300),,,,,,,123172400,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0300, project 12041",MoF Computerisation
BWA,2026/27,,,,"Ministry of Labour and Home Affairs, Department of Civil and National Registration (organisation 0400, department 0411)",,,,,,,108505050,,,,,,,appropriated,appropriated,partial,false,BWP,budget-document,"Committee of Supply Speech 2026/2027, Ministry of Labour and Home Affairs, para 43 — `0411 - Department of Civil and National Registration - P108,505,050`","Ministry of Labour and Home Affairs, Department of Civil and National Registration"
BWA,2026/27,,,,Ministry of Labour and Home Affairs (organisation 0400),,,,,,,42019862,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0400, project 12061",Computerisation
BWA,2026/27,,,,Ministry of Lands and Agriculture (organisation 0500),,,,,,,124328409,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0500, project 12084",MLA Computerisation
BWA,2026/27,,,,Ministry of Child Welfare and Basic Education (organisation 0600),,,,,,,253000000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0600, project 12104",MCWBE Computerisation
BWA,2026/27,,,,Ministry of Trade and Entrepreneurship (organisation 0700),,,,,,,12853196,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 0700, project 12122",MTE Computerisation
BWA,2026/27,,,,Ministry of Health (organisation 1100),,,,,,,28934000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 1100, project 12244",MoH Computerisation
BWA,2026/27,,,,Administration of Justice (organisation 1200),,,,,,,6250000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 1200, project 12263",AoJ Computerisation
BWA,2026/27,,,,Independent Electoral Commission (organisation 1600),,,,,,,50000000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"Committee of Supply Speech 2026/2027, Independent Electoral Commission, para 37",Independent Electoral Commission
BWA,2026/27,,,,Office of the Ombudsman (organisation 1700),,,,,,,0,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 1700, project 12362",Ombuds ICT Development
BWA,2026/27,,,,Ministry of Environment and Tourism (organisation 2000),,,,,,,10033212,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2000, project 12403",MET Computerisation
BWA,2026/27,,,,Industrial Court (organisation 2100),,,,,,,5500000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2100, project 12423",Industrial Court-ICT Development
BWA,2026/27,,,,Ministry of Transport and Infrastructure (organisation 2300),,,,,,,107000000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2300, project 12461",Information and Communications Technology
BWA,2026/27,,,,Ministry of Communications and Innovation (organisation 2400),,,,,,,251000000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2400, departments 2404 (P95,000,000) and 2406 (P156,000,000), project 12481",Information and Communications Technology
BWA,2026/27,,,,Ministry of Communications and Innovation (organisation 2400),,,,,,,213700000,,,,,,,appropriated,appropriated,unclear,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2400, departments 2407 and 2409, project 12482",Research and Development
BWA,2026/27,,,,Ministry of Communications and Innovation (organisation 2400),,,,,,,12692280,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"Ministry 2400, organisation summary, column `Estimate 2026-27`, department 2404","Department of Digital Communications, Infrastructure and Business"
BWA,2026/27,,,,Ministry of Communications and Innovation (organisation 2400),,,,,,,587310850,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"Ministry 2400, organisation summary, column `Estimate 2026-27`, department 2406",Department of Shared Digital Services
BWA,2026/27,,,,Ministry of Justice and Correctional Services (organisation 2900),,,,,,,4006530,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 2900, project 12523",MJCS-ICT Development
BWA,2026/27,,,,Office of the Receiver (organisation 3100),,,,,,,4564988,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 3100, project 12562",OTR-ICT Development
BWA,2026/27,,,,Ministry of Higher Education (organisation 3300),,,,,,,16000000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 3300, project 12601",MoHE Computerisation
BWA,2026/27,,,,Ministry of Sport and Arts (organisation 3400),,,,,,,7800000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 3400, project 12621",MoSA Computerisation
BWA,2026/27,,,,Botswana Prisons Service (organisation 3500),,,,,,,1800000,,,,,,,appropriated,appropriated,whole,false,BWP,budget-document,"ESTIMATED DEVELOPMENT EXPENDITURE BY PROJECT 2026-27, organisation 3500, project 12643",Prisons - ICT Development
CAF,2024,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,80000000,,,,,,revised,revised,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 30, imputation 30.33.02.05.120000.6014.11, colonne « Collectif 2024 »",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2024,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,,,49996000,,,,,,revised,revised,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 50, imputation 50.52.00.43.120000.2446.11, colonne « Collectif 2024 »",Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
CAF,2024,,,,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION,,,,,,,,20000000,,,,,,revised,revised,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 60, imputation 60.61.00.06.120000.6439.11, colonne « Collectif 2024 »",Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION
CAF,2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,500000000,,,,,,revised,revised,unclear,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.05.120000.6439.11, colonne « Collectif 2024 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,11250000,,,,,,revised,revised,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.14.120000.2119.11, colonne « Collectif 2024 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,1300000000,,,,,,revised,revised,partial,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.20.120000.6439.11, colonne « Collectif 2024 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,50000000,,,,,,revised,revised,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.21.120000.6439.11, colonne « Collectif 2024 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,100000000,,,,,,revised,revised,partial,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.23.120000.6324.11, colonne « Collectif 2024 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2025,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,130000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 30, imputation 30.31.00.03.230002.6439.11, colonne « Crédit 2025 »",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2025,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,115000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 30, imputation 30.31.00.68.120000.6693.11, colonne « Crédit 2025 »",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2025,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,80000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 30, imputation 30.33.02.05.120000.6014.11, colonne « Crédit 2025 »",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2025,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,,,,,,1000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 32, imputation 32.34.00.00.240012.6013.11, colonne « Crédit 2025 »",Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE
CAF,2025,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,,,,,,1000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 32, imputation 32.34.00.03.240009.6013.11, colonne « Crédit 2025 »",Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE
CAF,2025,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,50000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 50, imputation 50.52.00.43.120000.2446.11, colonne « Crédit 2025 »",Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
CAF,2025,,,,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION,,,,,,15000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 60, imputation 60.61.00.06.120000.6439.11, colonne « Crédit 2025 »",Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION
CAF,2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,500000000,,800000000,,,,,,proposed,revised,unclear,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.05.120000.6439.11, colonne « Crédit 2025 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,0,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.14.120000.2119.11, colonne « Crédit 2025 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,1400000000,,1400000000,,,,,,proposed,revised,partial,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.20.120000.6439.11, colonne « Crédit 2025 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,200000000,,300000000,,,,,,proposed,revised,whole,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.21.120000.6439.11, colonne « Crédit 2025 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,250000000,,250000000,,,,,,proposed,revised,partial,false,XAF,budget-document,"PLF 2025, volume des charges, section 85, imputation 85.88.00.23.120000.6324.11, colonne « Crédit 2025 »","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,420000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002601230000XXXX03, colonne CP 2026",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,3000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002603230000XXXX03, colonne CP 2026",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,10000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002701230000XXXX04, colonne CP 2026",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,38000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002701230000XXXX07, colonne CP 2026",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,3125000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 30, code 3002804230000XXXX04, colonne CP 2026",Section 30 — MINISTERE DES FINANCES ET DU BUDGET
CAF,2026,,,,"Section 31 — MINISTERE DE L'ECONOMIE, DU PLAN ET DE LA COOPERATION INTERNATIONALE",,,,,,6500000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 31, code 3103404240000XXXX04, colonne CP 2026","Section 31 — MINISTERE DE L'ECONOMIE, DU PLAN ET DE LA COOPERATION INTERNATIONALE"
CAF,2026,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,,,,,,16000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 32, code 3203701, colonne CP 2026",Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE
CAF,2026,,,,Section 40 — MINISTERE DE L'EDUCATION NATIONALE,,,,,,6000000,,,,,,,,proposed,proposed,partial,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 40, code 4004604, colonne CP 2026",Section 40 — MINISTERE DE L'EDUCATION NATIONALE
CAF,2026,,,,Section 41 — MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,,,,,,20000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 41, code 4104901230000XXXX12, colonne CP 2026",Section 41 — MINISTERE DE L'ENSEIGNEMENT SUPERIEUR
CAF,2026,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,30000000,,,,,,,,proposed,proposed,partial,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 50, code 5005001230000XXXX03, colonne CP 2026",Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
CAF,2026,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,9000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 50, code 5005103630000XXXX02, colonne CP 2026",Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
CAF,2026,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,30000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 50, code 5005204630000XXXX01, colonne CP 2026",Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
CAF,2026,,,,Section 83 — MINISTERE DES MINES ET DE LA GEOLOGIE,,,,,,625000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 83, code 8307604240000XXXX07, colonne CP 2026",Section 83 — MINISTERE DES MINES ET DE LA GEOLOGIE
CAF,2026,,,,Section 83 — MINISTERE DES MINES ET DE LA GEOLOGIE,,,,,,650000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 83, code 8307702240000XXXX01, colonne CP 2026",Section 83 — MINISTERE DES MINES ET DE LA GEOLOGIE
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,13000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201230000XXXX01, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,2000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201240000XXXX02, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,2000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201240000XXXX03, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,300000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201240000XXXX04, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,2000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508201240000XXXX06, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,2000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508202240000XXXX01, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,13000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508301230000XXXX04, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,4000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508302, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,1600000000,,,,,,,,proposed,proposed,partial,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508303240000XXXX01, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,2000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508303240000XXXX02, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,2000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508303240000XXXX04, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,2000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508304, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,33000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508401160000XXXX05, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,500000000,,,,,,,,proposed,proposed,unclear,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508403160000XXXX06, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,1000000000,,,,,,,,proposed,proposed,unclear,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508403160000XXXX07, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,118000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508403160000XXXX08, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
