deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
mwi-2026-276-001-133-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,276,Vote 276 - National Statistics Office,001,National Statistics Office - Headquarters,133,Demography and Social Statistics,1,Demography Statistics,,printed,printed,programme,Demography and Social Statistics - Demography Statistics (National Statistics Office - Headquarters),"Part of the National Statistical Office's own appropriation, held whole because official statistics is the office's single mandate.",data.statistics,whole,"Single-mandate statistics office, held at the finest grain its vote prints (cost centre by sub-programme).",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,10700000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 276, cost centre 001- National Statistics Office - Headquarters, programme 133-Demography and Social Statistics, sub-programme 1-Demography Statistics, row Total, column 2026-27 Estimate, PDF p. 265",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 10,700,000,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-276-001-133-2,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,276,Vote 276 - National Statistics Office,001,National Statistics Office - Headquarters,133,Demography and Social Statistics,2,Social Statistics,,printed,printed,programme,Demography and Social Statistics - Social Statistics (National Statistics Office - Headquarters),"Part of the National Statistical Office's own appropriation, held whole because official statistics is the office's single mandate.",data.statistics,whole,"Single-mandate statistics office, held at the finest grain its vote prints (cost centre by sub-programme).",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,300000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 276, cost centre 001- National Statistics Office - Headquarters, programme 133-Demography and Social Statistics, sub-programme 2-Social Statistics, row Total, column 2026-27 Estimate, PDF p. 266",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 300,000,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-276-001-134-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,276,Vote 276 - National Statistics Office,001,National Statistics Office - Headquarters,134,Agriculture and Economical Statistics,1,Economic Statistics,,printed,printed,programme,Agriculture and Economical Statistics - Economic Statistics (National Statistics Office - Headquarters),"Part of the National Statistical Office's own appropriation, held whole because official statistics is the office's single mandate.",data.statistics,whole,"Single-mandate statistics office, held at the finest grain its vote prints (cost centre by sub-programme).",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,2131464640,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 276, cost centre 001- National Statistics Office - Headquarters, programme 134-Agriculture and Economical Statistics, sub-programme 1-Economic Statistics, row Total, column 2026-27 Estimate, PDF p. 266",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 2,131,464,640. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-276-001-134-2,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,276,Vote 276 - National Statistics Office,001,National Statistics Office - Headquarters,134,Agriculture and Economical Statistics,2,Agriculture Statistics,,printed,printed,programme,Agriculture and Economical Statistics - Agriculture Statistics (National Statistics Office - Headquarters),"Part of the National Statistical Office's own appropriation, held whole because official statistics is the office's single mandate.",data.statistics,whole,"Single-mandate statistics office, held at the finest grain its vote prints (cost centre by sub-programme).",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,2277082260,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 276, cost centre 001- National Statistics Office - Headquarters, programme 134-Agriculture and Economical Statistics, sub-programme 2-Agriculture Statistics, row Total, column 2026-27 Estimate, PDF p. 266",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 2,277,082,260. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-276-002-134-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,276,Vote 276 - National Statistics Office,002,National Statistics Office - Blantyre,134,Agriculture and Economical Statistics,1,Economic Statistics,,printed,printed,programme,Agriculture and Economical Statistics - Economic Statistics (National Statistics Office - Blantyre),"Part of the National Statistical Office's own appropriation, held whole because official statistics is the office's single mandate.",data.statistics,whole,"Single-mandate statistics office, held at the finest grain its vote prints (cost centre by sub-programme).",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,250000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 276, cost centre 002- National Statistics Office - Blantyre, programme 134-Agriculture and Economical Statistics, sub-programme 1-Economic Statistics, row Total, column 2026-27 Estimate, PDF p. 266",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 250,000,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-276-003-134-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,276,Vote 276 - National Statistics Office,003,National Statistics Office - Lilongwe,134,Agriculture and Economical Statistics,1,Economic Statistics,,printed,printed,programme,Agriculture and Economical Statistics - Economic Statistics (National Statistics Office - Lilongwe),"Part of the National Statistical Office's own appropriation, held whole because official statistics is the office's single mandate.",data.statistics,whole,"Single-mandate statistics office, held at the finest grain its vote prints (cost centre by sub-programme).",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,650000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 276, cost centre 003- National Statistics Office - Lilongwe, programme 134-Agriculture and Economical Statistics, sub-programme 1-Economic Statistics, row Total, column 2026-27 Estimate, PDF p. 266",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 650,000,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-276-004-134-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,276,Vote 276 - National Statistics Office,004,National Statistics Office - Mzuzu,134,Agriculture and Economical Statistics,1,Economic Statistics,,printed,printed,programme,Agriculture and Economical Statistics - Economic Statistics (National Statistics Office - Mzuzu),"Part of the National Statistical Office's own appropriation, held whole because official statistics is the office's single mandate.",data.statistics,whole,"Single-mandate statistics office, held at the finest grain its vote prints (cost centre by sub-programme).",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,200000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 276, cost centre 004- National Statistics Office - Mzuzu, programme 134-Agriculture and Economical Statistics, sub-programme 1-Economic Statistics, row Total, column 2026-27 Estimate, PDF p. 267",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 200,000,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-276-001-27100,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,276,Vote 276 - National Statistics Office,001,National Statistics Office - Headquarters,27100,Construction of NSO Headquaters in Lilongwe,,,,printed,printed,project,Construction of NSO Headquaters in Lilongwe (National Statistics Office - Headquarters),Development spending on a new headquarters building for the National Statistical Office.,data.statistics,whole,"Single-mandate statistics office, held at the finest grain its vote prints (cost centre by sub-programme).",domestic-state,domestic-revenue,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,1000000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Capital Details, Vote 276, cost centre 001- National Statistics Office - Headquarters, programme 020-Management and Support Services, project 27100-Construction of NSO Headquaters in Lilongwe, row Total, column 2026-27 Estimate, PDF p. 268",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 1,000,000,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Origin: the 2026/2027 Financial Statement's Annex 3 lists this project under Development Part 2, the domestically financed budget. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-277-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,277,Vote 277 - National Planning Commission,001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,34890000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 277, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 271",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 34,890,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,36000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 281",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 36,000,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-003-147-2,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,003,Zomba Central Hospital,147,Digital Health,2,Digital Health Strenghtening,,printed,printed,programme,Digital Health - Digital Health Strenghtening (Zomba Central Hospital),"A sub-programme of the health ministry's Digital Health programme, which funds health information systems and their use.",dpi.mis,whole,"The programme is titled Digital Health and its sub-programmes cover digital health infrastructure, strengthening and integration.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,20694000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 003- Zomba Central Hospital, programme 147-Digital Health, sub-programme 2-Digital Health Strenghtening, row Total, column 2026-27 Estimate, PDF p. 286",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 20,694,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-003-147-4,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,003,Zomba Central Hospital,147,Digital Health,4,Digital Health Integration,,printed,printed,programme,Digital Health - Digital Health Integration (Zomba Central Hospital),"A sub-programme of the health ministry's Digital Health programme, which funds health information systems and their use.",dpi.mis,whole,"The programme is titled Digital Health and its sub-programmes cover digital health infrastructure, strengthening and integration.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,21201000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 003- Zomba Central Hospital, programme 147-Digital Health, sub-programme 4-Digital Health Integration, row Total, column 2026-27 Estimate, PDF p. 286",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 21,201,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-003-147-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,003,Zomba Central Hospital,147,Digital Health,1,Digital Health Infrastructure,,printed,printed,programme,Digital Health - Digital Health Infrastructure (Zomba Central Hospital),"A sub-programme of the health ministry's Digital Health programme, which funds health information systems and their use.",dpi.mis,whole,"The programme is titled Digital Health and its sub-programmes cover digital health infrastructure, strengthening and integration.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,1000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 003- Zomba Central Hospital, programme 147-Digital Health, sub-programme 1-Digital Health Infrastructure, row Total, column 2026-27 Estimate, PDF p. 286",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 1,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-006-147-4,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,006,Mzuzu Central Hospital,147,Digital Health,4,Digital Health Integration,,printed,printed,programme,Digital Health - Digital Health Integration (Mzuzu Central Hospital),"A sub-programme of the health ministry's Digital Health programme, which funds health information systems and their use.",dpi.mis,whole,"The programme is titled Digital Health and its sub-programmes cover digital health infrastructure, strengthening and integration.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,50000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 006- Mzuzu Central Hospital, programme 147-Digital Health, sub-programme 4-Digital Health Integration, row Total, column 2026-27 Estimate, PDF p. 291",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 50,000,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-006-147-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,006,Mzuzu Central Hospital,147,Digital Health,1,Digital Health Infrastructure,,printed,printed,programme,Digital Health - Digital Health Infrastructure (Mzuzu Central Hospital),"A sub-programme of the health ministry's Digital Health programme, which funds health information systems and their use.",dpi.mis,whole,"The programme is titled Digital Health and its sub-programmes cover digital health infrastructure, strengthening and integration.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,5200000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 006- Mzuzu Central Hospital, programme 147-Digital Health, sub-programme 1-Digital Health Infrastructure, row Total, column 2026-27 Estimate, PDF p. 291",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 5,200,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-034-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,034,Health Service Commission,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Health Service Commission),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,58142668,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 034- Health Service Commission, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 291",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 58,142,668. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-038-147-4,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,038,South West ZHSO,147,Digital Health,4,Digital Health Integration,,printed,printed,programme,Digital Health - Digital Health Integration (South West ZHSO),"A sub-programme of the health ministry's Digital Health programme, which funds health information systems and their use.",dpi.mis,whole,"The programme is titled Digital Health and its sub-programmes cover digital health infrastructure, strengthening and integration.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,11880000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 038- South West ZHSO, programme 147-Digital Health, sub-programme 4-Digital Health Integration, row Total, column 2026-27 Estimate, PDF p. 293",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 11,880,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-310-045-147-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,310,Vote 310 - Ministry of Health and Sanitation,045,Lilongwe Institute of Orthopedics and Ne,147,Digital Health,1,Digital Health Infrastructure,,printed,printed,programme,Digital Health - Digital Health Infrastructure (Lilongwe Institute of Orthopedics and Ne),"A sub-programme of the health ministry's Digital Health programme, which funds health information systems and their use.",dpi.mis,whole,"The programme is titled Digital Health and its sub-programmes cover digital health infrastructure, strengthening and integration.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,38500000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 2 (Votes 250-310), Recurrent Details, Vote 310, cost centre 045 - Lilongwe Institute of Orthopedics and Ne, programme 147-Digital Health, sub-programme 1-Digital Health Infrastructure, row Total, column 2026-27 Estimate, PDF p. 296",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-2-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 38,500,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-320-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,320,"Vote 320 - Ministry of Gender, Children,Disability and Social Welfare",001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,40167424,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 320, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 9",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 40,167,424. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-320-008-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,320,"Vote 320 - Ministry of Gender, Children,Disability and Social Welfare",008,Disability Head Quarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Disability Head Quarters),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,13557500,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 320, cost centre 008- Disability Head Quarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 12",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to 12,015,000, short of its printed total 13,557,500; the line totals under the programme sum to the programme's printed total, so the figure is held at line grain and the shortfall sits in no printed item. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-330-001-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,330,Vote 330 - Ministry of Information and Communications Technology,001,Headquarters,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology,"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,21021723,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 330, cost centre 001- Headquarters, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 21",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 21,021,723. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
