iso3,indicator_id,dataset,value,unit,year,release,nature
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8861,% of employment,2010,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8467,% of employment,2011,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8508,% of employment,2012,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7882,% of employment,2013,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7815,% of employment,2014,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8327,% of employment,2015,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.743,% of employment,2016,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7258,% of employment,2017,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8313,% of employment,2018,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.806,% of employment,2019,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.714,% of employment,2020,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8119,% of employment,2021,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8414,% of employment,2022,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7422,% of employment,2023,2026-09-23,survey
EGY,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7456,% of employment,2024,2026-09-23,survey
ETH,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1681,% of employment,2013,2026-09-23,survey
ETH,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2494,% of employment,2021,2026-09-23,survey
GAB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.1531,% of employment,2024,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3907,% of employment,2010,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3731,% of employment,2013,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5204,% of employment,2015,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2701,% of employment,2017,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.4455,% of employment,2021,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2932,% of employment,2022,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1998,% of employment,2023,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2088,% of employment,2024,2026-09-23,survey
GHA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3146,% of employment,2025,2026-09-23,survey
GMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5435,% of employment,2012,2026-09-23,survey
GMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8238,% of employment,2018,2026-09-23,survey
GMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8006,% of employment,2023,2026-09-23,survey
GMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5827,% of employment,2025,2026-09-23,survey
GNB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2829,% of employment,2018,2026-09-23,survey
GNB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3374,% of employment,2022,2026-09-23,survey
GNQ,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.2923,% of employment,2023,2026-09-23,survey
KEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3702,% of employment,2019,2026-09-23,survey
KEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3607,% of employment,2021,2026-09-23,survey
LBR,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5046,% of employment,2010,2026-09-23,survey
LBR,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.468,% of employment,2017,2026-09-23,survey
LSO,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.323,% of employment,2019,2026-09-23,survey
LSO,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3052,% of employment,2024,2026-09-23,survey
MDG,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2014,% of employment,2012,2026-09-23,survey
MDG,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.239,% of employment,2015,2026-09-23,survey
MDG,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2287,% of employment,2022,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1176,% of employment,2013,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1036,% of employment,2014,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1363,% of employment,2015,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1685,% of employment,2016,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1375,% of employment,2017,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.261,% of employment,2018,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1579,% of employment,2020,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2196,% of employment,2022,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1793,% of employment,2023,2026-09-23,survey
MLI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1867,% of employment,2024,2026-09-23,survey
MOZ,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1571,% of employment,2015,2026-09-23,survey
MOZ,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1496,% of employment,2022,2026-09-23,survey
MRT,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.4951,% of employment,2017,2026-09-23,survey
MRT,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.4003,% of employment,2019,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.5515,% of employment,2011,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.7948,% of employment,2012,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.38,% of employment,2013,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.079,% of employment,2014,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.3111,% of employment,2015,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.5484,% of employment,2016,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.2538,% of employment,2017,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.3271,% of employment,2018,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.4114,% of employment,2019,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.7837,% of employment,2020,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,3.032,% of employment,2021,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,3.1766,% of employment,2022,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.9543,% of employment,2023,2026-09-23,survey
MUS,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,3.3873,% of employment,2024,2026-09-23,survey
MWI,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.231,% of employment,2024,2026-09-23,survey
NAM,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.9704,% of employment,2012,2026-09-23,survey
NAM,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8197,% of employment,2013,2026-09-23,survey
NAM,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5786,% of employment,2014,2026-09-23,survey
NAM,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8918,% of employment,2016,2026-09-23,survey
NAM,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7244,% of employment,2018,2026-09-23,survey
NAM,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.3765,% of employment,2023,2026-09-23,survey
NER,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1095,% of employment,2011,2026-09-23,survey
NER,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1502,% of employment,2012,2026-09-23,survey
NER,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2484,% of employment,2017,2026-09-23,survey
NGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5682,% of employment,2019,2026-09-23,survey
NGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.4384,% of employment,2022,2026-09-23,survey
NGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3758,% of employment,2023,2026-09-23,survey
NGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1761,% of employment,2024,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1379,% of employment,2012,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1696,% of employment,2014,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2971,% of employment,2017,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3495,% of employment,2018,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2946,% of employment,2019,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2553,% of employment,2020,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3052,% of employment,2021,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1941,% of employment,2022,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2413,% of employment,2023,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2499,% of employment,2024,2026-09-23,survey
RWA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2726,% of employment,2025,2026-09-23,survey
SDN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5634,% of employment,2011,2026-09-23,survey
SDN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.292,% of employment,2022,2026-09-23,survey
SEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.7659,% of employment,2011,2026-09-23,survey
SEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7593,% of employment,2015,2026-09-23,survey
SEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3543,% of employment,2016,2026-09-23,survey
SEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.4265,% of employment,2019,2026-09-23,survey
SEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.792,% of employment,2022,2026-09-23,survey
SEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.6143,% of employment,2023,2026-09-23,survey
SEN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5959,% of employment,2024,2026-09-23,survey
SLE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1717,% of employment,2014,2026-09-23,survey
SLE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3366,% of employment,2018,2026-09-23,survey
SOM,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.5309,% of employment,2019,2026-09-23,survey
SOM,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5795,% of employment,2022,2026-09-23,survey
STP,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.6977,% of employment,2017,2026-09-23,survey
SWZ,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7748,% of employment,2016,2026-09-23,survey
SWZ,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.3164,% of employment,2021,2026-09-23,survey
SWZ,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.557,% of employment,2023,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.2941,% of employment,2011,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.7126,% of employment,2014,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.0161,% of employment,2015,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.7553,% of employment,2016,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.7741,% of employment,2017,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.8707,% of employment,2018,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.6044,% of employment,2019,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.9325,% of employment,2020,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.6503,% of employment,2023,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.8201,% of employment,2024,2026-09-23,survey
SYC,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,2.1948,% of employment,2025,2026-09-23,survey
TCD,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.0924,% of employment,2018,2026-09-23,survey
TCD,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1251,% of employment,2022,2026-09-23,survey
TGO,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.6048,% of employment,2017,2026-09-23,survey
TGO,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.5983,% of employment,2022,2026-09-23,survey
TUN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.3977,% of employment,2019,2026-09-23,survey
TUN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.1446,% of employment,2021,2026-09-23,survey
TUN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.3201,% of employment,2022,2026-09-23,survey
TUN,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.2587,% of employment,2023,2026-09-23,survey
TZA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3417,% of employment,2010,2026-09-23,survey
TZA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2337,% of employment,2012,2026-09-23,survey
TZA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1523,% of employment,2014,2026-09-23,survey
TZA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1652,% of employment,2020,2026-09-23,survey
TZA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1862,% of employment,2024,2026-09-23,survey
TZA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1533,% of employment,2025,2026-09-23,survey
UGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,3.2522,% of employment,2010,2026-09-23,survey
UGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,1.9643,% of employment,2011,2026-09-23,survey
UGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2399,% of employment,2012,2026-09-23,survey
UGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1284,% of employment,2014,2026-09-23,survey
UGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2238,% of employment,2017,2026-09-23,survey
UGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2298,% of employment,2019,2026-09-23,survey
UGA,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.228,% of employment,2021,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.7931,% of employment,2012,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.4697,% of employment,2015,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2305,% of employment,2017,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3408,% of employment,2018,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2832,% of employment,2019,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3725,% of employment,2020,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3356,% of employment,2021,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2865,% of employment,2022,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2876,% of employment,2023,2026-09-23,survey
ZMB,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.1853,% of employment,2024,2026-09-23,survey
ZWE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.296,% of employment,2011,2026-09-23,survey
ZWE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.4089,% of employment,2014,2026-09-23,survey
ZWE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2568,% of employment,2019,2026-09-23,survey
ZWE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3557,% of employment,2021,2026-09-23,survey
ZWE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3623,% of employment,2022,2026-09-23,survey
ZWE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3643,% of employment,2023,2026-09-23,survey
ZWE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.3558,% of employment,2024,2026-09-23,survey
ZWE,capacity.training--graduates-entering-dt-ecosystem,ilostat-isic-j-employment,0.2485,% of employment,2025,2026-09-23,survey
AGO,dpi.pay--population-uptake,findex-account-ownership,39.2035,% of adults 15+,2011,2026-07-13,survey
AGO,dpi.pay--population-uptake,findex-account-ownership,29.3181,% of adults 15+,2014,2026-07-13,survey
BDI,dpi.pay--population-uptake,findex-account-ownership,7.238,% of adults 15+,2011,2026-07-13,survey
BDI,dpi.pay--population-uptake,findex-account-ownership,7.1058,% of adults 15+,2014,2026-07-13,survey
BEN,dpi.pay--population-uptake,findex-account-ownership,10.4639,% of adults 15+,2011,2026-07-13,survey
BEN,dpi.pay--population-uptake,findex-account-ownership,16.6208,% of adults 15+,2014,2026-07-13,survey
BEN,dpi.pay--population-uptake,findex-account-ownership,38.4892,% of adults 15+,2017,2026-07-13,survey
BEN,dpi.pay--population-uptake,findex-account-ownership,48.6055,% of adults 15+,2021,2026-07-13,survey
BEN,dpi.pay--population-uptake,findex-account-ownership,51.8432,% of adults 15+,2024,2026-07-13,survey
BFA,dpi.pay--population-uptake,findex-account-ownership,13.3531,% of adults 15+,2011,2026-07-13,survey
BFA,dpi.pay--population-uptake,findex-account-ownership,14.3576,% of adults 15+,2014,2026-07-13,survey
BFA,dpi.pay--population-uptake,findex-account-ownership,43.16,% of adults 15+,2017,2026-07-13,survey
BFA,dpi.pay--population-uptake,findex-account-ownership,36.1085,% of adults 15+,2021,2026-07-13,survey
BFA,dpi.pay--population-uptake,findex-account-ownership,51.4275,% of adults 15+,2024,2026-07-13,survey
BWA,dpi.pay--population-uptake,findex-account-ownership,30.26,% of adults 15+,2011,2026-07-13,survey
BWA,dpi.pay--population-uptake,findex-account-ownership,51.9646,% of adults 15+,2014,2026-07-13,survey
BWA,dpi.pay--population-uptake,findex-account-ownership,51.0325,% of adults 15+,2017,2026-07-13,survey
BWA,dpi.pay--population-uptake,findex-account-ownership,58.7632,% of adults 15+,2022,2026-07-13,survey
BWA,dpi.pay--population-uptake,findex-account-ownership,61.4385,% of adults 15+,2024,2026-07-13,survey
CAF,dpi.pay--population-uptake,findex-account-ownership,3.3008,% of adults 15+,2011,2026-07-13,survey
CAF,dpi.pay--population-uptake,findex-account-ownership,13.7459,% of adults 15+,2017,2026-07-13,survey
CIV,dpi.pay--population-uptake,findex-account-ownership,34.322,% of adults 15+,2014,2026-07-13,survey
CIV,dpi.pay--population-uptake,findex-account-ownership,41.331,% of adults 15+,2017,2026-07-13,survey
CIV,dpi.pay--population-uptake,findex-account-ownership,50.7623,% of adults 15+,2021,2026-07-13,survey
CIV,dpi.pay--population-uptake,findex-account-ownership,57.5676,% of adults 15+,2024,2026-07-13,survey
CMR,dpi.pay--population-uptake,findex-account-ownership,14.8096,% of adults 15+,2011,2026-07-13,survey
CMR,dpi.pay--population-uptake,findex-account-ownership,12.1777,% of adults 15+,2014,2026-07-13,survey
CMR,dpi.pay--population-uptake,findex-account-ownership,34.5908,% of adults 15+,2017,2026-07-13,survey
CMR,dpi.pay--population-uptake,findex-account-ownership,51.6548,% of adults 15+,2021,2026-07-13,survey
CMR,dpi.pay--population-uptake,findex-account-ownership,60.8738,% of adults 15+,2024,2026-07-13,survey
COD,dpi.pay--population-uptake,findex-account-ownership,3.6967,% of adults 15+,2011,2026-07-13,survey
COD,dpi.pay--population-uptake,findex-account-ownership,17.477,% of adults 15+,2014,2026-07-13,survey
COD,dpi.pay--population-uptake,findex-account-ownership,25.8257,% of adults 15+,2017,2026-07-13,survey
COD,dpi.pay--population-uptake,findex-account-ownership,27.4411,% of adults 15+,2022,2026-07-13,survey
COD,dpi.pay--population-uptake,findex-account-ownership,39.214,% of adults 15+,2024,2026-07-13,survey
COG,dpi.pay--population-uptake,findex-account-ownership,10.0481,% of adults 15+,2011,2026-07-13,survey
COG,dpi.pay--population-uptake,findex-account-ownership,17.0696,% of adults 15+,2014,2026-07-13,survey
COG,dpi.pay--population-uptake,findex-account-ownership,26.0927,% of adults 15+,2017,2026-07-13,survey
COG,dpi.pay--population-uptake,findex-account-ownership,47.1422,% of adults 15+,2021,2026-07-13,survey
COG,dpi.pay--population-uptake,findex-account-ownership,55.576,% of adults 15+,2024,2026-07-13,survey
COM,dpi.pay--population-uptake,findex-account-ownership,21.6947,% of adults 15+,2011,2026-07-13,survey
COM,dpi.pay--population-uptake,findex-account-ownership,34.2502,% of adults 15+,2022,2026-07-13,survey
COM,dpi.pay--population-uptake,findex-account-ownership,45.4594,% of adults 15+,2024,2026-07-13,survey
DJI,dpi.pay--population-uptake,findex-account-ownership,12.2739,% of adults 15+,2011,2026-07-13,survey
DZA,dpi.pay--population-uptake,findex-account-ownership,33.2861,% of adults 15+,2011,2026-07-13,survey
DZA,dpi.pay--population-uptake,findex-account-ownership,50.4758,% of adults 15+,2014,2026-07-13,survey
DZA,dpi.pay--population-uptake,findex-account-ownership,42.7766,% of adults 15+,2017,2026-07-13,survey
DZA,dpi.pay--population-uptake,findex-account-ownership,44.097,% of adults 15+,2021,2026-07-13,survey
DZA,dpi.pay--population-uptake,findex-account-ownership,35.2901,% of adults 15+,2024,2026-07-13,survey
EGY,dpi.pay--population-uptake,findex-account-ownership,9.72,% of adults 15+,2011,2026-07-13,survey
EGY,dpi.pay--population-uptake,findex-account-ownership,14.1268,% of adults 15+,2014,2026-07-13,survey
EGY,dpi.pay--population-uptake,findex-account-ownership,32.7844,% of adults 15+,2017,2026-07-13,survey
EGY,dpi.pay--population-uptake,findex-account-ownership,27.444,% of adults 15+,2021,2026-07-13,survey
EGY,dpi.pay--population-uptake,findex-account-ownership,43.1134,% of adults 15+,2024,2026-07-13,survey
ETH,dpi.pay--population-uptake,findex-account-ownership,21.7916,% of adults 15+,2014,2026-07-13,survey
ETH,dpi.pay--population-uptake,findex-account-ownership,34.8276,% of adults 15+,2017,2026-07-13,survey
ETH,dpi.pay--population-uptake,findex-account-ownership,46.4801,% of adults 15+,2022,2026-07-13,survey
ETH,dpi.pay--population-uptake,findex-account-ownership,48.8303,% of adults 15+,2024,2026-07-13,survey
GAB,dpi.pay--population-uptake,findex-account-ownership,18.9465,% of adults 15+,2011,2026-07-13,survey
GAB,dpi.pay--population-uptake,findex-account-ownership,33.0142,% of adults 15+,2014,2026-07-13,survey
GAB,dpi.pay--population-uptake,findex-account-ownership,58.602,% of adults 15+,2017,2026-07-13,survey
GAB,dpi.pay--population-uptake,findex-account-ownership,66.09,% of adults 15+,2021,2026-07-13,survey
GAB,dpi.pay--population-uptake,findex-account-ownership,68.1813,% of adults 15+,2024,2026-07-13,survey
GHA,dpi.pay--population-uptake,findex-account-ownership,29.4254,% of adults 15+,2011,2026-07-13,survey
GHA,dpi.pay--population-uptake,findex-account-ownership,40.5058,% of adults 15+,2014,2026-07-13,survey
GHA,dpi.pay--population-uptake,findex-account-ownership,57.7175,% of adults 15+,2017,2026-07-13,survey
GHA,dpi.pay--population-uptake,findex-account-ownership,68.2304,% of adults 15+,2021,2026-07-13,survey
GHA,dpi.pay--population-uptake,findex-account-ownership,81.243,% of adults 15+,2024,2026-07-13,survey
GIN,dpi.pay--population-uptake,findex-account-ownership,3.6879,% of adults 15+,2011,2026-07-13,survey
GIN,dpi.pay--population-uptake,findex-account-ownership,6.96,% of adults 15+,2014,2026-07-13,survey
GIN,dpi.pay--population-uptake,findex-account-ownership,23.486,% of adults 15+,2017,2026-07-13,survey
GIN,dpi.pay--population-uptake,findex-account-ownership,30.4403,% of adults 15+,2021,2026-07-13,survey
GIN,dpi.pay--population-uptake,findex-account-ownership,36.048,% of adults 15+,2024,2026-07-13,survey
GMB,dpi.pay--population-uptake,findex-account-ownership,28.5605,% of adults 15+,2017,2026-07-13,survey
