iso3,indicator_id,dataset,value,unit,year,release
GNB,gdp-current-usd,wdi-gdp,1.90761e+09,US$,2021,2026-07-13
GNB,gdp-current-usd,wdi-gdp,1.85624e+09,US$,2022,2026-07-13
GNB,gdp-current-usd,wdi-gdp,2.07675e+09,US$,2023,2026-07-13
GNB,gdp-current-usd,wdi-gdp,2.19778e+09,US$,2024,2026-07-13
GNB,gdp-current-usd,wdi-gdp,2.52793e+09,US$,2025,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.63144e+10,US$,2010,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,2.13573e+10,US$,2011,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,2.23883e+10,US$,2012,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,2.19488e+10,US$,2013,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,2.17655e+10,US$,2014,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.31855e+10,US$,2015,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.12408e+10,US$,2016,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.22009e+10,US$,2017,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.3097e+10,US$,2018,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.13641e+10,US$,2019,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,9.89382e+09,US$,2020,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.22159e+10,US$,2021,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.36876e+10,US$,2022,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.25418e+10,US$,2023,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.32544e+10,US$,2024,2026-07-13
GNQ,gdp-current-usd,wdi-gdp,1.28232e+10,US$,2025,2026-07-13
KEN,gdp-current-usd,wdi-gdp,4.54056e+10,US$,2010,2026-07-13
KEN,gdp-current-usd,wdi-gdp,4.68695e+10,US$,2011,2026-07-13
KEN,gdp-current-usd,wdi-gdp,5.63967e+10,US$,2012,2026-07-13
KEN,gdp-current-usd,wdi-gdp,6.16714e+10,US$,2013,2026-07-13
KEN,gdp-current-usd,wdi-gdp,6.82858e+10,US$,2014,2026-07-13
KEN,gdp-current-usd,wdi-gdp,7.01204e+10,US$,2015,2026-07-13
KEN,gdp-current-usd,wdi-gdp,7.48151e+10,US$,2016,2026-07-13
KEN,gdp-current-usd,wdi-gdp,8.20365e+10,US$,2017,2026-07-13
KEN,gdp-current-usd,wdi-gdp,9.2203e+10,US$,2018,2026-07-13
KEN,gdp-current-usd,wdi-gdp,1.00378e+11,US$,2019,2026-07-13
KEN,gdp-current-usd,wdi-gdp,1.00658e+11,US$,2020,2026-07-13
KEN,gdp-current-usd,wdi-gdp,1.09704e+11,US$,2021,2026-07-13
KEN,gdp-current-usd,wdi-gdp,1.14449e+11,US$,2022,2026-07-13
KEN,gdp-current-usd,wdi-gdp,1.07501e+11,US$,2023,2026-07-13
KEN,gdp-current-usd,wdi-gdp,1.20398e+11,US$,2024,2026-07-13
KEN,gdp-current-usd,wdi-gdp,1.35941e+11,US$,2025,2026-07-13
LBR,gdp-current-usd,wdi-gdp,1.998e+09,US$,2010,2026-07-13
LBR,gdp-current-usd,wdi-gdp,2.398e+09,US$,2011,2026-07-13
LBR,gdp-current-usd,wdi-gdp,2.79161e+09,US$,2012,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.1772e+09,US$,2013,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.22565e+09,US$,2014,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.22708e+09,US$,2015,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.39842e+09,US$,2016,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.3907e+09,US$,2017,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.42275e+09,US$,2018,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.3196e+09,US$,2019,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.17613e+09,US$,2020,2026-07-13
LBR,gdp-current-usd,wdi-gdp,3.51305e+09,US$,2021,2026-07-13
LBR,gdp-current-usd,wdi-gdp,4.00105e+09,US$,2022,2026-07-13
LBR,gdp-current-usd,wdi-gdp,4.39e+09,US$,2023,2026-07-13
LBR,gdp-current-usd,wdi-gdp,4.7793e+09,US$,2024,2026-07-13
LBR,gdp-current-usd,wdi-gdp,5.24594e+09,US$,2025,2026-07-13
LBY,gdp-current-usd,wdi-gdp,7.53808e+10,US$,2010,2026-07-13
LBY,gdp-current-usd,wdi-gdp,4.81693e+10,US$,2011,2026-07-13
LBY,gdp-current-usd,wdi-gdp,9.25409e+10,US$,2012,2026-07-13
LBY,gdp-current-usd,wdi-gdp,7.53511e+10,US$,2013,2026-07-13
LBY,gdp-current-usd,wdi-gdp,5.73724e+10,US$,2014,2026-07-13
LBY,gdp-current-usd,wdi-gdp,4.87175e+10,US$,2015,2026-07-13
LBY,gdp-current-usd,wdi-gdp,4.99121e+10,US$,2016,2026-07-13
LBY,gdp-current-usd,wdi-gdp,6.71575e+10,US$,2017,2026-07-13
LBY,gdp-current-usd,wdi-gdp,7.6686e+10,US$,2018,2026-07-13
LBY,gdp-current-usd,wdi-gdp,6.92545e+10,US$,2019,2026-07-13
LBY,gdp-current-usd,wdi-gdp,4.68543e+10,US$,2020,2026-07-13
LBY,gdp-current-usd,wdi-gdp,3.5218e+10,US$,2021,2026-07-13
LBY,gdp-current-usd,wdi-gdp,4.32463e+10,US$,2022,2026-07-13
LBY,gdp-current-usd,wdi-gdp,4.40277e+10,US$,2023,2026-07-13
LBY,gdp-current-usd,wdi-gdp,4.84872e+10,US$,2024,2026-07-13
LBY,gdp-current-usd,wdi-gdp,4.80989e+10,US$,2025,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.23475e+09,US$,2010,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.57941e+09,US$,2011,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.4777e+09,US$,2012,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.36711e+09,US$,2013,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.44106e+09,US$,2014,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.35969e+09,US$,2015,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.11443e+09,US$,2016,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.30674e+09,US$,2017,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.55625e+09,US$,2018,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.3907e+09,US$,2019,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.0537e+09,US$,2020,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.41213e+09,US$,2021,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.35498e+09,US$,2022,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.12987e+09,US$,2023,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.39128e+09,US$,2024,2026-07-13
LSO,gdp-current-usd,wdi-gdp,2.57357e+09,US$,2025,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.00865e+11,US$,2010,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.10081e+11,US$,2011,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.06937e+11,US$,2012,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.15739e+11,US$,2013,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.19131e+11,US$,2014,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.10414e+11,US$,2015,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.11573e+11,US$,2016,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.18541e+11,US$,2017,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.27341e+11,US$,2018,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.2892e+11,US$,2019,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.21354e+11,US$,2020,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.42022e+11,US$,2021,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.31245e+11,US$,2022,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.46036e+11,US$,2023,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.60611e+11,US$,2024,2026-07-13
MAR,gdp-current-usd,wdi-gdp,1.82374e+11,US$,2025,2026-07-13
MDG,gdp-current-usd,wdi-gdp,9.98271e+09,US$,2010,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.15518e+10,US$,2011,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.1579e+10,US$,2012,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.24236e+10,US$,2013,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.2523e+10,US$,2014,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.1323e+10,US$,2015,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.18486e+10,US$,2016,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.31763e+10,US$,2017,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.376e+10,US$,2018,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.41047e+10,US$,2019,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.30514e+10,US$,2020,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.43547e+10,US$,2021,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.53422e+10,US$,2022,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.60367e+10,US$,2023,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.75928e+10,US$,2024,2026-07-13
MDG,gdp-current-usd,wdi-gdp,1.96204e+10,US$,2025,2026-07-13
MLI,gdp-current-usd,wdi-gdp,1.27107e+10,US$,2010,2026-07-13
MLI,gdp-current-usd,wdi-gdp,1.54528e+10,US$,2011,2026-07-13
MLI,gdp-current-usd,wdi-gdp,1.47951e+10,US$,2012,2026-07-13
MLI,gdp-current-usd,wdi-gdp,1.57472e+10,US$,2013,2026-07-13
MLI,gdp-current-usd,wdi-gdp,1.70817e+10,US$,2014,2026-07-13
MLI,gdp-current-usd,wdi-gdp,1.55832e+10,US$,2015,2026-07-13
MLI,gdp-current-usd,wdi-gdp,1.67438e+10,US$,2016,2026-07-13
MLI,gdp-current-usd,wdi-gdp,1.83084e+10,US$,2017,2026-07-13
MLI,gdp-current-usd,wdi-gdp,2.0368e+10,US$,2018,2026-07-13
MLI,gdp-current-usd,wdi-gdp,2.04774e+10,US$,2019,2026-07-13
MLI,gdp-current-usd,wdi-gdp,2.06986e+10,US$,2020,2026-07-13
MLI,gdp-current-usd,wdi-gdp,2.29992e+10,US$,2021,2026-07-13
MLI,gdp-current-usd,wdi-gdp,2.254e+10,US$,2022,2026-07-13
MLI,gdp-current-usd,wdi-gdp,2.47779e+10,US$,2023,2026-07-13
MLI,gdp-current-usd,wdi-gdp,2.67613e+10,US$,2024,2026-07-13
MLI,gdp-current-usd,wdi-gdp,3.00691e+10,US$,2025,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.14119e+10,US$,2010,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.46193e+10,US$,2011,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.66881e+10,US$,2012,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.71981e+10,US$,2013,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.79782e+10,US$,2014,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.6209e+10,US$,2015,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.20691e+10,US$,2016,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.32646e+10,US$,2017,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.50174e+10,US$,2018,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.55128e+10,US$,2019,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.42354e+10,US$,2020,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.61681e+10,US$,2021,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,1.88842e+10,US$,2022,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,2.09275e+10,US$,2023,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,2.27522e+10,US$,2024,2026-07-13
MOZ,gdp-current-usd,wdi-gdp,2.2338e+10,US$,2025,2026-07-13
MRT,gdp-current-usd,wdi-gdp,5.62888e+09,US$,2010,2026-07-13
MRT,gdp-current-usd,wdi-gdp,6.76463e+09,US$,2011,2026-07-13
MRT,gdp-current-usd,wdi-gdp,6.72821e+09,US$,2012,2026-07-13
MRT,gdp-current-usd,wdi-gdp,7.23065e+09,US$,2013,2026-07-13
MRT,gdp-current-usd,wdi-gdp,6.61548e+09,US$,2014,2026-07-13
MRT,gdp-current-usd,wdi-gdp,6.1823e+09,US$,2015,2026-07-13
MRT,gdp-current-usd,wdi-gdp,6.4079e+09,US$,2016,2026-07-13
MRT,gdp-current-usd,wdi-gdp,6.81247e+09,US$,2017,2026-07-13
MRT,gdp-current-usd,wdi-gdp,7.47547e+09,US$,2018,2026-07-13
MRT,gdp-current-usd,wdi-gdp,7.89476e+09,US$,2019,2026-07-13
MRT,gdp-current-usd,wdi-gdp,8.26057e+09,US$,2020,2026-07-13
MRT,gdp-current-usd,wdi-gdp,9.22104e+09,US$,2021,2026-07-13
MRT,gdp-current-usd,wdi-gdp,9.5625e+09,US$,2022,2026-07-13
MRT,gdp-current-usd,wdi-gdp,1.06875e+10,US$,2023,2026-07-13
MRT,gdp-current-usd,wdi-gdp,1.08792e+10,US$,2024,2026-07-13
MRT,gdp-current-usd,wdi-gdp,1.16799e+10,US$,2025,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.01447e+10,US$,2010,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.16777e+10,US$,2011,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.18323e+10,US$,2012,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.24346e+10,US$,2013,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.32305e+10,US$,2014,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.21622e+10,US$,2015,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.27577e+10,US$,2016,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.38969e+10,US$,2017,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.49575e+10,US$,2018,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.46452e+10,US$,2019,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.15661e+10,US$,2020,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.1622e+10,US$,2021,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.29364e+10,US$,2022,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.40722e+10,US$,2023,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.49381e+10,US$,2024,2026-07-13
MUS,gdp-current-usd,wdi-gdp,1.61578e+10,US$,2025,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.01283e+10,US$,2010,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.16481e+10,US$,2011,2026-07-13
MWI,gdp-current-usd,wdi-gdp,8.7732e+09,US$,2012,2026-07-13
MWI,gdp-current-usd,wdi-gdp,8.03157e+09,US$,2013,2026-07-13
MWI,gdp-current-usd,wdi-gdp,8.80133e+09,US$,2014,2026-07-13
MWI,gdp-current-usd,wdi-gdp,9.21947e+09,US$,2015,2026-07-13
MWI,gdp-current-usd,wdi-gdp,7.90987e+09,US$,2016,2026-07-13
MWI,gdp-current-usd,wdi-gdp,8.94354e+09,US$,2017,2026-07-13
MWI,gdp-current-usd,wdi-gdp,9.87922e+09,US$,2018,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.10519e+10,US$,2019,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.17693e+10,US$,2020,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.23781e+10,US$,2021,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.24291e+10,US$,2022,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.33637e+10,US$,2023,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.1312e+10,US$,2024,2026-07-13
MWI,gdp-current-usd,wdi-gdp,1.49183e+10,US$,2025,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.14314e+10,US$,2010,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.25234e+10,US$,2011,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.30421e+10,US$,2012,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.20433e+10,US$,2013,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.24354e+10,US$,2014,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.13352e+10,US$,2015,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.0722e+10,US$,2016,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.28952e+10,US$,2017,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.3682e+10,US$,2018,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.25419e+10,US$,2019,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.05837e+10,US$,2020,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.24025e+10,US$,2021,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.25694e+10,US$,2022,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.2522e+10,US$,2023,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.36412e+10,US$,2024,2026-07-13
NAM,gdp-current-usd,wdi-gdp,1.50803e+10,US$,2025,2026-07-13
NER,gdp-current-usd,wdi-gdp,7.85119e+09,US$,2010,2026-07-13
NER,gdp-current-usd,wdi-gdp,8.77295e+09,US$,2011,2026-07-13
NER,gdp-current-usd,wdi-gdp,9.42691e+09,US$,2012,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.02249e+10,US$,2013,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.08629e+10,US$,2014,2026-07-13
NER,gdp-current-usd,wdi-gdp,9.68387e+09,US$,2015,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.0341e+10,US$,2016,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.13593e+10,US$,2017,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.28009e+10,US$,2018,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.24208e+10,US$,2019,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.36483e+10,US$,2020,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.49362e+10,US$,2021,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.55318e+10,US$,2022,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.69498e+10,US$,2023,2026-07-13
NER,gdp-current-usd,wdi-gdp,1.97298e+10,US$,2024,2026-07-13
NER,gdp-current-usd,wdi-gdp,2.16462e+10,US$,2025,2026-07-13
NGA,gdp-current-usd,wdi-gdp,3.6699e+11,US$,2010,2026-07-13
NGA,gdp-current-usd,wdi-gdp,4.14467e+11,US$,2011,2026-07-13
NGA,gdp-current-usd,wdi-gdp,4.63971e+11,US$,2012,2026-07-13
NGA,gdp-current-usd,wdi-gdp,5.20117e+11,US$,2013,2026-07-13
NGA,gdp-current-usd,wdi-gdp,5.74184e+11,US$,2014,2026-07-13
NGA,gdp-current-usd,wdi-gdp,4.93027e+11,US$,2015,2026-07-13
NGA,gdp-current-usd,wdi-gdp,4.04649e+11,US$,2016,2026-07-13
NGA,gdp-current-usd,wdi-gdp,3.75746e+11,US$,2017,2026-07-13
NGA,gdp-current-usd,wdi-gdp,4.21739e+11,US$,2018,2026-07-13
NGA,gdp-current-usd,wdi-gdp,6.6822e+11,US$,2019,2026-07-13
NGA,gdp-current-usd,wdi-gdp,5.98587e+11,US$,2020,2026-07-13
NGA,gdp-current-usd,wdi-gdp,6.09148e+11,US$,2021,2026-07-13
NGA,gdp-current-usd,wdi-gdp,6.4695e+11,US$,2022,2026-07-13
NGA,gdp-current-usd,wdi-gdp,4.87388e+11,US$,2023,2026-07-13
NGA,gdp-current-usd,wdi-gdp,2.52262e+11,US$,2024,2026-07-13
NGA,gdp-current-usd,wdi-gdp,2.90794e+11,US$,2025,2026-07-13
RWA,gdp-current-usd,wdi-gdp,6.05228e+09,US$,2010,2026-07-13
RWA,gdp-current-usd,wdi-gdp,6.80268e+09,US$,2011,2026-07-13
RWA,gdp-current-usd,wdi-gdp,7.55667e+09,US$,2012,2026-07-13
RWA,gdp-current-usd,wdi-gdp,7.71428e+09,US$,2013,2026-07-13
RWA,gdp-current-usd,wdi-gdp,8.12998e+09,US$,2014,2026-07-13
RWA,gdp-current-usd,wdi-gdp,8.44706e+09,US$,2015,2026-07-13
RWA,gdp-current-usd,wdi-gdp,8.59681e+09,US$,2016,2026-07-13
RWA,gdp-current-usd,wdi-gdp,9.16435e+09,US$,2017,2026-07-13
RWA,gdp-current-usd,wdi-gdp,9.65016e+09,US$,2018,2026-07-13
RWA,gdp-current-usd,wdi-gdp,1.05193e+10,US$,2019,2026-07-13
RWA,gdp-current-usd,wdi-gdp,1.04871e+10,US$,2020,2026-07-13
RWA,gdp-current-usd,wdi-gdp,1.12529e+10,US$,2021,2026-07-13
RWA,gdp-current-usd,wdi-gdp,1.37474e+10,US$,2022,2026-07-13
RWA,gdp-current-usd,wdi-gdp,1.48065e+10,US$,2023,2026-07-13
RWA,gdp-current-usd,wdi-gdp,1.51111e+10,US$,2024,2026-07-13
RWA,gdp-current-usd,wdi-gdp,1.63721e+10,US$,2025,2026-07-13
SDN,gdp-current-usd,wdi-gdp,5.8963e+10,US$,2010,2026-07-13
SDN,gdp-current-usd,wdi-gdp,5.50186e+10,US$,2011,2026-07-13
SDN,gdp-current-usd,wdi-gdp,3.76329e+10,US$,2012,2026-07-13
SDN,gdp-current-usd,wdi-gdp,4.3024e+10,US$,2013,2026-07-13
SDN,gdp-current-usd,wdi-gdp,4.95167e+10,US$,2014,2026-07-13
SDN,gdp-current-usd,wdi-gdp,5.17268e+10,US$,2015,2026-07-13
SDN,gdp-current-usd,wdi-gdp,4.26304e+10,US$,2016,2026-07-13
SDN,gdp-current-usd,wdi-gdp,4.12836e+10,US$,2017,2026-07-13
SDN,gdp-current-usd,wdi-gdp,3.23338e+10,US$,2018,2026-07-13
SDN,gdp-current-usd,wdi-gdp,3.23381e+10,US$,2019,2026-07-13
SDN,gdp-current-usd,wdi-gdp,2.70346e+10,US$,2020,2026-07-13
SDN,gdp-current-usd,wdi-gdp,3.42295e+10,US$,2021,2026-07-13
SDN,gdp-current-usd,wdi-gdp,5.16669e+10,US$,2022,2026-07-13
SDN,gdp-current-usd,wdi-gdp,3.98983e+10,US$,2023,2026-07-13
SDN,gdp-current-usd,wdi-gdp,4.96724e+10,US$,2024,2026-07-13
SDN,gdp-current-usd,wdi-gdp,6.01626e+10,US$,2025,2026-07-13
SEN,gdp-current-usd,wdi-gdp,1.61213e+10,US$,2010,2026-07-13
SEN,gdp-current-usd,wdi-gdp,1.78143e+10,US$,2011,2026-07-13
SEN,gdp-current-usd,wdi-gdp,1.76609e+10,US$,2012,2026-07-13
SEN,gdp-current-usd,wdi-gdp,1.89187e+10,US$,2013,2026-07-13
SEN,gdp-current-usd,wdi-gdp,1.97973e+10,US$,2014,2026-07-13
SEN,gdp-current-usd,wdi-gdp,1.77748e+10,US$,2015,2026-07-13
SEN,gdp-current-usd,wdi-gdp,1.90403e+10,US$,2016,2026-07-13
SEN,gdp-current-usd,wdi-gdp,2.09651e+10,US$,2017,2026-07-13
SEN,gdp-current-usd,wdi-gdp,2.31167e+10,US$,2018,2026-07-13
SEN,gdp-current-usd,wdi-gdp,2.3404e+10,US$,2019,2026-07-13
SEN,gdp-current-usd,wdi-gdp,2.45305e+10,US$,2020,2026-07-13
SEN,gdp-current-usd,wdi-gdp,2.75208e+10,US$,2021,2026-07-13
SEN,gdp-current-usd,wdi-gdp,2.77833e+10,US$,2022,2026-07-13
SEN,gdp-current-usd,wdi-gdp,3.06963e+10,US$,2023,2026-07-13
SEN,gdp-current-usd,wdi-gdp,3.217e+10,US$,2024,2026-07-13
SEN,gdp-current-usd,wdi-gdp,3.70065e+10,US$,2025,2026-07-13
SLE,gdp-current-usd,wdi-gdp,4.26281e+09,US$,2010,2026-07-13
SLE,gdp-current-usd,wdi-gdp,4.86163e+09,US$,2011,2026-07-13
SLE,gdp-current-usd,wdi-gdp,6.14167e+09,US$,2012,2026-07-13
SLE,gdp-current-usd,wdi-gdp,7.50276e+09,US$,2013,2026-07-13
SLE,gdp-current-usd,wdi-gdp,7.68614e+09,US$,2014,2026-07-13
SLE,gdp-current-usd,wdi-gdp,6.78835e+09,US$,2015,2026-07-13
SLE,gdp-current-usd,wdi-gdp,6.0843e+09,US$,2016,2026-07-13
SLE,gdp-current-usd,wdi-gdp,5.74985e+09,US$,2017,2026-07-13
SLE,gdp-current-usd,wdi-gdp,6.39051e+09,US$,2018,2026-07-13
SLE,gdp-current-usd,wdi-gdp,6.52358e+09,US$,2019,2026-07-13
SLE,gdp-current-usd,wdi-gdp,6.68831e+09,US$,2020,2026-07-13
SLE,gdp-current-usd,wdi-gdp,7.16693e+09,US$,2021,2026-07-13
SLE,gdp-current-usd,wdi-gdp,7.12113e+09,US$,2022,2026-07-13
SLE,gdp-current-usd,wdi-gdp,6.41585e+09,US$,2023,2026-07-13
SLE,gdp-current-usd,wdi-gdp,6.97113e+09,US$,2024,2026-07-13
SLE,gdp-current-usd,wdi-gdp,7.46416e+09,US$,2025,2026-07-13
SOM,gdp-current-usd,wdi-gdp,2.68781e+09,US$,2010,2026-07-13
SOM,gdp-current-usd,wdi-gdp,2.906e+09,US$,2011,2026-07-13
SOM,gdp-current-usd,wdi-gdp,4.36467e+09,US$,2012,2026-07-13
SOM,gdp-current-usd,wdi-gdp,5.06288e+09,US$,2013,2026-07-13
SOM,gdp-current-usd,wdi-gdp,5.7284e+09,US$,2014,2026-07-13
SOM,gdp-current-usd,wdi-gdp,6.15215e+09,US$,2015,2026-07-13
SOM,gdp-current-usd,wdi-gdp,6.61374e+09,US$,2016,2026-07-13
SOM,gdp-current-usd,wdi-gdp,7.6215e+09,US$,2017,2026-07-13
SOM,gdp-current-usd,wdi-gdp,7.873e+09,US$,2018,2026-07-13
SOM,gdp-current-usd,wdi-gdp,8.656e+09,US$,2019,2026-07-13
SOM,gdp-current-usd,wdi-gdp,8.628e+09,US$,2020,2026-07-13
SOM,gdp-current-usd,wdi-gdp,9.483e+09,US$,2021,2026-07-13
SOM,gdp-current-usd,wdi-gdp,1.0203e+10,US$,2022,2026-07-13
SOM,gdp-current-usd,wdi-gdp,1.0958e+10,US$,2023,2026-07-13
SOM,gdp-current-usd,wdi-gdp,1.1967e+10,US$,2024,2026-07-13
SOM,gdp-current-usd,wdi-gdp,1.29952e+10,US$,2025,2026-07-13
SSD,gdp-current-usd,wdi-gdp,1.46021e+10,US$,2010,2026-07-13
SSD,gdp-current-usd,wdi-gdp,1.49073e+10,US$,2011,2026-07-13
SSD,gdp-current-usd,wdi-gdp,1.19315e+10,US$,2012,2026-07-13
SSD,gdp-current-usd,wdi-gdp,1.84265e+10,US$,2013,2026-07-13
SSD,gdp-current-usd,wdi-gdp,1.39622e+10,US$,2014,2026-07-13
SSD,gdp-current-usd,wdi-gdp,1.19978e+10,US$,2015,2026-07-13
STP,gdp-current-usd,wdi-gdp,1.90021e+08,US$,2010,2026-07-13
