fy,fiscal_year_label,basis,line_name,code,primary_subject,scope_confidence,funding_source,currency,amount_scale,proposed,appropriated,revised,doc_locator,source_slug,extracted,notes
2025,2025/2026,line,Development and Scale up of Virtual STEM Labs,P190324002,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,121500000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324002 (gazette p. 465)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 121,500,000; the columns name no lender."
2025,2025/2026,line,Development of the Low Code Platform,P190324003,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,178200000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324003 (gazette p. 466)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 178,200,000; the columns name no lender."
2025,2025/2026,line,Development and scale-up of the Digital Information Center- Situation Room,P190324004,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,243000000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324004 (gazette p. 466)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 243,000,000; the columns name no lender."
2025,2025/2026,line,Development and upgrade of the LODA MEIS and purchase of related hardware,P190324005,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,320220000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324005 (gazette p. 466)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 320,220,000; the columns name no lender."
2025,2025/2026,line,Development of National Single Sign On(SSO) Platform,P190324006,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,81000000,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324006 (gazette p. 466)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 81,000,000; the columns name no lender."
2025,2025/2026,line,Centralized Citizen Engagement Portal for the Republic of Rwanda,P190324007,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,227164146,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324007 (gazette p. 466)",2025-06-30-rwa-2025-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 227,164,146; the columns name no lender."
2025,2025/2026,line,Digital solutions for attributing climate change impacts on child nutrition and health (CLIMAKID),P220426001,capacity.research,partial,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,55962312,,"Law n° 018/2025 of 30/06/2025 (Official Gazette n° Special of 01/07/2025), Annex II-3 Development budget by agency, project and funding type, BA 2204 RWANDA METEOROLOGY AGENCY(METEO RWANDA), project P220426001 (gazette p. 467)",2025-06-30-rwa-2025-28-98,2026-09-25,"Research project using digital tools on climate and child health; the digital share is not printed. External loans 0, external grants 55,962,312; the columns name no lender."
2026,2026/2027,line,Ict Support Service Development,0801,tech.innovate,partial,external,RWF,RWF full units as printed; the annexes state no multiplier,,6725899760,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-1 Detailed budget by budget agency, BA 0108 RWANDA DEVELOPMENT BOARD (RDB), programme 08, sub-programme 0801 (gazette p. 47); origin split: Annex II-2, institution 01, sub-programme 0801 (p. 398)",2026-06-30-rwa-2026-28-98,2026-09-25,"Externally financed part of the sub-programme; Annex II-2 prints this sub-programme for the institution and only this budget agency carries it in Annex II-1, so II-2 gives its split. Annex II-2 prints loans and grants together at this grain and names no lender."
2026,2026/2027,line,"Remote Sensing, Geospatial Science and Earth Observation",F501,data.satellite,whole,external,RWF,RWF full units as printed; the annexes state no multiplier,,4521771882,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-1 Detailed budget by budget agency, BA 0112 RWANDA SPACE AGENCY, programme F5, sub-programme F501 (gazette p. 52); origin split: Annex II-2, institution 01, sub-programme F501 (p. 399)",2026-06-30-rwa-2026-28-98,2026-09-25,The whole sub-programme is externally financed; no domestic row. Annex II-2 prints loans and grants together at this grain and names no lender.
2026,2026/2027,line,Integrated Financial Management System (Ifmis),5106,dpi.mis,whole,external,RWF,RWF full units as printed; the annexes state no multiplier,,6325920276,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-1 Detailed budget by budget agency, BA 1200 MINECOFIN, programme 51, sub-programme 5106 (gazette p. 139); origin split: Annex II-2, institution 12, sub-programme 5106 (p. 406)",2026-06-30-rwa-2026-28-98,2026-09-25,"The IFMIS sub-programme is wholly externally financed this year, so there is no domestic row. Annex II-2 prints loans and grants together and names no lender."
2026,2026/2027,line,Primary Ict Integration In Education,7001,capacity.literacy,partial,external,RWF,RWF full units as printed; the annexes state no multiplier,,4450290000,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-1 Detailed budget by budget agency, BA 1413 RWANDA EDUCATION BOARD (REB), programme 70, sub-programme 7001 (gazette p. 160); origin split: Annex II-2, institution 14, sub-programme 7001 (p. 409)",2026-06-30-rwa-2026-28-98,2026-09-25,"Externally financed part of the sub-programme; Annex II-2 prints this sub-programme for the institution and only this budget agency carries it in Annex II-1, so II-2 gives its split. Annex II-2 prints loans and grants together at this grain and names no lender."
2026,2026/2027,line,Lower Secondary Ict Integration In Education,7002,capacity.literacy,whole,external,RWF,RWF full units as printed; the annexes state no multiplier,,150000000,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-1 Detailed budget by budget agency, BA 1413 RWANDA EDUCATION BOARD (REB), programme 70, sub-programme 7002 (gazette p. 160); origin split: Annex II-2, institution 14, sub-programme 7002 (p. 409)",2026-06-30-rwa-2026-28-98,2026-09-25,"Externally financed part of the sub-programme; Annex II-2 prints this sub-programme for the institution and only this budget agency carries it in Annex II-1, so II-2 gives its split. Annex II-2 prints loans and grants together at this grain and names no lender."
2026,2026/2027,line,HEALTH INFORMATION AND TECHNOLOGIES,EL01,dpi.mis,partial,external,RWF,RWF full units as printed; the annexes state no multiplier,,2892537560,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-1 Detailed budget by budget agency, BA 1600 MINISANTE, programme EL, sub-programme EL01 (gazette p. 171); origin split: Annex II-2, institution 16, sub-programme EL01 (p. 411)",2026-06-30-rwa-2026-28-98,2026-09-25,"Externally financed part of the sub-programme; Annex II-2 prints this sub-programme for the institution and only this budget agency carries it in Annex II-1, so II-2 gives its split. Annex II-2 prints loans and grants together at this grain and names no lender."
2026,2026/2027,line,Digital Government Transformation,9805,dpi.govtech,whole,external,RWF,RWF full units as printed; the annexes state no multiplier,,827964742,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-1 Detailed budget by budget agency, BA 2800 MINICT, programme 98, sub-programme 9805 (gazette p. 238); origin split: Annex II-2, institution 28, sub-programme 9805 (p. 417)",2026-06-30-rwa-2026-28-98,2026-09-25,"Externally financed part of the sub-programme; Annex II-2 prints this sub-programme for the institution and only this budget agency carries it in Annex II-1, so II-2 gives its split. Annex II-2 prints loans and grants together at this grain and names no lender."
2026,2026/2027,line,Amplifying digital opportunities in cross border trade,P100026001,tech.industry,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,101920000,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1000 MINICOM, project P100026001 (gazette p. 464)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project named for digital cross-border trade. External loans 0, external grants 101,920,000; the columns name no lender."
2026,2026/2027,line,NSDS Basket Fund NISR,P120219002,data.statistics,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,15557796420,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1202 NATIONAL INSTITUTE OF STATISTICS OF RWANDA (NISR), project P120219002 (gazette p. 465)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of NISR, a single-mandate body held whole. External loans 0, external grants 15,557,796,420; the columns name no lender."
2026,2026/2027,line,Electronic Single Window (ESW),P120318001,dpi.exchange,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,246299321,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1203 RWANDA REVENUE AUTHORITY(RRA), project P120318001 (gazette p. 465)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project named for the electronic single window. External loans 0, external grants 246,299,321; the columns name no lender."
2026,2026/2027,line,E-tax Enhancement.,P120326001,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,503700679,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1203 RWANDA REVENUE AUTHORITY(RRA), project P120326001 (gazette p. 465)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project named for the e-tax system. External loans 0, external grants 503,700,679; the columns name no lender."
2026,2026/2027,line,Digital skills for Quality TVET in Rwanda,P141926004,capacity.training,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,72000000,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1419 RWANDA POLYTECHNIC (RP), project P141926004 (gazette p. 467)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project named for digital skills. External loans 0, external grants 72,000,000; the columns name no lender."
2026,2026/2027,line,Rwanda Coding Academy Capacity Development Project,P142022001,capacity.training,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,1430603925,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1420 RWANDA TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING BOARD (RTB), project P142022001 (gazette p. 467)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project named for the coding academy. External loans 0, external grants 1,430,603,925; the columns name no lender."
2026,2026/2027,line,Bloomberg Vital Strategy (Health Data),P160519005,data.statistics,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,138020300,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1605 RWANDA BIO-MEDICAL CENTER(RBC), project P160519005 (gazette p. 468)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project named for health data. External loans 0, external grants 138,020,300; the columns name no lender."
2026,2026/2027,line,Development of Sustainable Digital Systems for Skills Development and Employment Promotion (SDEP) Project,P200026002,dpi.mis,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,430445999,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 2000 MIFOTRA, project P200026002 (gazette p. 472)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project named for digital systems for skills and employment. External loans 0, external grants 430,445,999; the columns name no lender."
2026,2026/2027,line,Digital Identification and Authentication,P190319003,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,26579298803,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190319003 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 26,579,298,803, external grants 0; the columns name no lender."
2026,2026/2027,line,Modernizing Government Network project,P190320001,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,4999251880,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190320001 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 4,999,251,880, external grants 0; the columns name no lender."
2026,2026/2027,line,National Public Key Infrastructure(NPKI) Project Enhanced,P190321001,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,2702002038,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190321001 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,702,002,038, external grants 0; the columns name no lender. Its domestic part, 361,245,379, is inside the agency's sub-programme rows."
2026,2026/2027,line,Innovation hubs projects,P190321006,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,1166051197,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190321006 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 1,166,051,197; the columns name no lender. Its domestic part, 186,000,000, is inside the agency's sub-programme rows."
2026,2026/2027,line,Rwanda Digital Acceleration Project,P190321007,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,1556199029,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190321007 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 1,556,199,029, external grants 0; the columns name no lender."
2026,2026/2027,line,Access to Affordable Smart Device,P190322001,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,128340000,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322001 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 128,340,000, external grants 0; the columns name no lender."
2026,2026/2027,line,Facility to Support the Government of Rwanda’s ICT projects,P190322002,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,1375324234,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322002 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 1,375,324,234; the columns name no lender. Its domestic part, 200,000,000, is inside the agency's sub-programme rows."
2026,2026/2027,line,Last Mile Connectivity project,P190322004,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,5843639756,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322004 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 5,843,639,756, external grants 0; the columns name no lender."
2026,2026/2027,line,Legal Regulatory and institutional Capacity for Broadband Market development,P190322005,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,946478500,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322005 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 946,478,500, external grants 0; the columns name no lender."
2026,2026/2027,line,"Government Data Management, sharing and Analytics",P190322006,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,2379000918,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322006 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,379,000,918, external grants 0; the columns name no lender."
2026,2026/2027,line,E-Service in key sectors,P190322007,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,6470336554,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322007 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 6,470,336,554, external grants 0; the columns name no lender."
2026,2026/2027,line,Cyber Security resilience and data protection,P190322008,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,5003350004,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322008 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 5,003,350,004, external grants 0; the columns name no lender."
2026,2026/2027,line,Positioning Rwanda as Regional Digital Entrepreneurship hub,P190322009,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,2063855678,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322009 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 2,063,855,678, external grants 0; the columns name no lender."
2026,2026/2027,line,Next generation capabilities for Digital economy,P190322010,dpi.govtech,whole,external-loan,RWF,RWF full units as printed; the annexes state no multiplier,,629120000,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190322010 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 629,120,000, external grants 0; the columns name no lender."
2026,2026/2027,line,Digitalization of Administration and of Innovation for Development,P190323001,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,343956204,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190323001 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 343,956,204; the columns name no lender. Its domestic part, 151,639,835, is inside the agency's sub-programme rows."
2026,2026/2027,line,Development and Scale up of Virtual STEM Labs,P190324002,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,186083661,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324002 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 186,083,661; the columns name no lender."
2026,2026/2027,line,Development of the Low Code Platform,P190324003,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,409384055,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324003 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 409,384,055; the columns name no lender."
2026,2026/2027,line,Development and scale-up of the Digital Information Center- Situation Room,P190324004,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,697813729,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324004 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 697,813,729; the columns name no lender."
2026,2026/2027,line,Development and upgrade of the LODA MEIS and purchase of related hardware,P190324005,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,1379345138,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324005 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 1,379,345,138; the columns name no lender."
2026,2026/2027,line,Development of National Single Sign On(SSO) Platform,P190324006,dpi.govtech,whole,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,111650197,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 1903 RWANDA INFORMATION SOCIETY AUTHORITY (RISA), project P190324006 (gazette p. 474)",2026-06-30-rwa-2026-28-98,2026-09-25,"Project of RISA, a single-mandate body held whole. External loans 0, external grants 111,650,197; the columns name no lender."
2026,2026/2027,line,Digital solutions for attributing climate change impacts on child nutrition and health (CLIMAKID),P220426001,capacity.research,partial,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,158664264,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 2204 RWANDA METEOROLOGY AGENCY(METEO RWANDA), project P220426001 (gazette p. 475)",2026-06-30-rwa-2026-28-98,2026-09-25,"Research project using digital tools on climate and child health; the digital share is not printed. External loans 0, external grants 158,664,264; the columns name no lender."
2026,2026/2027,line,Improving Green Mobility Services through ICT to Address Climate Change in Kigali City (IMOBIS) Project,P700025001,digital.localgov,partial,external-grant,RWF,RWF full units as printed; the annexes state no multiplier,,157330000,,"Law n° 025/2026 of 30/06/2026 (Official Gazette n° Special of 01/07/2026), Annex II-3 Development budget by agency, project and funding type, BA 7000 KIGALI CITY, project P700025001 (gazette p. 484)",2026-06-30-rwa-2026-28-98,2026-09-25,"Green mobility project that uses ICT; the ICT share is not printed. External loans 0, external grants 157,330,000; the columns name no lender."
